name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
			InterestExpenseForLongTermDebtAndCapitalSecurities,"2,429,000,000","2,525,000,000","604,000,000","384,000,000","289,000,000","258,000,000","190,000,000","119,000,000","104,000,000","92,000,000","73,000,000","69,000,000","103,000,000","108,000,000","92,000,000","71,000,000","59,000,000","38,000,000","29,000,000","30,000,000","32,000,000","35,000,000","46,000,000","55,000,000","55,000,000","33,000,000",,,,,,,,,,,,
			InterestExpenseForFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"209,000,000","147,000,000","48,000,000","24,000,000","33,000,000","38,000,000","18,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInterestExpense,"285,000,000","274,000,000","122,000,000","5,000,000","3,000,000","68,000,000","50,000,000","34,000,000","21,000,000","11,000,000","-1,000,000","5,000,000","5,000,000","5,000,000","2,000,000","295,000,000","62,000,000","347,000,000","450,000,000","397,000,000","122,000,000","96,000,000","171,000,000","700,000,000","46,000,000","39,000,000",,,,,,,,,,,,
	NonInterestIncome,"9,737,000,000","9,410,000,000","10,080,000,000","10,490,000,000","5,578,000,000","4,205,000,000","4,309,000,000","4,336,000,000","4,156,000,000","3,844,000,000","3,782,000,000","3,454,000,000","3,135,000,000","2,984,000,000","2,751,000,000","3,046,000,000","3,529,000,000","3,347,000,000","2,875,000,000","2,597,000,000","3,266,000,000","3,358,000,000","3,267,000,000","3,381,000,000","4,551,000,000","3,666,000,000","2,260,600,000","1,945,200,000","1,595,900,000","1,209,000,000","899,900,000","845,200,000","658,000,000","492,900,000","316,400,000","280,300,000",,
		FeesAndCommissions,"5,911,000,000","5,461,000,000","5,625,000,000","5,589,000,000","3,830,000,000","3,211,000,000","3,229,000,000","3,392,000,000","3,055,000,000","2,650,000,000","2,533,000,000","2,315,000,000","2,043,000,000","1,928,000,000","1,822,000,000","1,875,000,000","2,355,000,000","2,358,000,000","1,945,000,000","1,674,000,000","2,091,000,000","1,825,000,000","1,749,000,000","1,663,000,000","3,877,000,000","3,095,000,000","1,868,600,000","1,601,700,000","1,265,200,000","969,700,000","702,900,000","650,800,000","504,800,000","403,100,000","244,400,000","229,000,000",,
			FeesandCommissionIncome,"5,911,000,000","5,461,000,000","5,625,000,000","5,589,000,000","3,830,000,000","3,211,000,000","3,229,000,000","3,392,000,000","3,055,000,000","2,650,000,000","2,533,000,000","2,315,000,000","2,043,000,000","1,928,000,000","1,822,000,000","1,875,000,000","2,355,000,000","2,358,000,000","1,945,000,000","1,674,000,000","2,091,000,000","1,825,000,000","1,749,000,000","1,663,000,000","3,877,000,000","3,095,000,000","1,868,600,000","1,601,700,000","1,265,200,000","969,700,000","702,900,000","650,800,000","504,800,000","403,100,000","244,400,000","229,000,000",,
				ServiceChargeOnDepositorAccounts,"715,000,000","705,000,000","1,409,000,000","1,315,000,000","355,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				TrustFeesbyCommissions,"5,196,000,000","4,756,000,000","4,216,000,000","4,274,000,000","3,475,000,000","3,211,000,000","3,229,000,000","3,392,000,000","3,055,000,000","2,650,000,000","2,533,000,000","2,315,000,000","2,043,000,000","1,928,000,000","1,822,000,000",,"340,000,000","378,000,000",,,,,"1,206,000,000","1,355,000,000","2,294,000,000","1,875,000,000","1,309,400,000","1,174,000,000","954,100,000","750,900,000","546,100,000","552,200,000","441,400,000","348,900,000","244,400,000","229,000,000",,
				OtherCustomerServices,,,,,,,,,,,,,,,,,"2,015,000,000","1,980,000,000",,,,,"1,761,000,000","1,675,000,000","1,583,000,000","1,220,000,000","559,200,000","427,700,000","311,100,000","218,800,000","156,800,000","98,600,000","63,400,000","54,200,000",,,,
		TradingGainLoss,"3,129,000,000","3,230,000,000","3,673,000,000","4,152,000,000","1,416,000,000","752,000,000","902,000,000","654,000,000","825,000,000","866,000,000","907,000,000","913,000,000","868,000,000","927,000,000","830,000,000","996,000,000","1,080,000,000",,,,,,,,,,,,,,,,,,,,,
		GainLossonSaleofAssets,"0","0","0","0","0","0","0","0","0","0","-1,000,000","-10,000,000","-32,000,000","-31,000,000","-36,000,000","0","0","860,000,000","785,000,000","778,000,000","89,000,000","168,000,000","184,000,000","255,000,000","570,000,000","500,000,000","286,800,000","258,000,000","256,900,000","191,400,000","162,600,000","169,100,000","130,000,000",,,,,
			GainOnSaleOfSecurity,"0","0","0","0","0","0","0","0","0","0","-1,000,000","-10,000,000","-32,000,000","-31,000,000","-36,000,000","0","0","860,000,000","785,000,000","778,000,000","89,000,000","168,000,000","184,000,000","255,000,000","570,000,000","500,000,000","286,800,000","258,000,000","256,900,000","191,400,000","162,600,000","169,100,000","130,000,000",,,,,
		OtherNonInterestIncome,"697,000,000","719,000,000","782,000,000","749,000,000","332,000,000","242,000,000","178,000,000","290,000,000","276,000,000","328,000,000","343,000,000","236,000,000","256,000,000","160,000,000","135,000,000","175,000,000","94,000,000","129,000,000","145,000,000","145,000,000","1,086,000,000","1,365,000,000","1,334,000,000","1,463,000,000","104,000,000","71,000,000","105,200,000","85,500,000","73,800,000","47,900,000","34,400,000","25,300,000","23,200,000","89,800,000","72,000,000","51,300,000",,
CreditLossesProvision,,,,,,,,"0","5,000,000","11,000,000","4,000,000","1,000,000","-16,000,000","-18,000,000","-27,000,000","-38,000,000","-17,000,000",,,,,,,,,,,,,,,,,,,,,
NonInterestExpense,"12,373,000,000","12,459,000,000","11,374,000,000","10,807,000,000","7,391,000,000","5,873,000,000","5,570,000,000","4,968,000,000","4,485,000,000","4,101,000,000","3,943,000,000","3,730,000,000","3,433,000,000","3,292,000,000","3,149,000,000","2,917,000,000","3,122,000,000","3,141,000,000","2,833,000,000","2,576,000,000","3,557,000,000","3,291,000,000","3,469,000,000","3,713,000,000","4,488,000,000","3,387,000,000","2,159,700,000","1,851,500,000","1,456,900,000","1,142,800,000","840,300,000","758,700,000","603,300,000","481,500,000","358,300,000","312,600,000",,
	OccupancyAndEquipment,"1,149,000,000","1,254,000,000","1,175,000,000","976,000,000","703,000,000","559,000,000","496,000,000","436,000,000","398,000,000","353,000,000","324,000,000","309,000,000","311,000,000","301,000,000","272,000,000","318,000,000","299,000,000","282,000,000","260,000,000","262,000,000","389,000,000","441,000,000","456,000,000","470,000,000","415,000,000","307,000,000","201,000,000","154,200,000","130,500,000","111,000,000","87,600,000","76,700,000","65,200,000","51,200,000","42,900,000","34,200,000",,
	ProfessionalExpenseAndContractServicesExpense,"1,028,000,000","1,058,000,000","1,032,000,000","994,000,000","843,000,000","702,000,000","654,000,000","580,000,000","506,000,000","459,000,000","457,000,000","415,000,000","388,000,000","387,000,000","341,000,000","275,000,000","334,000,000",,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"6,568,000,000","6,712,000,000","6,355,000,000","5,935,000,000","4,280,000,000","4,002,000,000","3,801,000,000","3,415,000,000","3,112,000,000","2,830,000,000","2,652,000,000","2,504,000,000","2,264,000,000","2,180,000,000","1,976,000,000","1,941,000,000","2,121,000,000","2,011,000,000","1,808,000,000","1,614,000,000","2,061,000,000","1,910,000,000","2,054,000,000","2,138,000,000","2,746,000,000","2,136,000,000","1,317,800,000","1,091,400,000","850,300,000","646,900,000","543,800,000","433,500,000","340,400,000","259,600,000","175,000,000","149,100,000",,
		GeneralAndAdministrativeExpense,"6,167,000,000","6,315,000,000","5,936,000,000","5,450,000,000","3,954,000,000","3,695,000,000","3,488,000,000","3,147,000,000","2,847,000,000","2,581,000,000","2,407,000,000","2,247,000,000","2,023,000,000","1,952,000,000","1,780,000,000","1,750,000,000","1,878,000,000","1,781,000,000","1,619,000,000","1,449,000,000","1,877,000,000","1,771,000,000","1,846,000,000","1,895,000,000","2,414,000,000","1,888,000,000","1,162,800,000","961,800,000","766,300,000","594,100,000","437,100,000","392,800,000","306,600,000","234,400,000","155,100,000","130,700,000",,
			SalariesAndWages,"6,167,000,000","6,315,000,000","5,936,000,000","5,450,000,000","3,954,000,000","3,320,000,000","3,057,000,000","2,737,000,000","2,466,000,000","2,241,000,000","2,184,000,000","2,027,000,000","1,803,000,000","1,732,000,000","1,573,000,000","1,544,000,000","1,667,000,000","1,781,000,000","1,619,000,000","1,449,000,000","1,877,000,000","1,771,000,000","1,846,000,000","1,895,000,000","2,414,000,000","1,888,000,000","1,162,800,000","961,800,000","766,300,000","594,100,000","437,100,000","392,800,000","306,600,000","234,400,000","155,100,000","130,700,000",,
			OtherGandA,,,,"862,000,000","516,000,000","375,000,000","431,000,000","410,000,000","381,000,000","340,000,000","223,000,000","220,000,000","220,000,000","220,000,000","207,000,000","206,000,000","211,000,000",,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"401,000,000","397,000,000","419,000,000","485,000,000","326,000,000","307,000,000","313,000,000","268,000,000","265,000,000","249,000,000","245,000,000","257,000,000","241,000,000","228,000,000","196,000,000","191,000,000","243,000,000","230,000,000","189,000,000","165,000,000","184,000,000","139,000,000","208,000,000","243,000,000","332,000,000","248,000,000","155,000,000","129,600,000","84,000,000","52,800,000","106,700,000","40,700,000","33,800,000","25,200,000","19,900,000","18,400,000",,
	DepreciationAmortizationDepletionIncomeStatement,"1,421,000,000","1,338,000,000","1,248,000,000","1,164,000,000","604,000,000","349,000,000","306,000,000","269,000,000","234,000,000","224,000,000","199,000,000","202,000,000","196,000,000","155,000,000","146,000,000","159,000,000","152,000,000",,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"1,421,000,000","1,338,000,000","1,248,000,000","1,164,000,000","604,000,000","349,000,000","306,000,000","269,000,000","234,000,000","224,000,000","199,000,000","202,000,000","196,000,000","155,000,000","146,000,000","159,000,000","152,000,000",,,,,,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,"897,000,000","804,000,000","652,000,000","549,000,000","414,000,000","322,000,000","277,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,"524,000,000","534,000,000","596,000,000","615,000,000","190,000,000","27,000,000","29,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"524,000,000","534,000,000","596,000,000","615,000,000","190,000,000","27,000,000","29,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonInterestExpense,"2,207,000,000","2,097,000,000","1,564,000,000","1,738,000,000","961,000,000","261,000,000","313,000,000","268,000,000","235,000,000","235,000,000","311,000,000","300,000,000","274,000,000","269,000,000","414,000,000","224,000,000","216,000,000","848,000,000","765,000,000","700,000,000","1,107,000,000","940,000,000","959,000,000","1,105,000,000","1,327,000,000","944,000,000","640,900,000","605,900,000","476,100,000","384,900,000","208,900,000","248,500,000","197,700,000","170,700,000","140,400,000","129,300,000",,
SpecialIncomeCharges,,,,,,,,,,,,"0","0","-7,000,000","-320,000,000","-60,000,000","-44,000,000",,,"-16,000,000",,"-86,000,000","-395,000,000","-402,000,000","-69,000,000",,,,,,,,,,,,,
	RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,"16,000,000",,"81,000,000","358,000,000","402,000,000","69,000,000",,,,,,,,,,,,,
	ImpairmentOfCapitalAssets,,,,,,,,,,,,,,"31,000,000","36,000,000","60,000,000","44,000,000",,,,,,,,,,,,,,,,,,,,,
	OtherSpecialCharges,,,,,,,,,,,,,,"7,000,000","320,000,000",,,,,,,"5,000,000","37,000,000",,,,,,,,,,,,,,,
OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,"31,000,000","36,000,000","60,000,000","44,000,000",,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"6,122,000,000","6,378,000,000","9,388,000,000","7,713,000,000","4,300,000,000","4,848,000,000","4,562,000,000","3,650,000,000","2,993,000,000","2,279,000,000","2,115,000,000","1,705,000,000","1,450,000,000","1,392,000,000","779,000,000","1,276,000,000","2,028,000,000","1,853,000,000","1,476,000,000","1,027,000,000","645,000,000","710,000,000","227,000,000","177,000,000","1,231,000,000","1,099,000,000","576,600,000","447,300,000","394,100,000","277,100,000","224,300,000","206,300,000","146,200,000","88,100,000","29,100,000","33,200,000",,
TaxProvision,"1,258,000,000","1,311,000,000","2,205,000,000","1,858,000,000","1,001,000,000","1,144,000,000","1,055,000,000","1,296,000,000","1,104,000,000","832,000,000","794,000,000","634,000,000","522,000,000","528,000,000","325,000,000","489,000,000","798,000,000","733,000,000","585,000,000","393,000,000","231,000,000","238,000,000","92,000,000","71,000,000","513,000,000","433,000,000","228,100,000","177,000,000","160,300,000","104,500,000","89,000,000","81,900,000","65,000,000","38,600,000","12,300,000","14,300,000",,
NetIncomeCommonStockholders,"4,405,000,000","4,649,000,000","6,635,000,000","5,360,000,000","3,043,000,000","3,526,000,000","3,329,000,000","2,180,000,000","1,746,000,000","1,364,000,000","1,261,000,000","1,010,000,000","883,000,000","864,000,000","454,000,000","787,000,000","1,212,000,000","2,407,000,000","1,227,000,000","725,000,000","286,000,000","472,000,000","109,000,000","199,000,000","718,000,000","666,000,000","348,500,000","270,300,000","233,800,000","172,600,000","135,300,000","117,700,000","81,200,000","49,500,000","16,800,000","18,900,000","7,400,000","8,200,000"
	NetIncome,"4,864,000,000","5,067,000,000","7,183,000,000","5,855,000,000","3,299,000,000","3,704,000,000","3,507,000,000","2,354,000,000","1,889,000,000","1,447,000,000","1,321,000,000","1,071,000,000","928,000,000","864,000,000","454,000,000","787,000,000","1,212,000,000","2,407,000,000","1,227,000,000","725,000,000","286,000,000","472,000,000","109,000,000","199,000,000","718,000,000","666,000,000","348,500,000","270,300,000","233,800,000","172,600,000","135,300,000","117,700,000","81,200,000","49,500,000","16,800,000","18,900,000","7,400,000","8,200,000"
		NetIncomeIncludingNoncontrollingInterests,"4,864,000,000","5,067,000,000","7,183,000,000","5,855,000,000","3,299,000,000","3,704,000,000","3,507,000,000","2,354,000,000","1,889,000,000","1,447,000,000","1,321,000,000","1,071,000,000","928,000,000","864,000,000","454,000,000","787,000,000","1,212,000,000","2,407,000,000","1,227,000,000","725,000,000","286,000,000","472,000,000","109,000,000","199,000,000","718,000,000","666,000,000","348,500,000","270,300,000","233,800,000","172,600,000","135,300,000","117,700,000","81,200,000","49,500,000","16,800,000","18,900,000","7,400,000","8,200,000"
			NetIncomeContinuousOperations,"4,864,000,000","5,067,000,000","7,183,000,000","5,855,000,000","3,299,000,000","3,704,000,000","3,507,000,000","2,354,000,000","1,889,000,000","1,447,000,000","1,321,000,000","1,071,000,000","928,000,000","864,000,000","454,000,000","787,000,000","1,230,000,000","1,120,000,000","891,000,000","634,000,000","414,000,000","472,000,000","135,000,000","106,000,000","718,000,000","666,000,000","348,500,000","270,300,000","233,800,000","172,600,000","135,300,000","124,400,000","81,200,000","49,500,000","16,800,000","18,900,000","7,400,000","8,200,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,"0","0","-18,000,000","1,287,000,000","336,000,000","91,000,000","-128,000,000",,"-38,000,000","-28,000,000",,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,"12,000,000","121,000,000",,,,,,,,"-6,700,000",,,,,,
	PreferredStockDividends,"459,000,000","418,000,000","548,000,000","495,000,000","256,000,000","178,000,000","178,000,000","174,000,000","143,000,000","83,000,000","60,000,000","61,000,000","45,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"4,405,000,000","4,649,000,000","6,635,000,000","5,360,000,000","3,043,000,000","3,526,000,000","3,329,000,000","2,180,000,000","1,746,000,000","1,364,000,000","1,261,000,000","1,010,000,000","883,000,000","864,000,000","454,000,000","787,000,000","1,212,000,000","2,407,000,000","1,227,000,000","725,000,000","286,000,000","472,000,000","109,000,000","199,000,000","718,000,000","666,000,000","348,500,000","270,300,000","233,800,000","172,600,000","135,300,000","117,700,000","81,200,000","49,500,000","16,800,000","18,900,000","7,400,000","8,200,000"
BasicEPS,"2.42","2.55","3.52","2.84","2.13","2.69","2.47","1.63","1.32","1.04","0.96","0.78","0.69","0.7","0.38","0.68","1.06","1.99","0.97","0.56","0.21","0.35","0.08","0.14","0.53","0.51","0.293","0.23","0.2","0.144","0.079","0.09","0.07","0.05","0.01","0.02","0.01","0.01"
DilutedEPS,"2.4","2.54","3.5","2.83","2.12","2.67","2.45","1.61","1.31","1.03","0.95","0.78","0.69","0.7","0.38","0.68","1.05","1.97","0.95","0.55","0.21","0.35","0.08","0.14","0.51","0.49","0.28","0.22","0.19","0.144","0.076","0.09","0.07","0.05","0.01","0.02","0.01","0.01"
BasicAverageShares,"1,824,000,000","1,824,000,000","1,885,000,000","1,887,000,000","1,429,000,000","1,311,000,000","1,348,000,000","1,339,000,000","1,324,000,000","1,315,000,000","1,313,541,667","1,294,871,795","1,279,710,145","1,229,000,000","1,194,736,842","1,157,352,941","1,148,000,000","1,208,000,000","1,286,000,000","1,308,000,000","1,361,904,762","1,348,571,429","1,375,000,000","1,399,000,000","1,354,716,981","1,310,444,000","1,191,075,000","1,181,463,000","1,169,000,000","1,162,923,750","1,720,784,250","1,307,777,778","1,160,000,000","990,000,000","850,000,000","945,000,000","1,152,494,753","820,000,000"
DilutedAverageShares,"1,830,000,000","1,831,000,000","1,894,000,000","1,897,000,000","1,435,000,000","1,320,000,000","1,361,000,000","1,353,000,000","1,334,000,000","1,327,000,000","1,315,000,000","1,294,871,795","1,279,710,145","1,229,000,000","1,194,736,842","1,160,000,000","1,157,000,000","1,222,000,000","1,286,000,000","1,308,000,000","1,361,904,762","1,364,000,000","1,375,000,000","1,399,000,000","1,407,843,137","1,373,030,000","1,234,507,500","1,226,589,000","1,230,526,316","1,204,713,000","1,773,960,750","1,307,777,778","1,160,000,000","990,000,000","850,000,000","945,000,000","1,152,494,753","820,000,000"
InterestIncomeAfterProvisionForLoanLoss,"8,758,000,000","9,427,000,000","10,682,000,000","8,030,000,000","6,113,000,000","6,516,000,000","5,823,000,000","4,282,000,000","3,322,000,000","2,536,000,000","2,276,000,000","1,981,000,000","1,748,000,000","1,707,000,000","1,497,000,000","1,024,000,000","1,665,000,000","1,647,000,000","1,434,000,000","1,022,000,000","936,000,000","729,000,000","824,000,000","911,000,000","1,237,000,000","820,000,000","475,600,000","353,600,000","255,000,000","210,900,000","164,700,000","119,800,000","91,500,000","76,600,000","71,000,000","65,600,000",,
NetIncomeFromContinuingAndDiscontinuedOperation,"4,864,000,000","5,067,000,000","7,183,000,000","5,855,000,000","3,299,000,000","3,704,000,000","3,507,000,000","2,354,000,000","1,889,000,000","1,447,000,000","1,321,000,000","1,071,000,000","928,000,000","864,000,000","454,000,000","787,000,000","1,212,000,000","2,407,000,000","1,227,000,000","725,000,000","286,000,000","472,000,000","97,000,000","78,000,000","718,000,000","666,000,000","348,500,000","270,300,000","233,800,000","172,600,000","135,300,000","124,400,000","81,200,000","49,500,000","16,800,000","18,900,000","7,400,000","8,200,000"
NormalizedIncome,"4,864,000,000","5,067,000,000","7,183,000,000","5,855,000,000","3,299,000,000","3,704,000,000","3,507,000,000","2,354,000,000","1,889,000,000","1,447,000,000","1,321,000,000","1,071,000,000","928,000,000","868,347,000","662,000,000","824,006,269.592","1,256,686,390.533","1,120,000,000","891,000,000","643,877,312.561","414,000,000","529,171,830.986","372,000,000","347,200,000","759,400,000","666,000,000","348,500,000","270,300,000","233,800,000","172,600,000","135,300,000","124,400,000","81,200,000","49,500,000","16,800,000","18,900,000","7,400,000","8,200,000"
TotalMoneyMarketInvestments,"354,000,000","419,000,000","471,000,000","720,000,000","334,000,000","147,000,000","118,000,000",,,,,,,,"76,000,000","113,000,000","409,000,000",,,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"1,421,000,000","1,338,000,000","1,248,000,000","1,164,000,000","604,000,000","349,000,000","306,000,000","269,000,000","234,000,000","224,000,000","199,000,000","202,000,000","196,000,000","155,000,000","146,000,000","159,000,000","152,000,000","156,000,000","157,000,000","179,000,000","226,000,000","284,000,000","321,000,000","404,000,000","308,000,000","181,000,000","138,500,000","124,700,000","98,300,000","68,700,000","54,600,000","44,400,000","40,500,000","51,900,000","49,100,000","52,500,000",,
NetIncomeFromContinuingOperationNetMinorityInterest,"4,864,000,000","5,067,000,000","7,183,000,000","5,855,000,000","3,299,000,000","3,704,000,000","3,507,000,000","2,354,000,000","1,889,000,000","1,447,000,000","1,321,000,000","1,071,000,000","928,000,000","864,000,000","454,000,000","787,000,000","1,230,000,000","1,120,000,000","891,000,000","634,000,000","414,000,000","472,000,000","135,000,000","106,000,000","718,000,000","666,000,000","348,500,000","270,300,000","233,800,000","172,600,000","135,300,000","124,400,000","81,200,000","49,500,000","16,800,000","18,900,000","7,400,000","8,200,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,"0","0","-7,000,000","-320,000,000","-60,000,000","-44,000,000",,,"-16,000,000",,"-86,000,000","-395,000,000","-402,000,000","-69,000,000",,,,,,,,,,,,,
TotalUnusualItems,,,,,,,,,,,,"0","0","-7,000,000","-320,000,000","-60,000,000","-44,000,000",,,"-16,000,000",,"-86,000,000","-395,000,000","-402,000,000","-69,000,000",,,,,,,,,,,,,
TaxRateForCalcs,"0.205","0.206","0.235","0.241","0.233","0.236","0.231","0.355","0.369","0.365","0.375","0.372","0.36","0.379","0.35","0.383","0.393","0.396","0.396","0.383","0.358","0.335","0.4","0.4","0.4","0.394","0.4","0.396","0.4","0.377","0.397","0.397","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","-2,653,000","-112,000,000","-22,993,730.408","-17,313,609.467","0","0","-6,122,687.439","0","-28,828,169.014","-158,000,000","-160,800,000","-27,600,000","0","0","0","0","0","0","0","0","0","0","0","0","0"
