name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
		DeferredTax,"15,112,000","-124,962,000","41,500,000","92,842,000","46,709,000","24,369,000","38,891,000","298,617,000","63,660,000","-553,094,000","33,935,000","15,703,000","-4,457,000","7,214,000","8,116,000","-23,434,000","-31,652,000","-16,391,000","-4,290,000","-7,558,000","452,000"
			DeferredIncomeTax,"15,112,000","-124,962,000","41,500,000","92,842,000","46,709,000","24,369,000","38,891,000","298,617,000","63,660,000","-553,094,000","33,935,000","15,703,000","-4,457,000","7,214,000","8,116,000","-23,434,000","-31,652,000","-16,391,000","-4,290,000","-7,558,000","452,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,"316,232,000","372,472,000","246,906,000","110,995,000",,,
		AssetImpairmentCharge,"1,311,000","31,782,000","0","0",,,,,,,,,,,,,,,,,
		OtherNonCashItems,"501,560,000","493,075,000","466,866,000","468,138,000","411,640,000","425,874,000","371,434,000","359,381,000","329,157,000","320,472,000","295,830,000","310,036,000","360,751,000","300,286,000","316,232,000",,"64,512,000","182,637,000","151,717,000","122,315,000","87,553,000"
		ChangeInWorkingCapital,"-268,854,000","-240,868,000","-109,293,000","-299,466,000","-322,000,000","-131,493,000","-268,465,000","70,258,000","-225,567,000","52,549,000","-68,662,000","-59,777,000","-6,385,000","-118,581,000","-389,830,000","54,884,000","221,200,000","-398,810,000","-42,973,000","618,076,000","182,136,000"
			ChangeInReceivables,"-50,901,000","-100,501,000","140,745,000","-81,609,000","-72,154,000","35,692,000","-131,637,000","95,976,000","-156,129,000","33,145,000","-76,200,000","-30,126,000","31,157,000","61,153,000","-52,690,000","-26,357,000","348,408,000","229,505,000",,,
			ChangeInPayablesAndAccruedExpense,"-132,877,000","52,314,000","-372,619,000","274,146,000","-52,643,000","-90,313,000","152,853,000","25,910,000","-85,379,000","20,839,000","179,232,000","35,229,000","71,006,000","-166,535,000","-27,470,000","13,926,000","-637,097,000","-317,149,000",,,
				ChangeInPayable,,,,,,,,,,,,,,"-63,141,000","46,750,000","-249,777,000","-274,128,000","-425,469,000",,,
				ChangeInAccruedExpense,"-132,877,000","52,314,000","-372,619,000","274,146,000","-52,643,000","-90,313,000","152,853,000","25,910,000","-85,379,000","20,839,000","179,232,000","35,229,000","71,006,000","-166,535,000","-27,470,000","263,703,000","-362,969,000","108,320,000",,,
			ChangeInOtherCurrentAssets,"-287,753,000","-192,681,000","122,581,000","-492,003,000","-197,203,000","-76,872,000","-289,681,000","-51,628,000","15,941,000","-233,352,000","-262,151,000","-63,663,000","-93,585,000","33,534,000","-283,415,000","20,575,000","-7,399,000","-42,777,000",,,
			ChangeInOtherCurrentLiabilities,,,,,,,,"428,826,000","-17,095,000","225,008,000","74,801,000","-6,028,000","-26,576,000","-63,141,000","46,750,000",,,,,,
			ChangeInOtherWorkingCapital,,,,"274,146,000","-52,643,000","-90,313,000","152,853,000","-5,170,000","5,767,000","6,909,000","15,656,000","4,811,000","11,613,000","16,408,000","-73,005,000","46,740,000","517,288,000","-268,389,000",,,
InvestingCashFlow,"-125,400,000","-38,323,000","-56,438,000","-39,056,000","-62,939,000","-42,248,000","-46,209,000","-26,920,000","-37,653,000","-25,952,000","-20,099,000","-54,553,000","-84,933,000","-45,277,000","411,725,000","-96,558,000","-151,928,000","-222,821,000","-8,192,000","3,879,000","-10,406,000"
	CashFlowFromContinuingInvestingActivities,"-125,400,000","-38,323,000","-56,438,000","-39,056,000","-62,939,000","-42,248,000","-46,209,000","-26,920,000","-37,653,000","-25,952,000","-20,099,000","-54,553,000","-84,933,000","-45,277,000","411,725,000","-96,558,000","-151,928,000","-222,821,000","-8,192,000","3,879,000","-10,406,000"
		NetPPEPurchaseAndSale,"-27,050,000","-27,807,000","-48,938,000","-39,056,000","-62,939,000","-42,248,000","-46,209,000","-26,920,000","-37,653,000","-25,952,000","-20,099,000","-54,553,000","-84,933,000","-45,277,000","-12,950,000","-11,330,000","-17,766,000","-14,526,000","-8,192,000","3,879,000","-10,406,000"
			PurchaseOfPPE,"-29,368,000","-28,297,000","-49,511,000","-39,698,000","-64,286,000","-42,757,000","-49,593,000","-27,670,000","-38,749,000","-26,629,000","-22,184,000","-60,964,000","-89,301,000","-46,438,000","-13,382,000","-11,913,000","-18,509,000","-16,441,000",,,
			SaleOfPPE,"2,318,000","490,000","573,000","642,000","1,347,000","509,000","3,384,000","750,000","1,096,000","677,000","2,085,000","6,411,000","4,368,000","1,161,000","432,000","583,000","743,000","1,915,000",,,
		NetBusinessPurchaseAndSale,"0","-10,516,000","0","0",,,,,,,,,,"0","0","-39,139,000","-74,855,000","-135,060,000",,,
			PurchaseOfBusiness,"0","-10,516,000","0","0",,,,,,,,,,,,"-39,139,000","-74,855,000","-135,060,000",,,
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,"0",,"373,238,000","-46,089,000","-59,307,000","-73,235,000",,,
			PurchaseOfInvestment,,,,,,,,,,,,,,,,"-139,561,000","-147,340,000","-73,235,000",,,
			SaleOfInvestment,,,,,,,,,,,,,"0",,"373,238,000","93,472,000","88,033,000",,,,
		DividendsReceivedCFI,,,,,,,,,,,,,"0",,"51,437,000",,,,,,
		NetOtherInvestingChanges,,,"-7,500,000",,,,,,,,,,,,,,,,,"11,694,000","8,716,000"
FinancingCashFlow,"-421,131,000","-1,571,194,000","-1,382,035,000","195,836,000","-547,351,000","-444,050,000","-726,104,000","-318,508,000","-479,755,000","-746,804,000","-435,369,000","-487,072,000","-563,220,000","-552,359,000","-277,886,000","-165,562,000","-437,020,000","243,270,000","229,889,000","-698,660,000","-469,887,000"
	CashFlowFromContinuingFinancingActivities,"-421,131,000","-1,571,194,000","-1,382,035,000","195,836,000","-547,351,000","-444,050,000","-726,104,000","-318,508,000","-479,755,000","-746,804,000","-435,369,000","-487,072,000","-563,220,000","-552,359,000","-277,886,000","-165,562,000","-437,020,000","243,270,000","229,889,000","-698,660,000","-469,887,000"
		NetIssuancePaymentsOfDebt,,,,"0","0","236,286,000","235,427,000","0","193,697,000","-114,652,000","-2,171,000","-87,725,000","-2,519,000","-134,151,000","-12,775,000","-3,615,000","-482,020,000","450,491,000","-32,140,000","482,257,000","-1,375,000"
			NetLongTermDebtIssuance,,,,"0","0","236,286,000","235,427,000","0","193,697,000","-114,652,000","-2,171,000","-87,725,000","-2,519,000","-134,151,000","-12,775,000","-3,615,000","-482,020,000","446,062,000","-32,140,000","482,257,000","-1,375,000"
				LongTermDebtIssuance,,,,"0","0","492,032,000","490,970,000","0","296,757,000","396,272,000","0","493,398,000","0","0",,,,"593,485,000","3,557,000","578,424,000","15,046,000"
				LongTermDebtPayments,,,,"0","0","-255,746,000","-255,543,000","0","-103,060,000","-510,924,000","-2,171,000","-581,123,000","-2,519,000","-134,151,000","-12,775,000","-3,615,000","-482,020,000","-147,423,000","-35,697,000","-96,167,000","-16,421,000"
			NetShortTermDebtIssuance,,,,,,,,,,,,,,,,,"-7,939,000","4,429,000",,,
				ShortTermDebtIssuance,,,,,,,,,,,,,,,,,,"4,429,000",,,
				ShortTermDebtPayments,,,,,,,,,,,,,,,,,"-7,939,000",,,,
		NetCommonStockIssuance,"-43,770,000","-102,051,000","-691,705,000","168,851,000","-95,227,000","-494,687,000","-552,872,000","-306,741,000","-300,217,000","-172,772,000","-192,657,000","-132,477,000","-354,464,000","-205,629,000","-157,229,000","-63,764,000","160,436,000","-68,052,000","344,958,000","1,293,216,000",
			CommonStockIssuance,,"0","0","575,000,000","0","0",,,,,,,,,,,"437,500,000",,,,
			CommonStockPayments,"-43,770,000","-102,051,000","-691,705,000","-406,149,000","-95,227,000","-494,687,000","-552,872,000","-306,741,000","-300,217,000","-172,772,000","-192,657,000","-132,477,000","-354,464,000","-205,629,000","-157,229,000","-63,764,000","-277,064,000","-68,052,000",,,
		CashDividendsPaid,"-175,881,000","-173,075,000","-181,880,000","-195,944,000","-196,598,000","-254,924,000","-359,639,000","-341,450,000","-336,138,000","-290,684,000","-146,241,000","-121,620,000","-135,108,000","-70,572,000","-50,581,000","-33,451,000","-23,056,000","-117,308,000","-13,480,000","-5,325,000",
			CommonStockDividendPaid,"-175,881,000","-173,075,000","-181,880,000","-195,944,000","-196,598,000","-254,924,000","-359,639,000","-341,450,000","-336,138,000","-290,684,000","-146,241,000","-121,620,000","-135,108,000","-70,572,000","-50,581,000","-33,451,000","-23,056,000","-117,308,000",,,
		ProceedsFromStockOptionExercised,"-67,413,000","-54,529,000","-61,916,000","-68,013,000","-72,636,000","-99,959,000","-110,361,000","-67,899,000","-56,078,000","-120,116,000","-85,442,000","-132,533,000","-44,883,000","-93,750,000","-57,576,000",,,,,,
		NetOtherFinancingCharges,"-297,004,000","-1,241,539,000","-446,534,000","290,942,000","-182,890,000","169,234,000","61,341,000","397,582,000","18,981,000","-48,580,000","-8,858,000","-12,717,000","-26,246,000","-48,257,000","275,000","-64,732,000","-92,380,000","-21,861,000","-69,449,000","-2,468,808,000","-468,512,000"
EndCashPosition,"1,094,709,000","1,224,983,000","2,639,400,000","3,430,014,000","2,568,827,000","2,455,559,000","2,291,885,000","2,454,806,000","1,607,483,000","1,132,083,000","1,066,580,000","841,482,000","850,190,000","1,003,791,000","1,209,695,000","917,329,000","909,707,000","1,055,844,000","969,483,000","492,309,000","305,753,000"
	ChangesInCash,"-85,192,000","-1,444,855,000","-604,489,000","1,022,859,000","-34,359,000","191,655,000","-73,275,000","683,687,000","115,193,000","114,540,000","280,549,000","-14,928,000","-166,245,000","-199,834,000","302,637,000","-17,345,000","-83,053,000","92,179,000","459,736,000","199,781,000","53,760,000"
	EffectOfExchangeRateChanges,"-10,256,000","30,438,000","-186,125,000","-161,672,000","147,627,000","-27,981,000","-89,646,000","163,636,000","-64,602,000","-49,037,000","-55,451,000","6,220,000","12,644,000","-6,070,000","-10,271,000","24,967,000","-63,084,000","-5,818,000","17,438,000","-13,225,000","9,961,000"
	BeginningCashPosition,"1,179,901,000","2,639,400,000","3,430,014,000","2,568,827,000","2,455,559,000","2,291,885,000","2,454,806,000","1,607,483,000","1,556,892,000","1,066,580,000","841,482,000","850,190,000","1,003,791,000","1,209,695,000","917,329,000","909,707,000","1,055,844,000","969,483,000","492,309,000","305,753,000","242,032,000"
IncomeTaxPaidSupplementalData,,"44,230,000","144,312,000","74,095,000","43,754,000","89,448,000","101,671,000","48,738,000","72,420,000","60,716,000","49,235,000","22,623,000","23,267,000","35,038,000","69,454,000","31,476,000","111,821,000","81,680,000",,,
InterestPaidSupplementalData,,"73,684,000","77,441,000","77,986,000","78,263,000","70,400,000","50,812,000","49,601,000","46,262,000","45,359,000","60,414,000","78,671,000","78,441,000","92,702,000","102,110,000","99,491,000","142,890,000","141,349,000",,,
CapitalExpenditure,"-29,368,000","-28,297,000","-49,511,000","-39,698,000","-64,286,000","-42,757,000","-49,593,000","-27,670,000","-38,749,000","-26,629,000","-22,184,000","-60,964,000","-89,301,000","-46,438,000","-13,382,000","-11,913,000","-18,509,000","-16,441,000","-8,192,000","-7,815,000","-10,406,000"
IssuanceOfCapitalStock,,"0","0","575,000,000","0","0",,,,,,,,,,,"437,500,000",,,,
IssuanceOfDebt,,,,"0","0","492,032,000","490,970,000","0","296,757,000","396,272,000","0","493,398,000","0","0",,,,"597,914,000","3,557,000","578,424,000","15,046,000"
RepaymentOfDebt,,,,"0","0","-255,746,000","-255,543,000","0","-103,060,000","-510,924,000","-2,171,000","-581,123,000","-2,519,000","-134,151,000","-12,775,000","-3,615,000","-482,020,000","-147,423,000","-35,697,000","-96,167,000","-16,421,000"
RepurchaseOfCapitalStock,"-43,770,000","-102,051,000","-691,705,000","-406,149,000","-95,227,000","-494,687,000","-552,872,000","-306,741,000","-300,217,000","-172,772,000","-192,657,000","-132,477,000","-354,464,000","-205,629,000","-157,229,000","-63,764,000","-277,064,000","-68,052,000",,,
FreeCashFlow,"431,971,000","136,365,000","784,473,000","826,381,000","511,645,000","635,196,000","649,445,000","1,001,445,000","593,852,000","860,667,000","713,833,000","465,733,000","392,607,000","351,364,000","155,416,000","232,862,000","487,386,000","55,289,000","229,847,000","894,562,000","523,647,000"
