name,06/30/2024,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998
			FinishedGoods,"5,769,000","1,742,000","0",,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,"0","746,000","578,000","0","871,000","544,000","174,000","110,000","632,000","666,000","420,000","3,960,000","15,808,000","18,018,000","26,801,000","33,404,000","30,482,000","18,564,000","21,579,000","15,224,000","13,218,000","9,917,000","14,364,000",,,
		RestrictedCash,"1,571,000","0",,,"846,000","708,000","578,000","0","4,000","27,000","378,000","17,251,000","0",,,,"42,000","2,061,000",,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,"470,000",,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,"470,000",,,,,,
		AssetsHeldForSaleCurrent,,"0","8,464,000","0","914,000",,,,,,,,"0",,,,,,,,,,,,,,
		OtherCurrentAssets,"1,468,000","717,000","665,000","3,791,000","689,000","871,000","544,000","174,000","110,000","632,000","666,000","420,000","3,960,000",,,,"12,294,000","19,039,000",,,,,,,"11,499,000","800,000","21,100,000"
	TotalNonCurrentAssets,"12,876,000","12,755,000","83,647,000","73,335,000","134,117,000","140,326,000","69,993,000","8,680,000","76,000","2,757,000","15,452,000","2,073,000","9,964,000","28,503,000","33,285,000","41,377,000","140,645,000","183,167,000","316,869,000","148,433,000","112,622,000","118,642,000","208,510,000","1,209,157,000","1,749,334,000","4,500,000","2,600,000"
		NetPPE,"225,000","497,000","733,000","13,613,000","14,285,000","16,746,000","1,562,000","1,729,000","0","110,000","187,000","212,000","452,000","6,680,000","8,365,000","11,566,000","13,941,000","19,834,000","20,784,000","16,765,000","30,552,000","44,582,000","77,559,000","98,582,000","34,824,000","3,000,000","1,300,000"
			GrossPPE,"225,000","497,000","733,000","22,696,000","21,596,000","21,296,000","1,593,000","1,745,000","0","110,000","187,000","212,000","20,965,000","73,201,000","74,125,000","83,659,000","82,003,000","95,429,000","88,846,000","161,358,000","135,741,000","134,889,000","141,549,000","134,165,000","42,510,000","5,200,000","2,500,000"
				Properties,"0","0","0","0","0","0","0","0","0",,,"0","0","0","0","0",,"0","0","0","0","0","0","0",,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,"44,363,000",,,,
				BuildingsAndImprovements,"225,000","497,000","733,000",,,"6,239,000","1,521,000","1,688,000","0",,,,,,,,,"10,901,000","10,919,000","8,265,000","30,850,000","33,954,000",,"40,866,000",,,
				MachineryFurnitureEquipment,,,"5,109,000","6,302,000","6,255,000","6,903,000","27,000","26,000",,,,"260,000","18,927,000","66,921,000","64,898,000","73,754,000",,"84,528,000","77,927,000","153,093,000","104,891,000","100,935,000","97,186,000","93,299,000",,,
				OtherProperties,,"497,000","733,000","15,559,000","14,483,000","13,619,000","1,521,000","1,688,000",,"110,000","187,000","212,000",,,,,,,,,,,,,,,
				Leases,,,"970,000","835,000","858,000","774,000","45,000","31,000",,,,"45,000","2,038,000","6,280,000","9,227,000","9,905,000",,,,,,,,,,,
			AccumulatedDepreciation,,,"-11,509,000","-9,083,000","-7,311,000","-4,550,000","-31,000","-16,000",,,,"-93,000","-20,513,000","-66,521,000","-65,760,000","-72,093,000","-68,062,000","-75,595,000","-68,062,000","-144,593,000","-105,189,000","-90,307,000","-63,990,000","-35,583,000","-7,686,000","-2,200,000","-1,200,000"
		GoodwillAndOtherIntangibleAssets,"11,037,000","12,115,000","13,250,000","59,464,000","60,268,000","67,973,000","9,400,000","4,102,000","0","1,595,000","2,061,000","0","0","820,000","2,467,000","3,880,000","66,523,000","86,162,000","205,776,000","75,047,000","2,951,000","6,283,000","17,368,000","1,056,928,000","1,687,930,000",,
			Goodwill,,,"52,463,000","50,536,000","50,010,000","50,397,000","0",,,,,,,"267,000","267,000","0","59,281,000","65,560,000","148,807,000","44,073,000",,,,,,,
			OtherIntangibleAssets,"11,037,000","12,115,000","13,250,000","8,928,000","10,258,000","17,576,000","9,400,000","4,102,000",,"1,595,000","2,061,000",,,"553,000","2,200,000","3,880,000","7,242,000","20,602,000","56,969,000","30,974,000","2,951,000","6,283,000","17,368,000","1,056,928,000","1,687,930,000",,
		InvestmentProperties,,,,,"53,188,000","54,411,000","55,641,000","0",,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,"0","11,745,000","0","9,423,000","21,003,000","22,453,000","25,931,000",,,,,,,,,,,
			OtherInvestments,,,,,,,,,,"0","11,745,000","0","9,423,000",,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,"2,919,000","2,757,000",,,,,,,,,,,,,,,,,,,
		DuefromRelatedPartiesNonCurrent,,,,,,"0","2,919,000","2,757,000",,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,"1,861,000","89,000",,,,,,,,,,,,,,
		OtherNonCurrentAssets,"1,614,000","143,000","69,664,000","258,000","59,564,000","1,196,000","471,000","92,000","76,000","2,647,000","1,459,000","1,861,000","89,000",,,"8,313,000","60,181,000","77,171,000","90,309,000","56,621,000","79,119,000","67,777,000","113,583,000","53,647,000","26,580,000","1,500,000","1,300,000"
TotalLiabilitiesNetMinorityInterest,"70,251,000","72,051,000","125,833,000","106,445,000","130,765,000","117,644,000","69,001,000","10,478,000","44,076,000","65,380,000","87,370,000","34,311,000","28,864,000","104,872,000","115,850,000","135,671,000","350,729,000","378,035,000","380,236,000","389,663,000","303,476,000","185,173,000","136,301,000","167,762,000","168,849,000","46,600,000","10,700,000"
	CurrentLiabilities,"8,359,000","7,377,000","19,694,000","33,005,000","29,303,000","18,068,000","8,510,000","5,728,000","44,060,000","10,738,000","25,526,000","10,471,000","27,078,000","81,572,000","75,502,000","82,103,000","283,173,000","157,929,000","151,534,000","151,854,000","112,467,000","122,147,000","136,301,000","167,008,000","165,530,000","46,100,000","9,800,000"
		PayablesAndAccruedExpenses,"8,200,000","6,936,000","4,325,000","24,673,000","8,069,000","10,170,000","2,567,000","1,235,000","2,416,000","984,000","7,066,000","9,414,000","25,932,000","52,484,000","40,370,000","43,754,000","85,092,000","92,750,000","92,570,000","83,872,000","51,805,000","59,361,000","69,292,000","74,970,000","14,176,000","1,700,000","500,000"
			Payables,"1,111,000","1,759,000","494,000","5,521,000","5,007,000","7,098,000","32,000","52,000","521,000","678,000","1,181,000","2,317,000","7,329,000","7,014,000","4,658,000","5,348,000","4,918,000","10,288,000","14,951,000","10,861,000","4,697,000","3,844,000","4,775,000","20,600,000","14,176,000","1,700,000","500,000"
				AccountsPayable,"317,000","191,000","8,000","5,521,000","5,007,000","5,158,000","32,000","52,000","521,000","678,000","1,181,000","2,317,000","6,088,000","7,014,000","4,658,000","5,348,000","4,918,000","10,288,000","14,951,000","10,861,000","4,697,000","3,844,000","4,775,000","20,600,000","14,176,000","1,700,000","500,000"
				TotalTaxPayable,"60,000","159,000","0",,,,,,,,,"256,000","1,241,000",,,,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,"0","1,043,000",,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,"634,000","1,409,000","486,000","0","0","1,940,000","0",,,,,,,,,,,,,,,,,,,,
				OtherPayable,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"7,089,000","5,177,000","3,831,000","19,152,000","3,062,000","3,072,000","2,535,000","1,183,000","1,895,000","306,000","5,885,000","7,097,000","18,603,000","45,470,000","35,712,000","38,406,000","80,174,000","82,462,000","77,619,000","73,011,000","47,108,000","55,517,000","64,517,000","54,370,000",,,
				InterestPayable,"10,000","11,000","854,000",,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,"127,000","214,000","520,000","109,000","605,000","1,057,000","1,146,000",,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"137,000","359,000","341,000","3,894,000","12,753,000","7,019,000","2,335,000","671,000","33,786,000",,,,,,,,"149,842,000",,,,,,"151,000","1,776,000","3,367,000","400,000","400,000"
			CurrentDebt,,,"2,993,000","1,974,000","11,136,000","5,596,000","1,999,000","250,000","33,786,000",,,,,,,,"149,842,000",,,,,,"151,000","1,776,000","3,367,000","400,000","400,000"
				OtherCurrentBorrowings,,,"2,993,000","1,974,000","11,136,000","5,596,000","1,999,000","250,000","33,786,000",,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"137,000","359,000","341,000","1,920,000","1,617,000","1,423,000","336,000","421,000","0",,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,"1,218,000","4,438,000","5,652,000","879,000",,,,"5,005,000","5,005,000","0",,"29,088,000","35,132,000","38,349,000","48,239,000","46,342,000","58,964,000","67,982,000","60,662,000","62,786,000","66,858,000","90,262,000",,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,"1,289,000",,,,,,,
			CurrentDeferredRevenue,,,"1,218,000","4,438,000","5,652,000","879,000",,,,"5,005,000","5,005,000","0",,"29,088,000","35,132,000","38,349,000","48,239,000","46,342,000","58,964,000","67,982,000","60,662,000","62,786,000","66,858,000","90,262,000",,,
		OtherCurrentLiabilities,"22,000","82,000","15,028,000",,"2,829,000",,"3,608,000","3,608,000","7,338,000","9,645,000","12,850,000",,,,,,,"18,837,000",,,,,,,"147,987,000","44,000,000","8,900,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"61,892,000","64,674,000","106,139,000","73,440,000","101,462,000","99,576,000","60,491,000","4,750,000","16,000","54,642,000","61,844,000","23,840,000","1,786,000","23,300,000","40,348,000","53,568,000","67,556,000","220,106,000","228,702,000","237,809,000","191,009,000","63,026,000",,"754,000","3,319,000","500,000","900,000"
		LongTermDebtAndCapitalLeaseObligation,"61,047,000","63,079,000","67,461,000","36,996,000","44,396,000","95,151,000","60,160,000","4,564,000","0","29,874,000","25,693,000","22,096,000",,,,,,"149,017,000","148,494,000","147,367,000","146,542,000",,,"754,000","3,319,000","500,000","900,000"
			LongTermDebt,"60,990,000","62,937,000","66,989,000","33,400,000","40,336,000","90,041,000","58,856,000","2,924,000",,"29,874,000","25,693,000","22,096,000",,,,,,"149,017,000","148,494,000","147,367,000","146,542,000",,,"754,000","3,319,000","500,000","900,000"
			LongTermCapitalLeaseObligation,"57,000","142,000","472,000","3,596,000","4,060,000","5,110,000","1,304,000","1,640,000","0",,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,"24,562,000","28,566,000","0",,"9,370,000","11,800,000","11,901,000","98,000","1,349,000","11,417,000","7,634,000",,,,,,,
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,"0","98,000","1,349,000","11,417,000","7,634,000",,,,,,,
			NonCurrentDeferredRevenue,,,,,,,,,,"24,562,000","28,566,000","0",,"9,370,000","11,800,000","11,901,000",,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"0","0","0","0",,,,,,,,,"959,000",,,,,,,,,,,,,,
		DuetoRelatedPartiesNonCurrent,"0","926,000","1,120,000","0",,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,"0","259,000","827,000","12,515,000","23,820,000","34,843,000",,,,,,,,,,,
		DerivativeProductLiabilities,,,,,,,"0","186,000","0",,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,"0","34,099,000","35,529,000","3,890,000","3,912,000","0",,,,,,,,,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,"0","2,551,000","0","52,781,000",,,"0","16,000","24,768,000",,,"0",,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"845,000","669,000","908,000","915,000","395,000","513,000","331,000",,,"206,000","7,585,000","1,485,000","959,000","1,415,000","4,728,000","6,824,000","67,458,000","69,740,000","68,791,000","82,808,000","44,467,000",,,,,,
TotalEquityGrossMinorityInterest,"70,195,000","63,842,000","42,254,000","55,424,000","64,680,000","65,082,000","64,586,000","66,216,000","36,821,000","23,504,000","63,071,000","43,927,000","68,629,000","42,945,000","72,759,000","72,696,000","154,015,000","170,252,000","539,595,000","153,911,000","173,032,000","182,278,000","392,896,000","1,557,953,000","2,192,376,000","92,300,000","28,400,000"
	StockholdersEquity,"62,714,000","63,842,000","33,496,000","43,236,000","60,794,000","61,066,000","64,364,000","66,226,000","36,821,000","23,504,000","63,071,000","43,927,000","68,629,000","42,945,000","72,759,000","72,696,000","154,015,000","170,252,000","539,595,000","153,911,000","173,032,000","182,278,000","392,896,000","1,557,953,000","2,192,376,000","92,300,000","28,400,000"
		CapitalStock,"30,000","30,000","29,000","26,000","26,000","25,000","25,000","23,000","9,000","9,000","111,000","100,000","89,000","85,000","84,000","83,000","83,000","83,000","95,000","70,000","64,000","181,000","177,000","170,000","161,000","0","0"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,
			CommonStock,"30,000","30,000","29,000","26,000","26,000","25,000","25,000","23,000","9,000","9,000","111,000","100,000","89,000","85,000","84,000","83,000","83,000","83,000","95,000","70,000","64,000","181,000","177,000","170,000","161,000","0","0"
		AdditionalPaidInCapital,"3,315,638,000","3,315,378,000","3,312,763,000","3,307,613,000","3,318,117,000","3,305,415,000","3,302,886,000","3,293,683,000","3,249,085,000","3,245,049,000","3,243,756,000","3,224,769,000","3,202,080,000","3,191,775,000","3,187,265,000","3,184,263,000","3,180,949,000","3,171,534,000","3,347,195,000","2,980,963,000","2,742,139,000","2,720,873,000","2,757,317,000","2,623,466,000","2,569,416,000","136,200,000","51,600,000"
		RetainedEarnings,"-3,252,954,000","-3,251,566,000","-3,279,296,000","-3,264,403,000","-3,257,349,000","-3,244,374,000","-3,238,547,000","-3,227,480,000","-3,212,273,000","-3,221,695,000","-3,179,936,000","-3,180,369,000","-3,132,756,000","-3,147,323,000","-3,112,075,000","-3,106,218,000","-3,025,897,000","-3,003,850,000","-2,807,213,000","-2,812,449,000","-2,566,240,000","-2,536,389,000","-2,319,431,000","-1,058,673,000","-368,679,000","-42,000,000","-21,200,000"
		TreasuryStock,,,,,,,,,"0","93,000","884,000","575,000","0",,,,,,,,,,"38,087,000",,,"200,000","100,000"
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,"0","234,000","24,000","2,000","-784,000","-1,592,000","-2,515,000","-5,432,000","-1,120,000","2,485,000","-482,000","-14,673,000","-2,931,000","-2,387,000","-7,080,000","-7,010,000","-8,522,000","-1,800,000","-2,000,000"
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,"2,555,000",,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,"234,000","24,000","2,000","-784,000",,,,,"-70,000",,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","100,000"
	MinorityInterest,"7,481,000","0","8,758,000","12,188,000","3,886,000","4,016,000","222,000","-10,000","0",,,,,,,,,,,,,,,,,,
TotalCapitalization,"123,704,000","126,779,000","100,485,000","76,636,000","101,130,000","151,107,000","123,220,000","69,150,000","36,821,000","53,378,000","88,764,000","66,023,000","68,629,000","42,945,000","72,759,000","72,696,000","154,015,000","319,269,000","688,089,000","301,278,000","319,574,000","182,278,000","392,896,000","1,558,707,000","2,195,695,000","92,800,000","29,300,000"
CommonStockEquity,"62,714,000","63,842,000","33,496,000","43,236,000","60,794,000","61,066,000","64,364,000","66,226,000","36,821,000","23,504,000","63,071,000","43,927,000","68,629,000","42,945,000","72,759,000","72,696,000","154,015,000","170,252,000","539,595,000","153,911,000","173,032,000","182,278,000","392,896,000","1,557,953,000","2,192,376,000","92,300,000","28,400,000"
CapitalLeaseObligations,"194,000","501,000","813,000","5,516,000","5,677,000","6,533,000","1,640,000","2,061,000","0",,,,,,,,,,,,,,,,,,
NetTangibleAssets,"51,677,000","51,727,000","20,246,000","-16,228,000","526,000","-6,907,000","54,964,000","62,124,000","36,821,000","23,504,000","61,010,000","43,927,000","68,629,000","42,125,000","70,292,000","68,816,000","87,492,000","84,090,000","333,819,000","78,864,000","170,081,000","175,995,000","375,528,000","501,025,000","504,446,000","92,300,000","28,400,000"
WorkingCapital,"119,211,000","115,761,000","64,746,000","55,529,000","32,025,000","24,332,000","55,084,000","62,286,000","36,761,000","75,389,000","109,463,000","65,694,000","60,451,000","37,742,000","79,822,000","84,887,000","80,926,000","207,191,000","451,428,000","243,287,000","251,419,000","126,662,000","184,386,000","349,550,000","446,361,000","88,300,000","26,700,000"
InvestedCapital,"123,704,000","126,779,000","100,485,000","78,610,000","112,266,000","156,703,000","125,219,000","69,400,000","70,607,000","53,378,000","88,764,000","66,023,000","68,629,000","42,945,000","72,759,000","72,696,000","303,857,000","319,269,000","688,089,000","301,278,000","319,574,000","182,278,000","393,047,000","1,560,483,000","2,199,062,000","93,200,000","29,700,000"
TangibleBookValue,"51,677,000","51,727,000","20,246,000","-16,228,000","526,000","-6,907,000","54,964,000","62,124,000","36,821,000","23,504,000","61,010,000","43,927,000","68,629,000","42,125,000","70,292,000","68,816,000","87,492,000","84,090,000","333,819,000","78,864,000","170,081,000","175,995,000","375,528,000","501,025,000","504,446,000","92,300,000","28,400,000"
TotalDebt,"61,184,000","63,438,000","67,802,000","40,890,000","57,149,000","102,170,000","62,495,000","5,235,000","33,786,000","29,874,000","25,693,000","22,096,000",,,,,"149,842,000","149,017,000","148,494,000","147,367,000","146,542,000",,"151,000","2,530,000","6,686,000","900,000","1,300,000"
NetDebt,"10,472,000","2,772,000","44,708,000","10,992,000","10,972,000","83,515,000","17,893,000",,,,,,,,,,,"68,436,000",,"20,905,000",,,,,,,
ShareIssued,"30,164,142","30,651,047","28,507,490","26,613,913","26,217,380","26,086,086","25,480,200","24,258,847","10,534,953","10,430,585","10,396,830","9,299,420","8,308,469","7,941,707","7,809,098","7,738,992","7,709,966","7,672,623","8,767,593","6,537,257","5,986,697","5,602,471","5,464,761","5,256,628","2,559,697","1,929,663","1,929,663"
OrdinarySharesNumber,"30,164,142","29,546,655","28,507,490","25,948,100","25,529,534","25,352,989","24,718,395","23,200,153","10,534,953","10,418,345","10,354,358","9,272,250","8,308,469","7,941,707","7,809,098","7,738,992","7,709,966","7,672,623","8,767,593","6,537,257","5,986,697","5,602,471","5,464,761","5,256,628","2,559,697","1,929,663","1,929,663"
TreasurySharesNumber,,"1,104,392",,"665,813","687,846","733,097","761,805","1,058,694",,"12,240","42,472","27,170",,,,,,,,,,,,,,,
