name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
			ChangeInOtherCurrentLiabilities,"-864,411,000","-717,795,000","-300,332,000","-1,253,550,000","0","0",,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"332,821,000","353,983,000","273,409,000","157,481,000","-205,603,000","-220,006,000","-155,282,000","-283,731,000","-403,894,000","-144,828,000","-169,643,000","141,238,000","311,378,000","-230,671,000","-535,839,000","-1,268,336,000",,
InvestingCashFlow,"-11,939,188,000","-3,882,936,000","-13,647,272,000","-9,605,548,000","-153,386,000","-207,362,000","-78,597,000","-98,122,000","-63,927,000","-425,152,000","-22,875,000","15,456,000","-220,871,000","-47,560,000","-1,265,000","-42,959,000","-61,746,000","-112,469,000"
	CashFlowFromContinuingInvestingActivities,"-11,939,188,000","-3,882,936,000","-13,647,272,000","-9,605,548,000","-153,386,000","-207,362,000","-78,597,000","-98,122,000","-63,927,000","-425,152,000","-22,875,000","15,456,000","-220,871,000","-47,560,000","-1,265,000","-42,959,000","-61,746,000","-112,469,000"
		NetPPEPurchaseAndSale,"-90,399,000","-108,393,000","-85,056,000","-102,049,000","-153,386,000","-207,362,000","-78,597,000","-98,122,000","-63,927,000","-260,515,000","-163,517,000","-14,396,000","-36,966,000","-18,214,000","-13,081,000","-21,050,000","-13,104,000","-17,063,000"
			PurchaseOfPPE,"-90,399,000","-108,393,000","-85,056,000","-102,049,000","-153,386,000","-207,362,000","-105,227,000","-98,122,000","-64,785,000","-265,378,000","-245,940,000","-14,396,000","-36,966,000","-18,214,000","-13,081,000","-21,050,000","-13,104,000","-17,063,000"
			SaleOfPPE,,,,,"0","0","26,630,000","0","858,000","4,863,000","82,423,000",,"0",,,,,
		NetBusinessPurchaseAndSale,,"0","-1,690,702,000","-473,779,000","0","0",,,"0",,"151,491,000","0","-186,859,000","0","0","0","-44,171,000","0"
			PurchaseOfBusiness,,"0","-1,690,702,000","-473,779,000","0","0",,,,,,,,,,,"-44,171,000",
		NetInvestmentPurchaseAndSale,"-11,925,917,000","-3,834,007,000","-11,835,045,000","-9,050,214,000","0","0",,,,,,,,,,,,
			PurchaseOfInvestment,"-55,145,641,000","-29,488,315,000","-47,191,313,000","-58,617,575,000","0","0",,,,,,,,,,,,
			SaleOfInvestment,"43,219,724,000","25,654,308,000","35,356,268,000","49,567,361,000","0","0",,,,,,,,,,,,
		NetOtherInvestingChanges,"77,128,000","59,464,000","-36,469,000","20,494,000",,,,"155,853,000","1,409,000","-164,637,000","-10,849,000","29,852,000","2,954,000","-29,346,000","11,816,000","-21,909,000","-4,471,000","-95,406,000"
FinancingCashFlow,"9,352,854,000","12,774,088,000","22,055,366,000","20,363,994,000","9,803,704,000","6,484,989,000","6,615,931,000","2,940,083,000","3,085,862,000","169,408,000","-1,854,078,000","-2,517,290,000","-5,593,677,000","360,705,000","-540,177,000","738,364,000","2,434,503,000","8,814,024,000"
	CashFlowFromContinuingFinancingActivities,"9,352,854,000","12,774,088,000","22,055,366,000","20,363,994,000","9,803,704,000","6,484,989,000","6,615,931,000","2,940,083,000","3,085,862,000","169,408,000","-1,854,078,000","-2,517,290,000","-5,593,677,000","360,705,000","-540,177,000","738,364,000","2,434,503,000","8,814,024,000"
		NetIssuancePaymentsOfDebt,"2,625,283,000","3,619,371,000","6,528,334,000","8,895,580,000","5,326,768,000","5,500,932,000","5,405,973,000","2,143,390,000","2,413,187,000","8,088,348,000","1,704,940,000","779,373,000","-445,669,000","91,048,000","-572,614,000","-349,041,000","-204,580,000","2,558,560,000"
			NetLongTermDebtIssuance,"2,625,283,000","3,619,371,000","6,528,334,000","8,895,580,000","5,326,768,000","5,500,932,000","5,405,973,000","2,143,390,000","2,413,187,000","8,088,348,000","1,704,940,000","779,373,000","-445,669,000","91,048,000","-572,614,000","-349,041,000","-204,580,000","2,558,560,000"
				LongTermDebtIssuance,"21,542,762,000","16,383,154,000","20,439,101,000","30,369,415,000","16,620,416,000","14,811,703,000","17,117,987,000","11,657,948,000","7,895,320,000","14,014,510,000","5,433,135,000","1,374,343,000","622,842,000","142,404,000","652,806,000","503,462,000","813,809,000","2,602,360,000"
				LongTermDebtPayments,"-18,917,479,000","-12,763,783,000","-13,910,767,000","-21,473,835,000","-11,293,648,000","-9,310,771,000","-11,712,014,000","-9,514,558,000","-5,482,133,000","-5,926,162,000","-3,728,195,000","-594,970,000","-1,068,511,000","-51,356,000","-1,225,420,000","-852,503,000","-1,018,389,000","-43,800,000"
		NetCommonStockIssuance,"-17,569,000","-289,844,000","-346,651,000","-231,247,000","-246,160,000","-72,124,000","-173,142,000","0","-296,844,000","-161,929,000","0",,,,,,,
			CommonStockIssuance,,"0","0","38,463,000","0","0",,,,,,,,,,,,
			CommonStockPayments,"-17,569,000","-289,844,000","-346,651,000","-269,710,000","-246,160,000","-72,124,000","-173,142,000","0","-296,844,000","-161,929,000","0",,,,,,,
		NetPreferredStockIssuance,,"0","0","-500,000,000","1,115,792,000","0","0","0","482,554,000","0","0",,,,,,,
			PreferredStockIssuance,,,"0","0","1,115,792,000","0","0","0","482,554,000","0","0",,,,,,,
			PreferredStockPayments,,"0","0","-500,000,000","0","0",,,,,,,,,,,,
		CashDividendsPaid,"-606,112,000","-615,032,000","-513,341,000","-419,630,000","-353,879,000","-304,850,000","-355,705,000","-345,337,000","-307,643,000","-706,611,000","-784,995,000","-431,583,000","-197,024,000","-154,465,000","-91,918,000","-211,068,000","-250,358,000","-1,170,568,000"
			CommonStockDividendPaid,"-588,864,000","-563,285,000","-444,341,000","-331,429,000","-297,324,000","-271,486,000","-322,341,000","-311,973,000","-285,408,000","-706,611,000","-784,995,000","-431,583,000","-197,024,000","-154,465,000","-91,918,000",,,
			PreferredStockDividendPaid,"-17,248,000","-51,747,000","-69,000,000","-88,201,000","-56,555,000","-33,364,000","-33,364,000","-33,364,000","-22,235,000","0","0",,,,,,,
		ProceedsFromStockOptionExercised,"-102,864,000","-41,673,000","-65,717,000","-166,844,000","-78,317,000","-90,966,000","-98,796,000","-58,679,000","-50,515,000","15,245,000","-8,757,000","-8,136,000","-12,316,000","0","0",,,
		InterestPaidCFF,,,,,"-42,216,000","-47,784,000","-55,812,000","-9,448,000","-16,847,000","-45,331,000","-34,078,000","-4,960,000","-7,776,000","-9,535,000","-3,780,000",,,
		NetOtherFinancingCharges,"7,454,116,000","10,101,266,000","16,452,741,000","12,786,135,000","4,039,500,000","1,451,997,000","1,837,601,000","1,200,709,000","845,123,000","-7,065,645,000","-2,765,266,000","-2,856,944,000","-4,938,668,000","424,122,000","124,355,000","1,298,473,000","2,889,441,000","7,426,032,000"
EndCashPosition,"16,125,856,000","20,808,120,000","13,385,370,000","10,526,304,000","6,993,457,000","3,237,416,000","2,641,512,000","3,735,361,000","4,345,815,000","1,047,740,000","918,080,000","1,306,383,000","1,230,464,000","843,261,000","738,693,000","546,739,000","198,646,000","272,045,000"
	ChangesInCash,"5,377,138,000","7,397,340,000","3,128,835,000","3,581,738,000","3,696,625,000","595,472,000","-1,069,141,000","-690,205,000","1,580,715,000","129,660,000","-388,303,000","75,919,000","387,203,000","104,568,000","191,954,000","348,093,000","-73,399,000","179,054,000"
	EffectOfExchangeRateChanges,"-56,085,000","25,410,000","-269,769,000","-48,891,000","59,416,000","432,000","-24,708,000","79,751,000","-22,388,000",,,,,,,,,
	BeginningCashPosition,"10,748,718,000","13,385,370,000","10,526,304,000","6,993,457,000","3,237,416,000","2,641,512,000","3,735,361,000","4,345,815,000","2,787,488,000","918,080,000","1,306,383,000","1,230,464,000","843,261,000","738,693,000","546,739,000","198,646,000","272,045,000","92,991,000"
IncomeTaxPaidSupplementalData,"757,898,000","981,425,000","764,966,000","658,578,000","179,915,000","129,929,000","148,141,000","55,216,000","33,526,000","40,468,000","47,138,000","81,419,000","95,948,000","96,734,000","91,112,000",,,
InterestPaidSupplementalData,"2,943,841,000","2,691,086,000","1,500,123,000","1,241,886,000","1,045,297,000","1,032,818,000","788,220,000","773,882,000","773,032,000","485,739,000","195,055,000","74,835,000","154,414,000","44,451,000","66,110,000",,,
CapitalExpenditure,"-90,399,000","-108,393,000","-85,056,000","-102,049,000","-153,386,000","-207,362,000","-105,227,000","-98,122,000","-64,785,000","-265,378,000","-245,940,000","-14,396,000","-36,966,000","-18,214,000","-13,081,000","-21,050,000","-13,104,000","-17,063,000"
IssuanceOfCapitalStock,,"0","0","38,463,000","1,115,792,000","0","0","0","482,554,000","0","0",,,,,,,
IssuanceOfDebt,"21,542,762,000","16,383,154,000","20,439,101,000","30,369,415,000","16,620,416,000","14,811,703,000","17,117,987,000","11,657,948,000","7,895,320,000","14,014,510,000","5,433,135,000","1,374,343,000","622,842,000","142,404,000","652,806,000","503,462,000","813,809,000","2,602,360,000"
RepaymentOfDebt,"-18,917,479,000","-12,763,783,000","-13,910,767,000","-21,473,835,000","-11,293,648,000","-9,310,771,000","-11,712,014,000","-9,514,558,000","-5,482,133,000","-5,926,162,000","-3,728,195,000","-594,970,000","-1,068,511,000","-51,356,000","-1,225,420,000","-852,503,000","-1,018,389,000","-43,800,000"
RepurchaseOfCapitalStock,"-17,569,000","-289,844,000","-346,651,000","-769,710,000","-246,160,000","-72,124,000","-173,142,000","0","-296,844,000","-161,929,000","0",,,,,,,
FreeCashFlow,"7,873,073,000","-1,602,205,000","-5,364,315,000","-7,278,757,000","-6,107,079,000","-5,889,517,000","-7,711,702,000","-3,630,288,000","-1,506,005,000","120,026,000","1,242,710,000","2,563,357,000","6,164,785,000","-226,791,000","720,315,000","-368,362,000","-2,459,260,000","-8,539,564,000"
