name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
	InterestIncomeNonOperating,"3,584,733,000","3,369,447,000","1,895,282,000","1,485,470,000","1,403,440,000","1,418,516,000","1,396,532,000","1,242,419,000","1,021,809,000","1,219,197,000","909,207,000","474,759,000","358,598,000","321,943,000","226,824,000",,,
	InterestExpenseNonOperating,"3,227,066,000","2,945,971,000","1,637,959,000","1,132,029,000","969,871,000","1,043,551,000","876,029,000","808,898,000","789,953,000","573,226,000","317,192,000","99,616,000","69,164,000","72,758,000","53,099,000",,,
OtherIncomeExpense,"4,977,696,000","3,992,985,000","-203,966,000","8,539,936,000","3,995,367,000","3,480,856,000","1,429,986,000","1,130,259,000","398,825,000","5,523,154,000","5,952,733,000","8,521,603,000","8,812,561,000","1,206,931,000","9,005,383,000",,,
	GainOnSaleOfSecurity,"4,173,835,000","3,932,526,000","-1,196,953,000","7,317,155,000","3,655,228,000","3,304,767,000","185,779,000","1,130,259,000","398,825,000","5,523,154,000","5,952,733,000","8,521,603,000","8,812,561,000","1,206,931,000","9,005,383,000","7,505,005,000","-12,944,720,000","1,111,572,000"
	EarningsFromEquityInterest,"940,034,000","913,674,000","-224,783,000","1,096,250,000","514,685,000","611,160,000","335,036,000",,,,,,,,,,,
	SpecialIncomeCharges,,,"-10,990,000","65,949,000","0","0","909,171,000",,,,,,,,,,,
		RestructuringAndMergernAcquisition,,,"10,990,000","-65,949,000","0","0",,,,,,,,,,,,
		OtherSpecialCharges,,,,,"174,546,000","435,071,000","-909,171,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-136,173,000","-853,215,000","1,217,770,000","126,531,000","-174,546,000","-435,071,000","909,171,000",,,,,,,,,,,
PretaxIncome,"7,268,417,000","6,554,609,000","-292,221,000","13,846,599,000","5,726,695,000","5,168,290,000","2,256,848,000","2,784,368,000","975,225,000","5,341,668,000","5,458,689,000","7,892,154,000","8,071,649,000","965,731,000","7,851,831,000","6,889,369,000","-13,048,446,000","2,413,138,000"
TaxProvision,"1,209,991,000","1,197,523,000","125,393,000","1,394,882,000","609,097,000","528,750,000","-194,098,000","224,326,000","24,561,000","66,636,000","63,669,000","37,926,000","43,405,000","89,245,000","75,360,000","36,998,000","6,786,000","12,064,000"
NetIncomeCommonStockholders,"3,863,447,000","3,680,514,000","-590,664,000","4,626,759,000","1,942,887,000","1,971,685,000","1,100,801,000","984,941,000","287,072,000","488,482,000","477,611,000","691,226,000","560,836,000","1,921,000","333,178,000","849,685,000","-1,204,471,000","802,764,000"
	NetIncome,"3,880,695,000","3,732,261,000","-521,664,000","4,732,406,000","2,002,509,000","2,005,049,000","1,131,063,000","1,018,305,000","309,307,000","488,482,000","477,611,000","691,226,000","560,836,000","1,921,000","333,178,000","849,685,000","-1,204,471,000","802,764,000"
		NetIncomeIncludingNoncontrollingInterests,"6,058,426,000","5,357,086,000","-417,614,000","12,451,717,000","5,117,598,000","4,639,540,000","2,450,946,000","2,560,042,000","950,664,000","5,275,032,000","5,395,020,000","7,854,228,000","8,028,244,000","876,486,000","7,776,471,000","6,852,371,000","-13,055,232,000","2,401,074,000"
			NetIncomeContinuousOperations,"6,058,426,000","5,357,086,000","-417,614,000","12,451,717,000","5,117,598,000","4,639,540,000","2,450,946,000","2,560,042,000","950,664,000","5,275,032,000","5,395,020,000","7,854,228,000","8,028,244,000","876,486,000","7,776,471,000","6,852,371,000","-13,055,232,000","2,401,074,000"
		MinorityInterests,"-2,177,731,000","-1,624,825,000","-104,050,000","-7,719,311,000","-3,115,089,000","-2,634,491,000","-1,319,883,000","-1,541,737,000","-641,357,000","-4,786,550,000","-4,917,409,000","-7,163,002,000","-7,467,408,000","-874,565,000","-7,443,293,000","-6,002,686,000","11,850,761,000","-1,598,310,000"
	PreferredStockDividends,,"51,747,000","69,000,000","105,647,000","59,622,000","33,364,000","33,364,000","33,364,000","22,235,000",,,,,,,,,
	OtherunderPreferredStockDividend,,,,,"0","0","-3,102,000","33,364,000","22,235,000","0","0",,,,,,,
AverageDilutionEarnings,"17,248,000","51,747,000","0","69,000,000","26,258,000","0","0",,,,,,,,,,,
DilutedNIAvailtoComStockholders,"3,880,695,000","3,732,261,000","-590,664,000","4,695,759,000","1,969,145,000","1,971,685,000","1,100,801,000","984,941,000","287,072,000","488,482,000","477,611,000","691,226,000","560,836,000","1,921,000","333,178,000","849,685,000","-1,204,471,000","802,764,000"
BasicEPS,"4.4","4.24","-0.79","7.95","3.45","3.62","2.14","2.1","0.64","1.09","1.25","2.51","2.35","0.01","1.62","4.147","-5.878","3.918"
DilutedEPS,"4.22","4.09","-0.79","7.42","3.37","3.54","2.06","1.95","0.59","1.01","1.16","2.3","2.21","0.01","1.62","4.147","-5.878","3.918"
BasicAverageShares,"879,930,837","867,496,813","749,504,970","582,258,984","562,812,883","545,096,999","514,102,571","468,282,642","448,905,126","448,884,185","381,092,394","274,910,628","238,503,257","220,235,469","206,031,682","204,902,226","204,902,226","204,902,226"
DilutedAverageShares,"919,550,038","911,787,433","749,504,970","633,092,865","583,685,352","557,687,512","533,707,039","506,288,971","483,431,048","482,699,194","412,049,275","300,254,090","254,093,160","222,519,174","206,039,244","204,902,226","204,902,226","204,902,226"
RentExpenseSupplemental,"94,495,000","93,391,000","77,271,000","69,084,000","72,100,000","62,728,000","59,706,000","58,722,000","64,622,000","65,683,000","62,564,000","61,720,000","58,205,000","54,282,000","39,692,000",,,
TotalExpenses,"19,421,206,000","12,184,722,000","5,910,634,000","11,152,605,000","2,933,132,000","2,908,431,000","2,089,477,000","2,336,692,000","1,695,474,000","1,871,225,000","2,196,067,000","1,767,138,000","1,598,788,000","1,214,005,000","1,762,663,000",,,
NetIncomeFromContinuingAndDiscontinuedOperation,"3,880,695,000","3,732,261,000","-521,664,000","4,732,406,000","2,002,509,000","2,005,049,000","1,131,063,000","1,018,305,000","309,307,000","488,482,000","477,611,000","691,226,000","560,836,000","1,921,000","333,178,000","849,685,000","-1,204,471,000","802,764,000"
NormalizedIncome,"401,688,431.76","519,387,258","423,928,870","-1,845,716,345","-1,265,264,832","-961,640,335.9","995,444,330","-20,855,124.6","-79,467,610","-4,965,632,575","-5,405,475,023.9","-7,789,473,305.6","-8,204,137,170.6","-1,093,489,575.6","-8,585,773,483.214","-6,615,015,848.054","7,209,597,000","-303,250,918.47"
InterestIncome,"3,584,733,000","3,369,447,000","1,895,282,000","1,485,470,000","1,403,440,000","1,418,516,000","1,396,532,000","1,242,419,000","1,021,809,000","1,219,197,000","909,207,000","474,759,000","358,598,000","321,943,000","226,824,000","142,117,000","129,601,000","218,920,000"
InterestExpense,"3,227,066,000","2,945,971,000","1,637,959,000","1,132,029,000","969,871,000","1,043,551,000","876,029,000","808,898,000","789,953,000","573,226,000","317,192,000","99,616,000","69,164,000","72,758,000","53,099,000","79,638,000","125,561,000","86,253,000"
NetInterestIncome,"357,667,000","423,476,000","257,323,000","353,441,000","433,569,000","374,965,000","520,503,000","433,521,000","231,856,000","645,971,000","592,015,000","375,143,000","289,434,000","249,185,000","173,725,000","62,479,000","4,040,000","132,667,000"
EBIT,"10,495,483,000","9,500,580,000","1,345,738,000","14,978,628,000","6,696,566,000","6,211,841,000","3,132,877,000","3,593,266,000","1,765,178,000","5,914,894,000","5,775,881,000","7,991,770,000","8,140,813,000","1,038,489,000","7,904,930,000","6,969,007,000","-12,922,885,000","2,499,391,000"
EBITDA,"10,495,483,000","9,500,580,000","1,345,738,000","14,978,628,000","6,696,566,000","6,211,841,000","3,132,877,000","3,593,266,000","1,765,178,000","5,914,894,000","5,775,881,000","7,991,770,000","8,140,813,000","1,038,489,000","7,904,930,000","6,969,007,000","-12,922,885,000","2,499,391,000"
ReconciledCostOfRevenue,"16,622,884,000","9,462,219,000","3,558,253,000","9,210,245,000","2,152,490,000","2,116,890,000","1,374,363,000","1,695,490,000","1,063,813,000","1,180,591,000","1,263,852,000","1,266,592,000","1,280,854,000","868,749,000","1,344,455,000",,,
NetIncomeFromContinuingOperationNetMinorityInterest,"3,880,695,000","3,732,261,000","-521,664,000","4,732,406,000","2,002,509,000","2,005,049,000","1,131,063,000","1,018,305,000","309,307,000","488,482,000","477,611,000","691,226,000","560,836,000","1,921,000","333,178,000","849,685,000","-1,204,471,000","802,764,000"
TotalUnusualItemsExcludingGoodwill,"4,173,835,000","3,932,526,000","-1,196,953,000","7,317,155,000","3,655,228,000","3,304,767,000","185,779,000","1,130,259,000","398,825,000","5,523,154,000","5,952,733,000","8,521,603,000","8,812,561,000","1,206,931,000","9,005,383,000","7,505,005,000","-12,944,720,000","1,111,572,000"
TotalUnusualItems,"4,173,835,000","3,932,526,000","-1,196,953,000","7,317,155,000","3,655,228,000","3,304,767,000","185,779,000","1,130,259,000","398,825,000","5,523,154,000","5,952,733,000","8,521,603,000","8,812,561,000","1,206,931,000","9,005,383,000","7,505,005,000","-12,944,720,000","1,111,572,000"
NormalizedEBITDA,"6,321,648,000","5,568,054,000","2,542,691,000","7,661,473,000","3,041,338,000","2,907,074,000","2,947,098,000","2,463,007,000","1,366,353,000","391,740,000","-176,852,000","-529,833,000","-671,748,000","-168,442,000","-1,100,453,000","6,969,007,000","21,835,000","1,387,819,000"
TaxRateForCalcs,"0.166","0.183","0.21","0.101","0.106","0.102","0.27","0.081","0.025","0.013","0.012","0.005","0.005","0.092","0.01","0.005","0.35","0.005"
TaxEffectOfUnusualItems,"694,828,431.76","719,652,258","-251,360,130","739,032,655","387,454,168","338,077,664.1","50,160,330","91,098,875.4","10,050,390","69,039,425","69,646,976.1","40,903,694.4","47,587,829.4","111,520,424.4","86,431,516.786","40,304,151.946","-4,530,652,000","5,557,081.53"
