name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
		Inventory,"848,135,000","298,981,000","237,001,000","229,153,000","196,314,000","131,254,000","108,409,000","112,692,000","105,260,000","90,945,000","70,350,000","62,310,000","47,369,000","40,882,000"
			RawMaterials,"103,349,000","60,324,000","41,819,000","39,646,000","33,025,000","20,740,000","19,984,000","13,257,000","12,308,000","8,847,000","1,369,000","2,024,000","2,161,000","1,416,000"
			WorkInProcess,"37,321,000","18,699,000","17,401,000","16,446,000","15,940,000","13,179,000","10,012,000","10,747,000","7,091,000","2,490,000","2,820,000","2,410,000","2,142,000","1,262,000"
			FinishedGoods,"707,465,000","219,958,000","177,781,000","173,061,000","147,349,000","97,335,000","78,413,000","88,688,000","85,861,000","79,608,000","66,161,000","57,876,000","43,066,000","38,204,000"
		PrepaidAssets,,,"18,417,000","17,771,000","17,243,000","15,387,000","11,166,000","14,502,000","7,351,000","5,742,000","5,080,000","3,020,000","2,515,000","2,273,000"
		RestrictedCash,,,,,"250,000","100,000","0","477,000","26,119,000","23,370,000","0",,,
		CurrentDeferredAssets,,,,,,,,"0","38,687,000","40,062,000","37,317,000","23,779,000","16,160,000","15,533,000"
			CurrentDeferredTaxesAssets,,,,,,,,"0","38,687,000","40,062,000","37,317,000","23,779,000","16,160,000","15,533,000"
		OtherCurrentAssets,"44,580,000","20,997,000","18,417,000","17,771,000","17,243,000","15,387,000","11,166,000","14,502,000","7,351,000","5,742,000","5,080,000","3,020,000","2,515,000","2,273,000"
	TotalNonCurrentAssets,"3,170,709,000","1,092,782,000","1,092,747,000","857,720,000","844,609,000","669,989,000","458,160,000","413,871,000","289,301,000","233,522,000","149,496,000","87,023,000","70,615,000","47,603,000"
		NetPPE,"646,863,000","249,717,000","221,076,000","216,879,000","199,841,000","171,873,000","143,167,000","124,229,000","114,743,000","69,475,000","64,150,000","61,089,000","52,394,000","45,903,000"
			GrossPPE,"1,072,558,000","592,753,000","526,651,000","493,330,000","443,573,000","388,682,000","334,927,000","290,940,000","253,857,000","188,019,000","164,060,000","146,747,000","121,133,000","100,281,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"9,748,000","8,277,000","8,296,000","8,322,000","8,290,000","8,298,000","8,314,000","8,271,000","8,254,000","4,116,000","3,769,000","3,769,000","2,300,000","2,300,000"
				BuildingsAndImprovements,"102,449,000","51,510,000","44,672,000","33,825,000","33,242,000","27,267,000","24,974,000","22,225,000","19,809,000","10,369,000","9,541,000","8,770,000","5,979,000","5,941,000"
				MachineryFurnitureEquipment,,,,"102,553,000","97,829,000","84,150,000","65,035,000","49,919,000","40,998,000","17,783,000","14,588,000","13,320,000","12,394,000","10,364,000"
				OtherProperties,"960,361,000","532,966,000","473,683,000","451,183,000","402,041,000","353,117,000","301,639,000","260,444,000","225,794,000","173,534,000","150,750,000","134,208,000","112,854,000","92,040,000"
			AccumulatedDepreciation,"-425,695,000","-343,036,000","-305,575,000","-276,451,000","-243,732,000","-216,809,000","-191,760,000","-166,711,000","-139,114,000","-118,544,000","-99,910,000","-85,658,000","-68,739,000","-54,378,000"
		GoodwillAndOtherIntangibleAssets,"2,359,143,000","261,045,000","248,368,000","243,665,000","207,587,000","211,057,000","202,549,000","167,632,000","125,206,000","87,725,000","47,909,000","24,957,000","17,241,000","0"
			Goodwill,"1,434,540,000","197,471,000","179,708,000","156,716,000","128,775,000","123,734,000","123,890,000","105,926,000","91,964,000","53,196,000","18,372,000","15,372,000","9,808,000","0"
			OtherIntangibleAssets,"924,603,000","63,574,000","68,660,000","86,949,000","78,812,000","87,323,000","78,659,000","61,706,000","33,242,000","34,529,000","29,537,000","9,585,000","7,433,000",
		InvestmentsAndAdvances,"75,428,000","495,852,000","562,475,000","358,522,000","409,514,000","263,117,000","56,133,000","60,444,000","48,762,000","75,347,000","36,528,000","0",,
			InvestmentinFinancialAssets,"75,428,000","495,852,000","562,475,000","358,522,000","409,514,000","263,117,000","56,133,000","60,444,000","48,762,000","75,347,000","36,528,000","0",,
		NonCurrentNoteReceivables,,,,,,"0","28,333,000","30,000,000","0",,,,,
		NonCurrentDeferredAssets,"10,685,000","48,845,000","24,494,000","6,615,000","5,926,000","13,578,000","20,031,000","30,638,000","0",,,,,
			NonCurrentDeferredTaxesAssets,"10,685,000","48,845,000","24,494,000","6,615,000","5,926,000","13,578,000","20,031,000","30,638,000","0",,,,,
		OtherNonCurrentAssets,"78,590,000","37,323,000","36,334,000","32,039,000","21,741,000","10,364,000","7,947,000","928,000","590,000","975,000","909,000","977,000","980,000","1,700,000"
TotalLiabilitiesNetMinorityInterest,"1,088,124,000","229,753,000","215,875,000","173,188,000","129,625,000","115,154,000","110,724,000","95,559,000","118,776,000","118,093,000","93,944,000","60,631,000","46,914,000","38,380,000"
	CurrentLiabilities,"392,347,000","159,204,000","140,164,000","120,792,000","111,403,000","96,118,000","93,073,000","79,892,000","82,691,000","89,412,000","67,942,000","39,508,000","29,271,000","31,727,000"
		PayablesAndAccruedExpenses,"160,159,000","75,908,000","63,962,000","61,942,000","62,096,000","54,225,000","51,901,000","42,570,000","49,352,000","63,398,000","48,784,000","21,340,000","14,926,000","15,548,000"
			Payables,"84,242,000","47,120,000","31,616,000","33,508,000","40,987,000","30,405,000","34,638,000","26,329,000","23,542,000","26,552,000","18,025,000","13,543,000","6,803,000","7,677,000"
				AccountsPayable,"56,671,000","36,101,000","21,955,000","18,205,000","24,614,000","25,895,000","25,039,000","17,472,000","15,971,000","21,263,000","12,729,000","12,547,000","6,501,000","7,250,000"
				TotalTaxPayable,"27,571,000","11,019,000","7,461,000","6,053,000","6,053,000","4,510,000","9,599,000","8,857,000","7,571,000","5,289,000","5,296,000","996,000","302,000","427,000"
					IncomeTaxPayable,"3,845,000","990,000","1,046,000","1,101,000","1,057,000","917,000","3,274,000","1,911,000","763,000","569,000","2,358,000","523,000","302,000","427,000"
				OtherPayable,,,"2,200,000","9,250,000","10,320,000",,,,,,,,,
			CurrentAccruedExpenses,"75,917,000","28,788,000","32,346,000","28,434,000","21,109,000","23,820,000","17,263,000","16,241,000","25,810,000","36,846,000","30,759,000","7,797,000","8,123,000","7,871,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"140,817,000","53,352,000","52,407,000","44,948,000","37,178,000","32,465,000","29,006,000","23,214,000","21,151,000","19,933,000","17,428,000","16,733,000","13,145,000","10,926,000"
		CurrentDebtAndCapitalLeaseObligation,"11,967,000","2,536,000",,,,,,,,,,,,"5,253,000"
			CurrentDebt,,,,,,,,,,,,,,"5,253,000"
			CurrentCapitalLeaseObligation,"11,967,000","2,536,000",,,,,,,,,,,,
		CurrentDeferredLiabilities,"18,369,000","14,100,000","12,025,000","8,125,000","5,402,000","2,598,000","755,000",,,,,,,
			CurrentDeferredRevenue,"18,369,000","14,100,000","12,025,000","8,125,000","5,402,000","2,598,000","755,000",,,,,,,
		OtherCurrentLiabilities,"61,035,000","13,308,000","11,770,000","5,777,000","6,727,000","6,830,000","11,411,000","14,108,000","12,188,000","6,081,000","1,730,000","1,435,000","1,200,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"695,777,000","70,549,000","75,711,000","52,396,000","18,222,000","19,036,000","17,651,000","15,667,000","36,085,000","28,681,000","26,002,000","21,123,000","17,643,000","6,653,000"
		LongTermDebtAndCapitalLeaseObligation,"508,437,000","3,475,000",,,,,,,,,,,,
			LongTermDebt,"417,400,000",,,,,,,,,,,,,
			LongTermCapitalLeaseObligation,"91,037,000","3,475,000",,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"84,421,000","1,779,000","4,314,000","6,202,000","6,023,000","8,114,000","10,669,000","7,876,000","13,260,000","5,166,000","6,385,000","7,714,000","5,755,000","2,808,000"
			NonCurrentDeferredTaxesLiabilities,"84,421,000","1,779,000","4,314,000","6,202,000","6,023,000","8,114,000","10,669,000","7,876,000","13,260,000","5,166,000","6,385,000","7,714,000","5,755,000","2,808,000"
		OtherNonCurrentLiabilities,"102,919,000","65,295,000","71,397,000","46,194,000","12,199,000","10,922,000","6,982,000","7,791,000","22,825,000","23,515,000","19,617,000","13,409,000","11,888,000","3,845,000"
TotalEquityGrossMinorityInterest,"3,997,959,000","1,846,373,000","1,741,388,000","1,506,297,000","1,402,452,000","1,185,516,000","967,778,000","832,078,000","715,324,000","585,454,000","472,360,000","386,502,000","282,476,000","228,195,000"
	StockholdersEquity,"3,997,959,000","1,846,373,000","1,741,388,000","1,506,297,000","1,402,452,000","1,185,516,000","967,778,000","832,078,000","715,324,000","585,454,000","472,360,000","386,502,000","282,476,000","228,195,000"
		CapitalStock,"136,000","100,000","101,000","99,000","99,000","98,000","97,000","96,000","95,000","95,000","93,000","91,000","124,000","125,000"
			PreferredStock,,,,,,,,,,,,"0","51,000","51,000"
			CommonStock,"136,000","100,000","101,000","99,000","99,000","98,000","97,000","96,000","95,000","95,000","93,000","91,000","73,000","74,000"
		AdditionalPaidInCapital,"2,870,749,000","630,952,000","553,787,000","457,161,000","357,320,000","299,869,000","238,341,000","211,725,000","192,629,000","175,242,000","153,987,000","136,501,000","106,708,000","102,709,000"
		RetainedEarnings,"1,137,266,000","1,239,951,000","1,194,272,000","1,045,082,000","1,047,931,000","892,721,000","736,247,000","628,899,000","524,558,000","411,774,000","319,289,000","250,677,000","176,846,000","126,079,000"
		GainsLossesNotAffectingRetainedEarnings,"-10,192,000","-24,630,000","-6,772,000","3,955,000","-2,898,000","-7,172,000","-6,907,000","-8,642,000","-1,958,000","-1,657,000","-1,009,000","-767,000","-1,202,000","-718,000"
			OtherEquityAdjustments,"-10,192,000","-24,630,000","-6,772,000","3,955,000","-2,898,000","-7,172,000","-6,907,000","-8,642,000","-1,958,000","-1,657,000","-1,009,000","-767,000","-1,202,000","-718,000"
TotalCapitalization,"4,415,359,000","1,846,373,000","1,741,388,000","1,506,297,000","1,402,452,000","1,185,516,000","967,778,000","832,078,000","715,324,000","585,454,000","472,360,000","386,502,000","282,476,000","228,195,000"
PreferredStockEquity,,,,,,,,,,,,,"51,000","51,000"
CommonStockEquity,"3,997,959,000","1,846,373,000","1,741,388,000","1,506,297,000","1,402,452,000","1,185,516,000","967,778,000","832,078,000","715,324,000","585,454,000","472,360,000","386,502,000","282,425,000","228,144,000"
CapitalLeaseObligations,"103,004,000","6,011,000",,,,,,,,,,,,
NetTangibleAssets,"1,638,816,000","1,585,328,000","1,493,020,000","1,262,632,000","1,194,865,000","974,459,000","765,229,000","664,446,000","590,118,000","497,729,000","424,451,000","361,545,000","265,235,000","228,195,000"
WorkingCapital,"1,523,027,000","824,140,000","724,352,000","700,973,000","576,065,000","534,563,000","527,269,000","433,874,000","462,108,000","380,613,000","348,866,000","320,602,000","229,504,000","187,245,000"
InvestedCapital,"4,415,359,000","1,846,373,000","1,741,388,000","1,506,297,000","1,402,452,000","1,185,516,000","967,778,000","832,078,000","715,324,000","585,454,000","472,360,000","386,502,000","282,425,000","233,397,000"
TangibleBookValue,"1,638,816,000","1,585,328,000","1,493,020,000","1,262,632,000","1,194,865,000","974,459,000","765,229,000","664,446,000","590,118,000","497,729,000","424,451,000","361,545,000","265,184,000","228,144,000"
TotalDebt,"520,404,000","6,011,000",,,,,,,,,,,,"5,253,000"
ShareIssued,"136,335,662","100,192,379","101,544,013","99,714,104","99,825,080","98,573,354","96,657,881","95,930,000","95,320,000","94,706,000","93,442,753","91,270,000","90,388,441","90,388,441"
OrdinarySharesNumber,"136,335,662","100,192,379","101,544,013","99,714,104","99,825,080","98,573,354","96,657,881","95,930,000","95,320,000","94,706,000","93,442,753","91,270,000","90,388,441","90,388,441"
PreferredSharesNumber,,,,,,,,,,,,,"50,691,000","50,691,000"
