name,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012
		OtherCurrentAssets,"86,918,000","81,456,000","36,679,000","35,607,000","21,869,000","21,666,000","12,443,000","10,177,000","9,963,000","6,488,000","5,092,000","1,097,000","404,000"
	TotalNonCurrentAssets,"907,709,000","834,983,000","709,282,000","735,241,000","740,653,000","220,352,000","217,912,000","205,511,000","204,835,000","43,053,000","16,576,000","2,930,000","1,750,000"
		NetPPE,"104,134,000","105,153,000","104,135,000","110,567,000","103,884,000","54,966,000","52,284,000","49,907,000","47,469,000","28,203,000","2,445,000","1,379,000","824,000"
			GrossPPE,"140,891,000","137,268,000","134,409,000","140,183,000","129,234,000","71,230,000","65,121,000","58,778,000","51,816,000","30,542,000","3,839,000","2,283,000","1,239,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"25,432,000","25,432,000","25,432,000","25,432,000","25,432,000","23,951,000","23,113,000","17,771,000","17,146,000","3,040,000","0",,
				BuildingsAndImprovements,"66,586,000","76,320,000","20,984,000","20,984,000","20,984,000","20,984,000","20,984,000","20,984,000","20,984,000","20,984,000","0",,
				MachineryFurnitureEquipment,"18,049,000","16,228,000","18,621,000","22,299,000","23,915,000","19,175,000","17,351,000","14,519,000","12,363,000","4,310,000","2,860,000","2,084,000","1,239,000"
				OtherProperties,,"55,336,000","49,640,000","56,917,000","49,132,000","7,945,000","7,732,000","7,197,000","5,910,000","3,103,000","1,912,000","1,497,000","897,000"
				ConstructionInProgress,"31,000","302,000","730,000","606,000","386,000","330,000","36,000","2,889,000","0","980,000","121,000",,
				Leases,"30,793,000","18,986,000","19,002,000","13,945,000","9,385,000","6,790,000","3,637,000","2,615,000","1,323,000","1,228,000","858,000","199,000","0"
			AccumulatedDepreciation,"-36,757,000","-32,115,000","-30,274,000","-29,616,000","-25,350,000","-16,264,000","-12,837,000","-8,871,000","-4,347,000","-2,339,000","-1,394,000","-904,000","-415,000"
		GoodwillAndOtherIntangibleAssets,"502,894,000","522,353,000","541,817,000","550,624,000","573,130,000","120,325,000","127,294,000","135,087,000","143,304,000","10,994,000","12,986,000","880,000","590,000"
			Goodwill,"439,877,000","439,877,000","439,877,000","436,029,000","438,529,000","95,804,000","95,804,000","95,804,000","95,804,000","4,850,000","4,850,000","0","0"
			OtherIntangibleAssets,"63,017,000","82,476,000","101,940,000","114,595,000","134,601,000","24,521,000","31,490,000","39,283,000","47,500,000","6,144,000","8,136,000","880,000","590,000"
		NonCurrentDeferredAssets,"257,379,000","168,522,000","38,203,000","56,172,000","47,455,000","36,807,000","32,528,000","16,460,000","9,359,000",,,,
			NonCurrentDeferredTaxesAssets,"233,463,000","136,697,000","5,097,000","14,100,000","11,870,000","5,938,000","2,222,000","16,460,000","9,359,000",,,,
		OtherNonCurrentAssets,"43,302,000","38,955,000","25,127,000","17,878,000","16,184,000","8,254,000","5,806,000","4,057,000","4,703,000","3,856,000","1,145,000","671,000","336,000"
TotalLiabilitiesNetMinorityInterest,"1,266,096,000","1,088,044,000","904,828,000","779,747,000","606,183,000","416,017,000","324,095,000","264,722,000","200,550,000","138,057,000","90,212,000","55,854,000","27,311,000"
	CurrentLiabilities,"1,178,883,000","1,006,803,000","840,779,000","715,952,000","551,172,000","401,022,000","306,169,000","246,784,000","186,279,000","135,523,000","86,617,000","54,289,000","26,208,000"
		PayablesAndAccruedExpenses,"100,032,000","109,399,000","82,261,000","56,825,000","46,653,000","29,341,000","22,176,000","21,215,000","16,409,000","16,066,000","10,017,000","14,690,000","7,684,000"
			Payables,"71,398,000","78,703,000","53,860,000","45,822,000","35,734,000","21,243,000","16,962,000","16,088,000","11,169,000","12,188,000","8,002,000","10,119,000","3,140,000"
				AccountsPayable,"31,513,000","41,678,000","20,348,000","23,253,000","19,420,000","9,110,000","6,944,000","5,677,000","4,600,000","3,886,000","2,117,000","3,340,000","1,513,000"
				TotalTaxPayable,"33,323,000","30,372,000","26,991,000","16,188,000","10,527,000","6,891,000","5,089,000","5,891,000","2,347,000","4,907,000","3,208,000","5,183,000","0"
					IncomeTaxPayable,"11,862,000","4,946,000","7,761,000","2,590,000","5,613,000","4,086,000","2,080,000","3,228,000","750,000","3,241,000","439,000","5,183,000","0"
				OtherPayable,"6,562,000","6,653,000","6,521,000","6,381,000","5,787,000","5,242,000","4,929,000","4,520,000","4,222,000","3,395,000","2,677,000","1,596,000","1,627,000"
			CurrentAccruedExpenses,"28,634,000","30,696,000","28,401,000","11,003,000","10,919,000","8,098,000","5,214,000","5,127,000","5,240,000","3,878,000","2,015,000","4,571,000","4,544,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"19,756,000","16,813,000","15,791,000","30,410,000","25,619,000","15,324,000","17,054,000","12,007,000","12,451,000","6,497,000","8,750,000",,
		CurrentDebtAndCapitalLeaseObligation,"9,334,000","11,306,000","10,981,000","11,725,000","10,013,000",,,,,,,,
			CurrentCapitalLeaseObligation,"9,334,000","11,306,000","10,981,000","11,725,000","10,013,000","0",,,,,,,
		CurrentDeferredLiabilities,"1,049,761,000","869,285,000","731,746,000","616,992,000","468,887,000","356,357,000","266,939,000","213,562,000","157,419,000","112,960,000","67,380,000","38,785,000","17,925,000"
			CurrentDeferredRevenue,"1,049,761,000","869,285,000","731,746,000","616,992,000","468,887,000","356,357,000","266,939,000","213,562,000","157,419,000","112,960,000","67,380,000","38,785,000","17,925,000"
		OtherCurrentLiabilities,,,,,,,,,,"87,000","470,000","814,000","599,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"87,213,000","81,241,000","64,049,000","63,795,000","55,011,000","14,995,000","17,926,000","17,938,000","14,271,000","2,534,000","3,595,000","1,565,000","1,103,000"
		LongTermDebtAndCapitalLeaseObligation,"46,441,000","49,670,000","43,607,000","51,393,000","44,815,000","0",,,,,,,
			LongTermCapitalLeaseObligation,"46,441,000","49,670,000","43,607,000","51,393,000","44,815,000","0",,,,,,,
		NonCurrentDeferredLiabilities,"2,052,000","1,492,000","2,216,000","1,835,000","2,417,000","6,095,000","10,949,000","12,974,000","10,622,000","170,000","1,698,000","441,000","422,000"
			NonCurrentDeferredTaxesLiabilities,"2,052,000","1,492,000","2,216,000","1,835,000","2,417,000","6,095,000","10,949,000","12,974,000","10,622,000","170,000","1,698,000","441,000","422,000"
		OtherNonCurrentLiabilities,"38,720,000","30,079,000","18,226,000","10,567,000","7,779,000","8,900,000","6,977,000","4,964,000","3,649,000","2,364,000","3,595,000","1,124,000","681,000"
TotalEquityGrossMinorityInterest,"4,644,824,000","3,716,252,000","2,911,637,000","2,266,320,000","1,665,594,000","1,237,749,000","906,238,000","652,654,000","505,249,000","406,833,000","280,096,000","33,966,000","14,103,000"
	StockholdersEquity,"4,644,824,000","3,716,252,000","2,911,637,000","2,266,320,000","1,665,594,000","1,237,749,000","906,238,000","652,654,000","505,249,000","406,833,000","280,096,000","33,966,000","14,103,000"
		CapitalStock,"2,000","2,000","2,000","2,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","6,933,000","6,933,000"
			PreferredStock,,,,,,,,,,,"0","6,933,000","6,933,000"
			CommonStock,"2,000","2,000","2,000","2,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","0","0"
		AdditionalPaidInCapital,"1,915,002,000","1,532,627,000","1,196,547,000","965,670,000","745,475,000","617,623,000","515,272,000","439,658,000","361,691,000","317,881,000","231,534,000","2,101,000","1,026,000"
		RetainedEarnings,"2,740,457,000","2,214,752,000","1,727,046,000","1,299,656,000","919,658,000","619,197,000","389,365,000","212,884,000","143,385,000","88,925,000","48,542,000","24,927,000","6,144,000"
		GainsLossesNotAffectingRetainedEarnings,"-10,637,000","-31,129,000","-11,958,000","992,000","460,000","928,000","1,600,000","111,000","172,000","26,000","19,000","5,000","0"
			OtherEquityAdjustments,"-10,637,000","-31,129,000","-11,958,000","992,000","460,000","928,000","1,600,000","111,000","172,000","26,000","19,000","5,000",
TotalCapitalization,"4,644,824,000","3,716,252,000","2,911,637,000","2,266,320,000","1,665,594,000","1,237,749,000","906,238,000","652,654,000","505,249,000","406,833,000","280,096,000","33,966,000","14,103,000"
PreferredStockEquity,,,,,,,,,,,,"6,933,000","6,933,000"
CommonStockEquity,"4,644,824,000","3,716,252,000","2,911,637,000","2,266,320,000","1,665,594,000","1,237,749,000","906,238,000","652,654,000","505,249,000","406,833,000","280,096,000","27,033,000","7,170,000"
CapitalLeaseObligations,"55,775,000","60,976,000","54,588,000","63,118,000","54,828,000","0",,,,,,,
NetTangibleAssets,"4,141,930,000","3,193,899,000","2,369,820,000","1,715,696,000","1,092,464,000","1,117,424,000","778,944,000","517,567,000","361,945,000","395,839,000","267,110,000","33,086,000","13,513,000"
WorkingCapital,"3,824,328,000","2,962,510,000","2,266,404,000","1,594,874,000","979,952,000","1,032,392,000","706,252,000","465,081,000","314,685,000","366,314,000","267,115,000","32,601,000","13,456,000"
InvestedCapital,"4,644,824,000","3,716,252,000","2,911,637,000","2,266,320,000","1,665,594,000","1,237,749,000","906,238,000","652,654,000","505,249,000","406,833,000","280,096,000","27,033,000","7,170,000"
TangibleBookValue,"4,141,930,000","3,193,899,000","2,369,820,000","1,715,696,000","1,092,464,000","1,117,424,000","778,944,000","517,567,000","361,945,000","395,839,000","267,110,000","26,153,000","6,580,000"
TotalDebt,"55,775,000","60,976,000","54,588,000","63,118,000","54,828,000","0",,,,,,,
ShareIssued,"161,260,172","158,244,607","154,196,597","152,056,808","149,095,583","146,190,079","142,069,396","137,886,619","133,545,185","131,067,625","124,791,545","122,252,440","122,252,440"
OrdinarySharesNumber,"161,260,172","158,244,607","154,196,597","152,056,808","149,095,583","146,190,079","142,069,396","137,886,619","133,545,185","131,067,625","124,791,545","122,252,440","122,252,440"
PreferredSharesNumber,,,,,,,,,,,"85,000,000",,
