name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011
TaxProvision,"170,070,000","62,318,000","21,390,000","84,921,000","13,995,000","12,579,000","8,811,000","14,594,000","44,783,000","24,157,000","26,803,000","14,885,000","10,310,000","2,423,000","1,355,000"
NetIncomeCommonStockholders,"615,261,000","525,705,000","487,706,000","427,390,000","379,998,000","301,118,000","229,832,000","151,177,000","77,569,000","54,413,000","40,138,000","10,405,000","3,480,000","599,000","428,000"
	NetIncome,"615,261,000","525,705,000","487,706,000","427,390,000","379,998,000","301,118,000","229,832,000","151,177,000","77,572,000","54,460,000","40,383,000","23,615,000","18,783,000","4,230,000","3,909,000"
		NetIncomeIncludingNoncontrollingInterests,"615,261,000","525,705,000","487,706,000","427,390,000","379,998,000","301,118,000","229,832,000","151,177,000","77,572,000","54,460,000","40,383,000","23,615,000","18,783,000","4,230,000","3,909,000"
			NetIncomeContinuousOperations,"615,261,000","525,705,000","487,706,000","427,390,000","379,998,000","301,118,000","229,832,000","151,177,000","77,572,000","54,460,000","40,383,000","23,615,000","18,783,000","4,230,000","3,909,000"
	OtherunderPreferredStockDividend,,,,,,,"0","0","3,000","47,000","245,000","13,210,000","15,303,000","3,631,000","3,481,000"
DilutedNIAvailtoComStockholders,"615,261,000","525,705,000","487,706,000","427,390,000","379,998,000","301,118,000","229,832,000","151,177,000","77,569,000","54,413,000","40,138,000","10,405,000","3,480,000","599,000","428,000"
BasicEPS,"3.81","3.27","3.14","2.79","2.52","2.03","1.59","1.01","0.51","0.41","0.31","0.24","0.032","0.006","0.004"
DilutedEPS,"3.75","3.22","3","2.63","2.36","1.9","1.47","0.92","0.47","0.38","0.28","0.18","0.029","0.005","0.004"
BasicAverageShares,"161,250,500","160,532,000","155,385,000","153,251,000","150,666,000","147,796,000","144,244,000","140,311,000","135,698,000","132,020,000","127,713,000","51,725,000","108,440,000","108,440,000","105,887,000"
DilutedAverageShares,"164,240,000","163,486,000","162,437,000","162,277,000","160,732,000","158,296,000","156,117,000","153,681,000","147,578,000","144,977,000","144,204,000","129,270,000","120,833,000","120,833,000","115,599,000"
TotalOperatingIncomeAsReported,"585,414,000","429,334,000","459,091,000","505,496,000","377,794,000","286,219,000","222,866,000","157,929,000","120,688,000","78,589,000","69,966,000","39,304,000","30,033,000","6,638,000","5,091,000"
TotalExpenses,"1,988,235,000","1,934,339,000","1,695,969,000","1,345,281,000","1,087,275,000","817,862,000","639,344,000","532,630,000","429,854,000","330,632,000","243,256,000","170,847,000","99,515,000","54,624,000","24,038,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"615,261,000","525,705,000","487,706,000","427,390,000","379,998,000","301,118,000","229,832,000","151,177,000","77,572,000","54,460,000","40,383,000","23,615,000","18,783,000","4,230,000","3,909,000"
NormalizedIncome,"615,163,853.238","525,594,144","487,139,822","427,985,646.902","377,803,810.129","301,797,609.764","231,857,354.592","150,103,619.68","78,211,706","55,697,005","42,722,693","24,191,220","19,420,602","4,230,000","3,909,000"
InterestIncome,,"133,748,000","45,860,000","14,730,000","15,859,000","25,185,000","15,388,000","8,383,000","4,477,000","4,617,000","3,537,000","502,000","148,000",,
NetInterestIncome,,"133,748,000","45,860,000","14,730,000","15,859,000","25,185,000","15,388,000","8,383,000","4,477,000","4,617,000","3,537,000","502,000","148,000",,
EBIT,"585,414,000","429,334,000","459,091,000","505,496,000","377,794,000","286,219,000","222,866,000","157,929,000","120,688,000","78,589,000","69,966,000","39,304,000","30,033,000","6,638,000","5,091,000"
EBITDA,"621,925,000","461,962,000","488,213,000","532,944,000","407,249,000","306,078,000","236,937,000","172,206,000","134,513,000","87,053,000","73,895,000","41,714,000","30,822,000","7,045,000","5,310,000"
ReconciledCostOfRevenue,"685,866,000","677,291,000","609,405,000","503,678,000","408,928,000","303,369,000","245,281,000","211,422,000","173,681,000","142,214,000","115,658,000","82,602,000","57,016,000","29,056,000","12,317,000"
ReconciledDepreciation,"36,511,000","32,628,000","29,122,000","27,448,000","29,455,000","19,859,000","14,071,000","14,277,000","13,825,000","8,464,000","3,929,000","2,410,000","789,000","407,000","219,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"615,261,000","525,705,000","487,706,000","427,390,000","379,998,000","301,118,000","229,832,000","151,177,000","77,572,000","54,460,000","40,383,000","23,615,000","18,783,000","4,230,000","3,909,000"
TotalUnusualItemsExcludingGoodwill,"124,000","124,000","591,000","-714,000","2,275,000","-708,000","-2,103,000","1,177,000","-1,009,000","-1,785,000","-3,893,000","-940,000","-987,000",,
TotalUnusualItems,"124,000","124,000","591,000","-714,000","2,275,000","-708,000","-2,103,000","1,177,000","-1,009,000","-1,785,000","-3,893,000","-940,000","-987,000",,
NormalizedEBITDA,"621,801,000","461,838,000","487,622,000","533,658,000","404,974,000","306,786,000","239,040,000","171,029,000","135,522,000","88,838,000","77,788,000","42,654,000","31,809,000","7,045,000","5,310,000"
TaxRateForCalcs,"0.217","0.106","0.042","0.166","0.036","0.04","0.037","0.088","0.366","0.307","0.399","0.387","0.354","0.36","0.26"
TaxEffectOfUnusualItems,"26,853.238","13,144","24,822","-118,353.098","80,810.129","-28,390.236","-77,645.408","103,619.68","-369,294","-547,995","-1,553,307","-363,780","-349,398","0","0"
