name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991
				ShortTermDebtPayments,,,,,,,,,,,,,,"0","-500,000,000","-400,000,000",,,,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,"-690,000,000","-768,000,000","-1,087,000,000","-377,000,000","-1,327,000,000","-1,540,000,000","-2,611,000,000","-720,000,000","-10,793,000,000","-9,683,000,000","-5,018,000,000","-269,000,000","-201,000,000","-2,171,395,000","-3,801,370,000","-775,767,000","-1,723,457,000","-244,116,000","-141,556,000","143,283,000","78,796,000","83,806,000","51,386,000","36,311,000","30,451,000","29,300,000","20,400,000","55,000,000","160,400,000","92,100,000","1,100,000","800,000","47,200,000","99,700,000","7,800,000"
			CommonStockIssuance,"260,000,000","232,000,000","309,000,000","169,000,000","256,000,000","209,000,000","289,000,000","234,000,000","208,000,000","319,000,000","331,000,000","313,000,000","466,000,000","211,737,000","221,223,000","222,728,000","246,125,000","243,427,000","403,386,000","143,283,000","78,796,000","83,806,000","51,386,000","36,311,000","30,451,000","29,300,000","20,400,000","55,000,000","160,400,000","92,100,000","1,100,000","800,000","47,200,000","99,700,000","7,800,000"
			CommonStockPayments,"-950,000,000","-1,000,000,000","-1,396,000,000","-546,000,000","-1,583,000,000","-1,749,000,000","-2,900,000,000","-954,000,000","-11,001,000,000","-10,002,000,000","-5,349,000,000","-582,000,000","-667,000,000","-2,383,132,000","-4,022,593,000","-998,495,000","-1,969,582,000","-487,543,000","-544,942,000",,,,,,,,,,,,,,,,
		CashDividendsPaid,"-3,858,000,000","-3,809,000,000","-3,709,000,000","-3,605,000,000","-3,449,000,000","-3,222,000,000","-2,971,000,000","-2,731,000,000","-2,455,000,000","-1,874,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,
			CommonStockDividendPaid,"-3,858,000,000","-3,809,000,000","-3,709,000,000","-3,605,000,000","-3,449,000,000","-3,222,000,000","-2,971,000,000","-2,731,000,000","-2,455,000,000","-1,874,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,
		ProceedsFromStockOptionExercised,,,,,,,"0","0","-469,000,000","-3,865,000,000","-4,093,000,000","-1,040,000,000","0","0","155,425,000","0","0",,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"-263,000,000","-278,000,000","-173,000,000","-145,000,000","-138,000,000","-122,000,000","-486,000,000","-330,000,000","-276,000,000","-151,000,000","416,000,000","431,000,000","245,000,000","-74,189,000","213,143,000","35,432,000","253,214,000","76,276,000","95,259,000","-1,184,000",,,,,,,"-100,000",,,,"100,000",,,,
EndCashPosition,"2,770,000,000","6,085,000,000","5,412,000,000","5,338,000,000","5,997,000,000","11,631,000,000","17,940,000,000","7,588,000,000","8,229,000,000","12,851,000,000","10,027,000,000","2,113,000,000","1,804,000,000","9,883,777,000","907,879,000","1,272,958,000","1,459,302,000","968,086,000","816,007,000","707,913,000","280,909,000","194,719,000","616,931,000","123,490,000","197,292,000","47,000,000","101,100,000","71,300,000","0","0","0","0","0","0","0"
	ChangesInCash,"-2,934,000,000","616,000,000","137,000,000","-624,000,000","-5,677,000,000","-6,307,000,000","10,437,000,000","-778,000,000","-4,663,000,000","2,891,000,000","7,970,000,000","307,000,000","-8,088,000,000","8,992,424,000","-442,548,000","-187,284,000","489,996,000","195,632,000","127,986,000","465,060,000","99,209,000","-410,647,000","506,840,000","-72,649,000","146,640,000","-54,900,000","29,200,000","-83,600,000","104,600,000","-2,900,000","17,400,000","10,900,000","-85,800,000","77,600,000","5,000,000"
	EffectOfExchangeRateChanges,"2,000,000","57,000,000","-63,000,000","-35,000,000","43,000,000","-2,000,000","-85,000,000","137,000,000","41,000,000","-67,000,000","-56,000,000","2,000,000","8,000,000","-16,526,000","77,469,000","940,000","1,220,000","-43,553,000","-19,892,000","-38,056,000","-13,019,000","-11,565,000","-13,399,000","-1,151,000","3,641,000","800,000","600,000","1,200,000",,,,,,,
	BeginningCashPosition,"5,704,000,000","5,412,000,000","5,338,000,000","5,997,000,000","11,631,000,000","17,940,000,000","7,588,000,000","8,229,000,000","12,851,000,000","10,027,000,000","2,113,000,000","1,804,000,000","9,884,000,000","907,879,000","1,272,958,000","1,459,302,000","968,086,000","816,007,000","707,913,000","280,909,000","194,719,000","616,931,000","123,490,000","197,292,000","47,011,000","101,100,000","71,300,000","153,600,000","27,400,000","30,400,000","13,000,000","2,100,000","87,900,000","10,300,000","5,300,000"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,,,,,,,,,,,,"-2,000",,,"-32,500,000","100,000","-132,000,000","-27,500,000","-30,400,000","-13,000,000","-2,100,000","-87,900,000","-10,300,000"
IncomeTaxPaidSupplementalData,,"3,990,000,000","3,136,000,000","2,509,000,000","2,639,000,000","1,793,000,000","3,198,000,000","3,342,000,000","2,436,000,000","3,137,000,000","2,060,000,000","1,051,000,000","1,101,000,000","621,025,000","1,129,577,000","746,224,000","495,544,000",,,,,,,,,,,,,,,,,,
InterestPaidSupplementalData,,"891,000,000","907,000,000","979,000,000","951,000,000","982,000,000","1,070,000,000","1,038,000,000","885,000,000","529,000,000","330,000,000","238,000,000","249,000,000","62,180,000","15,748,000","8,990,000","7,388,000",,,,,,,,,,,,,,,,,,
CapitalExpenditure,"-572,000,000","-585,000,000","-728,000,000","-579,000,000","-650,000,000","-825,000,000","-924,000,000","-590,000,000","-748,000,000","-747,000,000","-557,000,000","-190,000,000","-397,000,000","-131,904,000","-61,884,000","-230,057,000","-115,005,000","-78,648,000","-105,208,000","-47,951,000","-51,366,000","-38,609,000","-17,597,000","-26,331,000","-15,621,000","-12,500,000","-11,000,000","-13,800,000","-3,700,000","-600,000","-3,900,000","-3,200,000","-4,400,000","-500,000","-300,000"
IssuanceOfCapitalStock,"260,000,000","232,000,000","309,000,000","169,000,000","256,000,000","209,000,000","289,000,000","234,000,000","208,000,000","319,000,000","331,000,000","313,000,000","466,000,000","211,737,000","221,223,000","222,728,000","246,125,000","243,427,000","403,386,000","143,283,000","78,796,000","83,806,000","51,386,000","36,311,000","30,451,000","29,300,000","20,400,000","55,000,000","160,400,000","92,100,000","1,100,000","800,000","47,200,000","99,700,000","7,800,000"
IssuanceOfDebt,,"1,980,000,000","0","0","8,184,000,000","0","0","8,985,000,000","6,249,000,000","10,686,000,000","10,475,000,000","2,774,000,000","2,358,000,000","4,696,850,000","2,962,500,000","400,000,000","0",,,,,,,,,,,,,,,,,,
RepaymentOfDebt,"-4,101,000,000","-2,250,000,000","-1,500,000,000","-4,750,000,000","-2,500,000,000","-2,750,000,000","-6,250,000,000","-1,811,000,000","-1,981,000,000","-997,000,000","-4,805,000,000","-4,440,000,000","-1,839,000,000","-687,697,000","-868,408,000","-711,103,000","-4,326,000",,,,,,,,,,,,,,,,,,
RepurchaseOfCapitalStock,"-950,000,000","-1,000,000,000","-1,396,000,000","-546,000,000","-1,583,000,000","-1,749,000,000","-2,900,000,000","-954,000,000","-11,001,000,000","-10,002,000,000","-5,349,000,000","-582,000,000","-667,000,000","-2,383,132,000","-4,022,593,000","-998,495,000","-1,969,582,000","-487,543,000","-544,942,000",,,,,,,,,,,,,,,,
