name,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995
			ReceivablesAdjustmentsAllowances,"-921,000,000","-158,000,000","-144,000,000","-250,000,000","-265,000,000","-279,000,000","-216,000,000","-280,000,000","-250,000,000","-168,000,000","-129,000,000","-131,000,000","-122,000,000","-136,000,000","-149,000,000",,,,,,,,,,,,,,,
		Inventory,"21,139,000,000","19,691,000,000","18,702,000,000","19,246,000,000","16,734,000,000","16,709,000,000","16,310,000,000","15,278,000,000","15,335,000,000","14,296,000,000","12,986,000,000","10,335,000,000","10,073,000,000","9,225,000,000","9,441,000,000","8,527,000,000","9,000,000,000","8,153,000,000","7,127,000,000","7,495,000,000","6,735,100,000","6,022,500,000","6,011,500,000","5,116,400,000","4,149,300,000","3,522,500,000","2,608,700,000","2,259,500,000","1,317,000,000","1,081,900,000"
		PrepaidAssets,,,"898,000,000","665,000,000","617,000,000","529,000,000","443,000,000","672,000,000","1,072,000,000","1,119,000,000","1,877,000,000","404,000,000","404,000,000","333,000,000","257,000,000","261,000,000","211,000,000","221,000,000","522,000,000","346,000,000","132,500,000","102,900,000","128,600,000","158,600,000",,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,"962,000,000","962,000,000",,,,,,,,,,,
		AssetsHeldForSaleCurrent,,"17,000,000","4,516,000,000","12,000,000","906,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"626,000,000","513,000,000","898,000,000","665,000,000","617,000,000","529,000,000","443,000,000","672,000,000","1,072,000,000","1,119,000,000","1,877,000,000","404,000,000","404,000,000",,,,,,,,,,,,"175,800,000","116,400,000","222,100,000","152,300,000","212,400,000","367,500,000"
	TotalNonCurrentAssets,"19,473,000,000","18,028,000,000","17,067,000,000","19,633,000,000","19,025,000,000","21,207,000,000","23,245,000,000","24,021,000,000","18,088,000,000","17,200,000,000","18,923,000,000","11,616,000,000","9,490,000,000","8,529,000,000","6,685,000,000","6,596,000,000","6,817,000,000","6,087,000,000","3,964,000,000","3,413,000,000","3,236,000,000","3,107,500,000","2,624,800,000","2,365,900,000","2,407,400,000","2,567,200,000","1,992,600,000","1,411,700,000","897,200,000","796,000,000"
		NetPPE,"4,045,000,000","3,812,000,000","3,640,000,000","4,681,000,000","4,251,000,000","2,548,000,000","2,464,000,000","2,292,000,000","2,278,000,000","2,045,000,000","2,196,000,000","1,321,000,000","1,043,000,000","991,000,000","851,000,000","796,000,000","775,000,000","684,000,000","663,000,000","616,000,000","599,900,000","593,700,000","593,500,000","595,300,000","555,400,000","529,600,000","593,100,000","373,600,000","356,000,000","341,600,000"
			GrossPPE,"6,512,000,000","6,043,000,000","5,634,000,000","6,895,000,000","6,080,000,000","4,326,000,000","3,933,000,000","3,803,000,000","3,784,000,000","3,444,000,000","3,376,000,000","2,529,000,000","2,175,000,000","2,043,000,000","1,858,000,000","1,723,000,000","1,702,000,000","1,506,000,000","1,523,000,000","1,420,000,000","1,323,300,000","1,231,100,000","1,178,800,000","1,259,000,000","1,149,600,000","1,066,100,000","1,203,000,000","779,300,000","713,700,000","673,300,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,
				LandAndImprovements,"109,000,000","109,000,000","104,000,000","156,000,000","151,000,000","172,000,000","187,000,000","166,000,000","228,000,000","207,000,000","221,000,000","129,000,000","68,000,000","70,000,000","50,000,000","50,000,000","50,000,000","43,000,000","38,000,000","35,800,000","34,200,000","34,300,000","34,200,000","33,800,000",,,,,,
				BuildingsAndImprovements,"1,482,000,000","1,413,000,000","1,331,000,000","1,745,000,000","1,604,000,000","4,154,000,000","3,746,000,000","3,637,000,000","3,556,000,000","3,237,000,000","3,155,000,000","2,400,000,000","2,107,000,000","1,973,000,000","1,808,000,000","1,673,000,000","1,652,000,000","1,463,000,000","1,493,000,000","1,398,300,000","1,289,100,000","1,196,800,000","1,144,600,000","1,225,200,000",,,,,,
				MachineryFurnitureEquipment,"2,751,000,000","2,603,000,000","2,338,000,000","2,512,000,000","2,308,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"1,729,000,000","1,635,000,000","1,548,000,000","2,100,000,000","1,886,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"441,000,000","283,000,000","313,000,000","382,000,000","131,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-2,467,000,000","-2,231,000,000","-1,994,000,000","-2,214,000,000","-1,829,000,000","-1,778,000,000","-1,469,000,000","-1,511,000,000","-1,506,000,000","-1,399,000,000","-1,180,000,000","-1,208,000,000","-1,132,000,000","-1,052,000,000","-1,007,000,000","-927,000,000","-927,000,000","-822,000,000","-860,000,000","-804,000,000","-723,400,000","-637,400,000","-585,300,000","-663,700,000","-594,200,000","-536,500,000","-609,900,000","-405,700,000","-357,700,000","-331,700,000"
		GoodwillAndOtherIntangibleAssets,"12,242,000,000","12,224,000,000","11,510,000,000","12,371,000,000","12,516,000,000","13,047,000,000","15,026,000,000","14,251,000,000","12,807,000,000","13,258,000,000","14,798,000,000","8,675,000,000","6,782,000,000","5,972,000,000","4,353,000,000","4,410,000,000","4,205,000,000","3,754,000,000","1,753,000,000","1,529,000,000","1,490,200,000","1,449,500,000","1,115,700,000","1,064,400,000","1,185,600,000","1,200,600,000","973,800,000","736,200,000","183,700,000","172,400,000"
			Goodwill,"10,132,000,000","9,947,000,000","9,451,000,000","9,493,000,000","9,360,000,000","9,358,000,000","10,924,000,000","10,586,000,000","9,786,000,000","9,817,000,000","9,927,000,000","6,405,000,000","5,032,000,000","4,364,000,000","3,568,000,000","3,528,000,000","3,345,000,000","2,975,000,000","1,637,000,000",,,,,,,,,,,
			OtherIntangibleAssets,"2,110,000,000","2,277,000,000","2,059,000,000","2,878,000,000","3,156,000,000","3,689,000,000","4,102,000,000","3,665,000,000","3,021,000,000","3,441,000,000","4,871,000,000","2,270,000,000","1,750,000,000","1,608,000,000","785,000,000","882,000,000","860,000,000","779,000,000","116,000,000","1,529,000,000","1,490,200,000","1,449,500,000","1,115,700,000","1,064,400,000","1,185,600,000","1,200,600,000","973,800,000","736,200,000","183,700,000","172,400,000"
		InvestmentsAndAdvances,,,,,"0","3,513,000,000","3,728,000,000","4,063,000,000","0",,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,"0","3,513,000,000","3,728,000,000","4,063,000,000","0",,,,,,,,,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,,,,,"0","3,513,000,000","3,728,000,000","4,063,000,000","0",,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"3,186,000,000","1,992,000,000","1,917,000,000","2,581,000,000","2,258,000,000","2,099,000,000","2,027,000,000","3,415,000,000","3,003,000,000","1,897,000,000","1,929,000,000","1,620,000,000","1,665,000,000","1,566,000,000","1,481,000,000","1,390,000,000","1,837,000,000","1,649,000,000","1,548,000,000","1,268,000,000","1,145,900,000","1,064,300,000","915,600,000","706,200,000","666,400,000","837,000,000","425,700,000","301,900,000","357,500,000","282,000,000"
TotalLiabilitiesNetMinorityInterest,"69,042,000,000","63,810,000,000","65,090,000,000","63,569,000,000","54,536,000,000","49,992,000,000","48,865,000,000","48,369,000,000","46,109,000,000","44,399,000,000","41,441,000,000","27,716,000,000","26,262,000,000","23,666,000,000","20,657,000,000","19,074,000,000","18,482,000,000","17,670,000,000","15,054,000,000","13,500,000,000","11,074,900,000","9,835,600,000","9,189,700,000","7,841,100,000","6,611,300,000","5,942,600,000","4,592,600,000","3,717,200,000","2,295,600,000","2,246,700,000"
	CurrentLiabilities,"52,357,000,000","47,957,000,000","48,466,000,000","44,103,000,000","42,624,000,000","37,626,000,000","36,685,000,000","35,612,000,000","35,069,000,000","33,497,000,000","29,615,000,000","21,357,000,000","21,686,000,000","18,726,000,000","17,012,000,000","15,606,000,000","15,348,000,000","15,126,000,000","13,490,000,000","11,792,000,000","9,416,300,000","7,975,200,000","7,588,300,000","6,549,700,000","5,121,800,000","4,744,800,000","3,127,000,000","2,637,200,000","1,642,500,000","1,585,200,000"
		PayablesAndAccruedExpenses,"52,012,000,000","46,690,000,000","42,629,000,000","42,962,000,000","40,535,000,000","37,296,000,000","35,556,000,000","34,026,000,000","32,533,000,000","28,935,000,000","25,126,000,000","18,020,000,000","18,263,000,000","15,951,000,000","14,814,000,000","14,242,000,000","14,136,000,000","12,982,000,000","10,055,000,000","8,733,000,000","7,362,100,000","6,630,700,000","6,318,300,000","5,361,900,000","3,678,300,000","3,131,700,000","1,919,700,000","1,854,700,000","1,149,200,000","1,069,700,000"
			Payables,"47,097,000,000","42,490,000,000","38,086,000,000","38,975,000,000","37,195,000,000","33,853,000,000","32,177,000,000","31,022,000,000","28,585,000,000","25,166,000,000","21,128,000,000","16,108,000,000","16,114,000,000","14,090,000,000","13,255,000,000","11,739,000,000","12,032,000,000","10,873,000,000","10,055,000,000","8,733,000,000","7,362,100,000","6,630,700,000","6,318,300,000","5,361,900,000","3,678,300,000","3,131,700,000","1,919,700,000","1,854,700,000","1,149,200,000","1,069,700,000"
				AccountsPayable,"47,097,000,000","42,490,000,000","38,086,000,000","38,975,000,000","37,195,000,000","33,853,000,000","32,177,000,000","31,022,000,000","28,585,000,000","25,166,000,000","21,128,000,000","16,108,000,000","16,114,000,000",,,,"12,032,000,000","10,873,000,000","10,055,000,000","8,733,000,000","7,362,100,000","6,630,700,000","6,318,300,000","5,361,900,000","3,678,300,000","3,131,700,000","1,919,700,000","1,854,700,000","1,149,200,000","1,069,700,000"
			CurrentAccruedExpenses,"4,915,000,000","4,200,000,000","4,543,000,000","3,987,000,000","3,340,000,000","3,443,000,000","3,379,000,000","3,004,000,000","3,948,000,000","3,769,000,000","3,998,000,000","1,912,000,000","2,149,000,000","1,861,000,000","1,559,000,000","2,503,000,000","2,104,000,000","2,109,000,000",,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"345,000,000","1,267,000,000","1,096,000,000","1,132,000,000","1,406,000,000","330,000,000","1,129,000,000","1,240,000,000","1,617,000,000","1,664,000,000","1,665,000,000","352,000,000","908,000,000","417,000,000","3,000,000","219,000,000","2,000,000","155,000,000","26,000,000","9,000,000","274,800,000","10,200,000","141,300,000","194,100,000","16,200,000","212,000,000","399,300,000","371,000,000","221,700,000","199,200,000"
			CurrentDebt,"50,000,000","968,000,000","799,000,000","742,000,000","1,052,000,000","330,000,000","1,129,000,000","1,240,000,000","1,617,000,000","1,664,000,000","1,665,000,000","352,000,000","908,000,000","417,000,000","3,000,000","219,000,000","2,000,000","155,000,000","26,000,000","9,000,000","274,800,000","10,200,000","141,300,000","194,100,000","16,200,000","212,000,000","399,300,000","371,000,000","221,700,000","199,200,000"
				CommercialPaper,,,,,,,,"183,000,000",,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"50,000,000","968,000,000","799,000,000","742,000,000","1,052,000,000","330,000,000",,"1,057,000,000",,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"295,000,000","299,000,000","297,000,000","390,000,000","354,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,"63,000,000","346,000,000","919,000,000","2,898,000,000","2,824,000,000","2,985,000,000","2,515,000,000","2,358,000,000","2,195,000,000","1,145,000,000","1,210,000,000","1,027,000,000","827,000,000","593,000,000","503,200,000","459,700,000","404,100,000","378,500,000",,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,"0","1,820,000,000","1,588,000,000","1,626,000,000","1,092,000,000","1,037,000,000","977,000,000",,,,,,,,,,,,,,,
			CurrentDeferredRevenue,,,,,,,"63,000,000","346,000,000","919,000,000","1,078,000,000","1,236,000,000","1,359,000,000","1,423,000,000","1,321,000,000","1,218,000,000","1,145,000,000","1,210,000,000","1,027,000,000","827,000,000","593,000,000","503,200,000","459,700,000","404,100,000","378,500,000",,,,,,
		OtherCurrentLiabilities,,"5,000,000","4,741,000,000","9,000,000","683,000,000",,,,,,,,,,,,,"962,000,000","2,582,000,000","2,457,000,000","1,276,200,000","874,600,000","724,600,000","615,200,000","1,427,300,000","1,401,100,000","808,000,000","411,500,000","271,600,000","316,300,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"16,685,000,000","15,853,000,000","16,624,000,000","19,466,000,000","11,912,000,000","12,366,000,000","12,180,000,000","12,757,000,000","11,040,000,000","10,902,000,000","11,826,000,000","6,359,000,000","4,576,000,000","4,940,000,000","3,645,000,000","3,468,000,000","3,134,000,000","2,544,000,000","1,564,000,000","1,708,000,000","1,658,600,000","1,860,400,000","1,601,400,000","1,291,400,000","1,489,500,000","1,197,800,000","1,465,600,000","1,080,000,000","653,100,000","661,500,000"
		LongTermDebtAndCapitalLeaseObligation,"7,045,000,000","6,028,000,000","6,446,000,000","8,273,000,000","7,995,000,000","7,265,000,000","6,751,000,000","7,305,000,000","6,497,000,000","8,180,000,000","8,929,000,000","4,521,000,000","3,072,000,000","3,587,000,000","2,293,000,000","2,290,000,000","1,795,000,000","1,803,000,000","965,000,000","1,202,000,000","1,209,800,000","1,496,900,000","1,288,700,000","1,035,600,000","1,243,800,000","939,200,000","1,223,600,000","824,900,000","370,600,000","453,000,000"
			LongTermDebt,"5,579,000,000","4,626,000,000","5,080,000,000","6,406,000,000","6,335,000,000","7,265,000,000","6,751,000,000","7,305,000,000","6,497,000,000","8,180,000,000","8,929,000,000","4,521,000,000","3,072,000,000","3,587,000,000","2,293,000,000","2,290,000,000","1,795,000,000","1,803,000,000","965,000,000","1,202,000,000","1,209,800,000","1,496,900,000","1,288,700,000","1,035,600,000","1,243,800,000","939,200,000","1,223,600,000","824,900,000","370,600,000","453,000,000"
			LongTermCapitalLeaseObligation,"1,466,000,000","1,402,000,000","1,366,000,000","1,867,000,000","1,660,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"917,000,000","1,387,000,000","1,418,000,000","1,411,000,000","2,255,000,000","2,998,000,000","2,804,000,000","3,678,000,000","2,734,000,000","859,000,000",,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"917,000,000","1,387,000,000","1,418,000,000","1,411,000,000","2,255,000,000","2,998,000,000","2,804,000,000","3,678,000,000","2,734,000,000","859,000,000",,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,"1,271,000,000","1,402,000,000","1,393,000,000","1,459,000,000","1,327,000,000","1,406,000,000","1,386,000,000","0",,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"8,723,000,000","8,438,000,000","8,760,000,000","9,782,000,000","1,662,000,000","2,103,000,000","2,625,000,000","1,774,000,000","1,809,000,000","1,863,000,000","2,897,000,000","1,838,000,000","1,504,000,000","1,353,000,000","1,352,000,000","1,178,000,000","1,339,000,000","741,000,000","599,000,000","506,000,000","448,800,000","363,500,000","312,700,000","255,800,000","245,700,000","258,600,000","242,000,000","255,100,000","282,500,000","208,500,000"
TotalEquityGrossMinorityInterest,"-1,599,000,000","-1,490,000,000","-1,792,000,000","1,446,000,000","6,711,000,000","9,680,000,000","11,516,000,000","12,600,000,000","10,414,000,000","9,471,000,000","10,318,000,000","7,070,000,000","6,831,000,000","7,220,000,000","7,532,000,000","6,193,000,000","6,121,000,000","6,273,000,000","5,907,000,000","5,275,000,000","5,165,300,000","4,525,500,000","4,136,200,000","3,688,800,000","3,761,600,000","3,077,400,000","2,757,100,000","1,455,600,000","1,064,600,000","1,013,500,000"
	StockholdersEquity,"-1,971,000,000","-1,857,000,000","-2,272,000,000","-21,000,000","5,092,000,000","8,094,000,000","9,804,000,000","11,095,000,000","8,924,000,000","8,001,000,000","8,522,000,000","7,070,000,000","6,831,000,000","7,220,000,000","7,532,000,000","6,193,000,000","6,121,000,000","6,273,000,000","5,907,000,000","5,275,000,000","5,165,300,000","4,525,500,000","3,940,100,000","3,492,900,000","3,565,800,000","2,881,800,000","2,561,700,000","1,260,800,000","1,064,600,000","1,013,500,000"
		CapitalStock,"3,000,000","3,000,000","2,000,000","2,000,000","2,000,000","3,000,000","3,000,000","3,000,000","3,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","3,000,000","3,000,000","3,000,000","3,000,000","2,900,000","2,900,000","2,900,000","2,800,000","2,800,000",,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,
			CommonStock,"3,000,000","3,000,000","2,000,000","2,000,000","2,000,000","3,000,000","3,000,000","3,000,000","3,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","3,000,000","3,000,000","3,000,000","3,000,000","2,900,000","2,900,000","2,900,000","2,800,000","2,800,000",,,,
		AdditionalPaidInCapital,"8,048,000,000","7,747,000,000","7,275,000,000","6,925,000,000","6,663,000,000","6,435,000,000","6,188,000,000","6,028,000,000","5,845,000,000","6,968,000,000","6,552,000,000","6,078,000,000","5,571,000,000","5,349,000,000","4,744,000,000","4,417,000,000","4,252,000,000","3,722,000,000","3,238,000,000","2,320,000,000","2,047,100,000","1,921,200,000","1,831,000,000","1,828,700,000","1,791,100,000","1,725,700,000",,,,
		RetainedEarnings,"14,978,000,000","12,295,000,000","9,030,000,000","8,202,000,000","13,022,000,000","12,409,000,000","12,986,000,000","13,189,000,000","8,360,000,000","12,705,000,000","11,453,000,000","10,402,000,000","9,451,000,000","8,250,000,000","7,236,000,000","6,103,000,000","5,586,000,000","4,712,000,000","3,871,000,000","3,194,000,000","3,420,600,000","2,843,300,000","2,357,200,000","2,006,600,000","2,122,300,000","1,465,000,000","1,462,500,000","1,062,600,000","968,900,000","875,900,000"
		TreasuryStock,"24,119,000,000","20,997,000,000","17,045,000,000","13,670,000,000","12,892,000,000","8,902,000,000","7,655,000,000","5,982,000,000","3,721,000,000","9,956,000,000","9,507,000,000","9,363,000,000","8,204,000,000","6,470,000,000","4,458,000,000","4,144,000,000","3,860,000,000","2,162,000,000","1,160,000,000","196,000,000","194,100,000","28,600,000",,"72,900,000","27,300,000","30,800,000",,,,
		GainsLossesNotAffectingRetainedEarnings,"-881,000,000","-905,000,000","-1,534,000,000","-1,480,000,000","-1,703,000,000","-1,849,000,000","-1,717,000,000","-2,141,000,000","-1,561,000,000","-1,713,000,000","-3,000,000","-65,000,000","5,000,000","87,000,000","6,000,000","-179,000,000","139,000,000","-2,000,000","-45,000,000","-46,000,000","-111,300,000","-213,300,000","-251,000,000","-272,400,000","-323,100,000","-280,900,000",,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,"152,000,000","31,000,000",,,,,,,,,,,,
			OtherEquityAdjustments,"-881,000,000","-905,000,000","-1,534,000,000","-1,480,000,000","-1,703,000,000","-1,849,000,000","-1,717,000,000","-2,141,000,000","-1,561,000,000","-1,713,000,000","-3,000,000","-65,000,000","5,000,000",,,,"-13,000,000","-33,000,000",,,,,,,,,,,,
		OtherEquityInterest,,,,,,"-2,000,000","-1,000,000","-2,000,000","-2,000,000","-7,000,000","23,000,000","14,000,000","4,000,000",,"-12,000,000","-8,000,000",,,,,,,,,,"1,416,800,000","1,099,200,000","198,200,000","95,700,000","137,600,000"
	MinorityInterest,"372,000,000","367,000,000","480,000,000","1,467,000,000","1,619,000,000","1,586,000,000","1,712,000,000","1,505,000,000","1,490,000,000","1,470,000,000","1,796,000,000","0",,,,,,,,,,"196,300,000","196,100,000","195,900,000","195,800,000","195,600,000","195,400,000","194,800,000","57,200,000","59,900,000"
TotalCapitalization,"3,608,000,000","2,769,000,000","2,808,000,000","6,385,000,000","11,427,000,000","15,359,000,000","16,555,000,000","18,400,000,000","15,421,000,000","16,181,000,000","17,451,000,000","11,591,000,000","9,903,000,000","10,807,000,000","9,825,000,000","8,483,000,000","7,916,000,000","8,076,000,000","6,872,000,000","6,477,000,000","6,375,100,000","6,022,400,000","5,228,800,000","4,528,500,000","4,809,600,000","3,821,000,000","3,785,300,000","2,085,700,000","1,435,200,000","1,466,500,000"
CommonStockEquity,"-1,971,000,000","-1,857,000,000","-2,272,000,000","-21,000,000","5,092,000,000","8,094,000,000","9,804,000,000","11,095,000,000","8,924,000,000","8,001,000,000","8,522,000,000","7,070,000,000","6,831,000,000","7,220,000,000","7,532,000,000","6,193,000,000","6,121,000,000","6,273,000,000","5,907,000,000","5,275,000,000","5,165,300,000","4,525,500,000","3,940,100,000","3,492,900,000","3,565,800,000","2,881,800,000","2,561,700,000","1,260,800,000","1,064,600,000","1,013,500,000"
CapitalLeaseObligations,"1,761,000,000","1,701,000,000","1,663,000,000","2,257,000,000","2,014,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-14,213,000,000","-14,081,000,000","-13,782,000,000","-12,392,000,000","-7,424,000,000","-4,953,000,000","-5,222,000,000","-3,156,000,000","-3,883,000,000","-5,257,000,000","-6,276,000,000","-1,605,000,000","49,000,000","1,248,000,000","3,179,000,000","1,783,000,000","1,916,000,000","2,519,000,000","4,154,000,000","3,746,000,000","3,675,100,000","3,076,000,000","2,824,400,000","2,428,500,000","2,380,200,000","1,681,200,000","1,587,900,000","524,600,000","880,900,000","841,100,000"
WorkingCapital,"-4,387,000,000","-3,665,000,000","-2,235,000,000","1,279,000,000","-402,000,000","839,000,000","451,000,000","1,336,000,000","3,366,000,000","3,173,000,000","3,221,000,000","1,813,000,000","1,917,000,000","3,631,000,000","4,492,000,000","3,065,000,000","2,438,000,000","2,730,000,000","3,507,000,000","3,570,000,000","3,587,900,000","3,278,400,000","3,112,800,000","2,614,300,000","2,843,700,000","1,708,000,000","2,230,100,000","1,123,900,000","820,500,000","879,000,000"
InvestedCapital,"3,658,000,000","3,737,000,000","3,607,000,000","7,127,000,000","12,479,000,000","15,689,000,000","17,684,000,000","19,640,000,000","17,038,000,000","17,845,000,000","19,116,000,000","11,943,000,000","10,811,000,000","11,224,000,000","9,828,000,000","8,702,000,000","7,918,000,000","8,231,000,000","6,898,000,000","6,486,000,000","6,649,900,000","6,032,600,000","5,370,100,000","4,722,600,000","4,825,800,000","4,033,000,000","4,184,600,000","2,456,700,000","1,656,900,000","1,665,700,000"
TangibleBookValue,"-14,213,000,000","-14,081,000,000","-13,782,000,000","-12,392,000,000","-7,424,000,000","-4,953,000,000","-5,222,000,000","-3,156,000,000","-3,883,000,000","-5,257,000,000","-6,276,000,000","-1,605,000,000","49,000,000","1,248,000,000","3,179,000,000","1,783,000,000","1,916,000,000","2,519,000,000","4,154,000,000","3,746,000,000","3,675,100,000","3,076,000,000","2,824,400,000","2,428,500,000","2,380,200,000","1,681,200,000","1,587,900,000","524,600,000","880,900,000","841,100,000"
TotalDebt,"7,390,000,000","7,295,000,000","7,542,000,000","9,405,000,000","9,401,000,000","7,595,000,000","7,880,000,000","8,545,000,000","8,114,000,000","9,844,000,000","10,594,000,000","4,873,000,000","3,980,000,000","4,004,000,000","2,296,000,000","2,509,000,000","1,797,000,000","1,958,000,000","991,000,000","1,211,000,000","1,484,600,000","1,507,100,000","1,430,000,000","1,229,700,000","1,260,000,000","1,151,200,000","1,622,900,000","1,195,900,000","592,300,000","652,200,000"
