name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
		OtherNonCashItems,"-2,561,000","-10,453,000","-4,471,000","1,601,000","14,239,000","10,603,000","11,916,000","12,732,000","28,582,000","-106,686,000","43,002,000","-3,171,000","-55,135,000","-9,453,000","203,289,000",
		ChangeInWorkingCapital,"-7,980,000","-102,678,000","-100,470,000","-222,794,000","-50,285,000","-144,581,000","-17,918,000","-107,077,000","7,332,000","135,885,000","67,692,000","52,178,000","187,278,000","423,340,000","255,243,000","8,799,000"
			ChangeInReceivables,"-6,686,000","-4,482,000","-10,088,000","5,432,000","13,524,000","13,577,000","32,057,000","-18,793,000","-16,584,000","5,989,000","-16,277,000","10,989,000","10,534,000","-70,376,000","-34,905,000","-601,000"
				ChangesInAccountReceivables,"-6,686,000","-4,482,000","-10,088,000","5,432,000","13,524,000","13,577,000","32,057,000","-18,793,000","-16,584,000","5,989,000","-16,277,000","10,989,000","10,534,000","-70,376,000","-34,905,000","-601,000"
			ChangeInPrepaidAssets,"30,075,000","21,364,000","9,812,000","-13,472,000","42,249,000","3,176,000","7,166,000","4,074,000","35,043,000","41,630,000","13,933,000","-62,906,000","-70,859,000","-36,292,000","-2,467,000","-67,000"
			ChangeInPayablesAndAccruedExpense,"-17,686,000","-100,731,000","-73,692,000","-189,166,000","-95,051,000","-152,648,000","-70,893,000","-70,383,000","-274,000","102,149,000","30,889,000","61,233,000","216,371,000","548,238,000","294,471,000","9,505,000"
				ChangeInPayable,"-13,817,000","-62,880,000","-1,888,000","-144,151,000","-131,210,000","-126,577,000","-39,463,000","-30,022,000","31,850,000","48,130,000","40,875,000","57,180,000","168,629,000","359,111,000","199,879,000","4,467,000"
					ChangeInAccountPayable,"-13,817,000","-62,880,000","-1,888,000","-144,151,000","-131,210,000","-126,577,000","-39,463,000","-30,022,000","31,850,000","48,130,000","40,875,000","57,180,000","168,629,000","359,111,000","199,879,000","182,000"
				ChangeInAccruedExpense,"-3,869,000","-37,851,000","-71,804,000","-45,015,000","36,159,000","-26,071,000","-31,430,000","-40,361,000","-32,124,000","54,019,000","-9,986,000","4,053,000","47,742,000","189,127,000","94,592,000","5,038,000"
			ChangeInOtherCurrentAssets,"4,816,000","9,747,000","16,986,000","19,919,000","22,463,000","26,226,000","0","0",,,,,,,,
			ChangeInOtherCurrentLiabilities,"-15,249,000","-27,149,000","-30,295,000","-31,801,000","-36,864,000","-28,552,000","0","0",,,,,,,,
			ChangeInOtherWorkingCapital,"-3,250,000","-1,427,000","-13,193,000","-13,706,000","3,394,000","-6,360,000","13,752,000","-21,975,000","-10,853,000","-13,883,000","39,147,000","42,862,000","31,232,000","-18,230,000","-1,856,000","-38,000"
	CashFromDiscontinuedOperatingActivities,,,"0","0","0","0","0","-2,418,000","-11,823,000","-53,914,000","36,327,000","0",,,,
InvestingCashFlow,"10,471,000","-1,397,000","-38,845,000","-45,811,000","-20,122,000","-67,591,000","-135,982,000","-34,871,000","-57,486,000","67,220,000","-229,456,000","-96,315,000","-194,979,000","-147,433,000","-11,879,000","-1,961,000"
	CashFlowFromContinuingInvestingActivities,"10,471,000","-1,397,000","-38,845,000","-45,811,000","-21,346,000","-67,591,000","-135,982,000","-25,323,000","-55,586,000","-175,208,000","-152,818,000","-96,315,000","-194,979,000","-147,433,000","-11,879,000","-1,961,000"
		CapitalExpenditureReported,,,,,"-48,711,000","-67,328,000","-69,695,000","-59,158,000","-68,287,000","-81,946,000","-83,560,000","-63,505,000","-95,836,000","-43,811,000","-14,681,000",
		NetPPEPurchaseAndSale,"-14,182,000","-17,796,000","-36,168,000","-49,630,000","-48,711,000","-67,328,000","-69,695,000","-59,158,000","-68,287,000","-81,946,000","-83,560,000","-63,505,000","-95,836,000","-43,811,000","-14,681,000","-290,000"
			PurchaseOfPPE,"-15,671,000","-19,285,000","-36,168,000","-49,630,000","-48,711,000","-67,328,000","-69,695,000","-59,158,000","-68,287,000","-81,946,000","-83,560,000","-63,505,000","-95,836,000","-43,811,000","-14,681,000","-290,000"
			SaleOfPPE,,"1,489,000","0","0",,,,,,,,,,,,
		NetIntangiblesPurchaseAndSale,"-1,912,000","-2,525,000","-2,677,000","-3,131,000","-4,240,000","-3,738,000","-16,762,000","17,274,000","-2,395,000","-2,691,000","-2,797,000","-1,520,000","-600,000","-14,517,000","-922,000","-271,000"
			PurchaseOfIntangibles,"-1,912,000","-2,525,000","-2,677,000","-3,131,000","-4,240,000","-3,738,000","-18,262,000","-1,059,000","-2,395,000","-2,691,000","-2,797,000","-1,520,000","-600,000","-14,517,000","-922,000","-271,000"
			SaleOfIntangibles,,,,,"0","0","1,500,000","18,333,000","0",,,,,,,
		NetBusinessPurchaseAndSale,,,,,"0","0","-58,119,000","0","13,411,000","-71,292,000","-59,735,000","-9,308,000","-61,020,000","-57,063,000","3,816,000","0"
			PurchaseOfBusiness,,,,,"0","0","-58,119,000","0","-1,128,000","-71,292,000","-59,735,000","-9,308,000","-61,020,000","-57,063,000","0","0"
			SaleOfBusiness,,,,,,,,,"14,539,000",,,,,,"3,816,000",
		NetInvestmentPurchaseAndSale,"91,000","18,924,000","0","6,950,000","31,605,000","3,475,000","8,594,000","16,561,000","1,685,000","-19,279,000","-6,726,000","-21,982,000","-37,523,000","-32,042,000","0",
			PurchaseOfInvestment,,,,,,,,"0","0","-25,289,000","-6,726,000","-21,982,000","-37,523,000","-32,042,000","0",
			SaleOfInvestment,"91,000","18,924,000","0","6,950,000","31,605,000","3,475,000","8,594,000","16,561,000","1,685,000","6,010,000","0","0",,,,
		NetOtherInvestingChanges,,,,,,,,,,,,,,,"-92,000","-1,400,000"
	CashFromDiscontinuedInvestingActivities,,,"0","0","1,224,000","0","0","-9,548,000","-1,900,000","242,428,000","-76,638,000","0",,,,
FinancingCashFlow,"30,066,000","-35,690,000","-34,407,000","-183,850,000","176,798,000","-92,619,000","-84,417,000","-138,046,000","-14,665,000","-515,785,000","-210,136,000","-81,697,000","12,095,000","867,205,000","30,445,000","3,798,000"
	CashFlowFromContinuingFinancingActivities,"30,066,000","-35,690,000","-34,407,000","-183,850,000","176,798,000","-92,619,000","-84,417,000","-138,046,000","-14,665,000","-515,785,000","-210,136,000","-81,697,000","12,095,000","867,205,000","30,445,000","3,798,000"
		NetIssuancePaymentsOfDebt,"-46,700,000","-32,224,000","-25,687,000","-129,302,000","191,070,000","-19,687,000","-41,414,000","-34,025,000","219,402,000","-24,403,000","-7,422,000","-1,620,000","0","-14,358,000","-498,138,000","0"
			NetLongTermDebtIssuance,"-14,476,000","0","-687,000","-29,302,000","-8,930,000","-19,687,000","-41,414,000","-34,025,000","219,402,000","-24,403,000","-7,422,000","-1,620,000","0","-14,358,000","-498,138,000","0"
				LongTermDebtIssuance,"0","0","0","230,000,000","0","0","0","0","250,000,000","195,000,000","0","0","0","0","5,035,000","0"
				LongTermDebtPayments,"-14,476,000","0","-687,000","-259,302,000","-8,930,000","-19,687,000","-41,414,000","-34,025,000","-30,598,000","-219,403,000","-7,422,000","-1,620,000","0","-14,358,000","-503,173,000",
			NetShortTermDebtIssuance,"10,000,000","-32,224,000","-25,000,000","-100,000,000","200,000,000","0",,,,,,,,,,
				ShortTermDebtIssuance,,"0","40,000,000","0","200,000,000",,,,,,,,,,,
				ShortTermDebtPayments,,"-32,224,000","-65,000,000","-100,000,000","0",,,,,,,,,,,
		NetCommonStockIssuance,,,,"0","0","-45,631,000","-9,585,000","-61,233,000","-165,357,000","-442,767,000","-153,253,000","-44,840,000","0","912,624,000","584,658,000","29,946,000"
			CommonStockIssuance,,,,,,,,,,,,"0","0","1,266,392,000","584,658,000","29,946,000"
			CommonStockPayments,,,,"0","0","-45,631,000","-9,585,000","-61,233,000","-165,357,000","-442,767,000","-153,253,000","-44,840,000","0","-353,768,000","-503,173,000","0"
		NetPreferredStockIssuance,,,,,,,,,,,,"0","0","-34,952,000","-55,003,000","0"
			PreferredStockIssuance,,,,,,,,,,,,"0","0","51,000","0",
			PreferredStockPayments,,,,,,,,,,,,"0","0","-35,003,000","-55,003,000","0"
		CashDividendsPaid,,,,,,,,,,,,,"0","0","-1,299,000","-26,363,000"
			CommonStockDividendPaid,,,,,,,,,,,,,"0",,"-1,299,000","-26,363,000"
			PreferredStockDividendPaid,,,,,,,,,,,,,,,"0","0"
		ProceedsFromStockOptionExercised,"0","2,932,000","1,105,000","-217,000","1,791,000","0","5,715,000","5,513,000","40,473,000","5,808,000","6,514,000","7,303,000","9,313,000","3,008,000","195,000","72,000"
		NetOtherFinancingCharges,"-5,785,000","-6,398,000","-9,825,000","-54,331,000","-14,272,000","-27,301,000","-39,133,000","-48,301,000","-109,183,000","-54,423,000","-55,975,000","-42,540,000","2,782,000","883,000","32,000","143,000"
CashFlowFromDiscontinuedOperation,,,"0","0","-1,224,000","0","0","28,866,000","186,000","59,996,000","-55,279,000","0",,,,
EndCashPosition,"207,772,000","167,638,000","281,696,000","499,483,000","851,085,000","752,657,000","844,728,000","885,481,000","874,906,000","824,307,000","1,016,634,000","1,240,472,000","1,209,289,000","1,122,935,000","118,833,000","12,313,000"
	ChangesInCash,"86,371,000","-115,072,000","-209,239,000","-353,619,000","91,854,000","-88,927,000","-29,544,000","-15,924,000","46,457,000","-126,070,000","-190,067,000","40,420,000","83,950,000","1,010,219,000","105,451,000","9,347,000"
	EffectOfExchangeRateChanges,"-1,318,000","1,014,000","-8,548,000","2,017,000","6,574,000","-3,144,000","-11,209,000","26,499,000","-6,718,000","-32,485,000","-33,771,000","-9,237,000","2,404,000","-6,117,000","1,069,000","0"
	BeginningCashPosition,"121,401,000","281,696,000","499,483,000","851,085,000","752,657,000","844,728,000","885,481,000","874,906,000","835,167,000","982,862,000","1,240,472,000","1,209,289,000","1,122,935,000","118,833,000","12,313,000","2,966,000"
IncomeTaxPaidSupplementalData,"12,180,000","7,904,000","5,184,000","11,145,000","3,262,000","11,898,000","2,781,000","8,646,000","-4,255,000","10,274,000",,"60,767,000","126,987,000","1,635,000","140,000","0"
InterestPaidSupplementalData,"4,850,000","6,624,000","5,940,000","13,866,000","12,749,000","9,145,000","9,556,000","9,425,000","1,185,000","1,032,000",,,,"0","287,000","0"
CapitalExpenditure,"-17,583,000","-21,810,000","-38,845,000","-52,761,000","-52,951,000","-71,066,000","-87,957,000","-60,217,000","-70,682,000","-84,637,000","-86,357,000","-65,025,000","-96,436,000","-58,328,000","-15,603,000","-561,000"
IssuanceOfCapitalStock,,,,,,,,,,,,"0","0","1,266,443,000","584,658,000","29,946,000"
IssuanceOfDebt,"50,000,000","0","40,000,000","230,000,000","200,000,000","0","0","0","250,000,000","195,000,000","0","0","0","0","5,035,000","0"
RepaymentOfDebt,"-46,700,000","-32,224,000","-65,687,000","-359,302,000","-8,930,000","-19,687,000","-41,414,000","-34,025,000","-30,598,000","-219,403,000","-7,422,000","-1,620,000","0","-14,358,000","-503,173,000",
RepurchaseOfCapitalStock,,,,"0","0","-45,631,000","-9,585,000","-61,233,000","-165,357,000","-442,767,000","-153,253,000","-44,840,000","0","-388,771,000","-55,003,000","0"
FreeCashFlow,"28,251,000","-99,795,000","-174,832,000","-176,719,000","-116,549,000","217,000","102,898,000","67,910,000","47,740,000","177,862,000","218,447,000","153,407,000","170,398,000","232,119,000","71,282,000","6,949,000"
