name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
	NetIncome,"420,172,000","166,178,000","-2,269,909,000","-4,506,587,000","-4,012,514,000","930,228,000","954,843,000","759,872,000","633,085,000","427,137,000","338,352,000","101,714,000","168,556,000","126,859,000","22,986,000","66,952,000","-211,803,000","-226,962,000","-130,899,000","16,235,000","-8,708,000"
		NetIncomeIncludingNoncontrollingInterests,"420,172,000","166,178,000","-2,269,909,000","-4,506,587,000","-4,012,514,000","930,228,000","954,843,000","759,872,000","633,085,000","427,137,000","342,601,000","102,886,000","168,556,000","126,859,000","22,986,000","66,952,000","-211,803,000","-226,962,000","-130,899,000","16,235,000","-8,708,000"
			NetIncomeContinuousOperations,"420,172,000","166,178,000","-2,269,909,000","-4,506,587,000","-4,012,514,000","930,228,000","954,843,000","759,872,000","633,085,000","427,137,000","342,601,000","102,886,000","168,556,000","126,859,000","22,986,000","66,952,000","-211,803,000","-226,962,000","-130,899,000","16,235,000","-8,708,000"
		MinorityInterests,,,,,,,,,"0","0","-4,249,000","-1,172,000","0","0",,,,,,,
AverageDilutionEarnings,,,,,,,,,,,,,,"1,282,000",,,,,,,
DilutedNIAvailtoComStockholders,"420,172,000","166,178,000","-2,269,909,000","-4,506,587,000","-4,012,514,000","930,228,000","954,843,000","759,872,000","633,085,000","427,137,000","338,352,000","101,714,000","168,556,000","126,859,000","22,986,000","66,952,000","-211,803,000","-226,962,000","-130,899,000","16,235,000","-8,708,000"
BasicEPS,"0.98","0.39","-5.41","-12.33","-15.75","4.33","4.28","3.33","2.79","1.89","1.64","0.5","0.841","0.633","0.115","0.334","-1.057","-1.132","-0.653","0.081","-0.043"
DilutedEPS,"0.97","0.39","-5.41","-12.33","-15.75","4.3","4.25","3.31","2.78","1.86","1.62","0.49","0.841","0.624","0.113","0.329","-1.057","-1.132","-0.653","0.08","-0.043"
BasicAverageShares,"428,117,099","424,424,962","419,773,195","365,449,967","254,728,932","214,929,977","223,001,739","228,040,825","227,121,875","226,591,437","206,524,968","202,993,839","200,468,080","200,468,080","200,468,080","200,468,080","200,468,080","200,468,080","200,468,080","200,468,080","200,468,080"
DilutedAverageShares,"449,729,484","427,400,849","419,773,195","365,449,967","254,728,932","216,475,076","224,419,205","229,418,326","227,850,286","230,040,132","212,017,784","209,239,484","200,468,080","203,325,892","203,325,892","203,325,892","203,325,892","203,325,892","203,325,892","203,325,892","203,325,892"
TotalOperatingIncomeAsReported,"1,207,603,000","930,911,000","-1,551,757,000","-2,552,348,000","-3,484,135,000","1,178,077,000","1,219,061,000","1,048,819,000","925,464,000","702,486,000","502,941,000","395,887,000","357,093,000","316,112,000","230,609,000","171,095,000","-63,247,000","42,214,000","32,580,000","70,342,000","50,292,000"
TotalExpenses,"7,878,597,000","7,619,013,000","6,395,517,000","3,200,334,000","3,156,246,000","5,284,299,000","4,836,065,000","4,347,356,000","3,948,876,000","3,642,562,000","2,622,940,000","2,174,407,000","1,919,153,000","1,903,212,000","1,781,519,000","1,684,109,000","2,040,873,000","2,128,036,000","1,935,729,000","1,559,381,000","1,273,494,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"420,172,000","166,178,000","-2,269,909,000","-4,506,587,000","-4,012,514,000","930,228,000","954,843,000","759,872,000","633,085,000","427,137,000","338,352,000","101,714,000","168,556,000","126,859,000","22,986,000","66,952,000","-211,803,000","-226,962,000","-130,899,000","16,235,000","-8,708,000"
NormalizedIncome,"420,172,000","166,178,000","-2,269,909,000","-4,506,587,000","-2,838,822,190","930,228,000","954,843,000","759,872,000","633,085,000","427,137,000","338,352,000","101,714,000","168,556,000","126,859,000","22,986,000","66,952,000","-128,757,050","-163,446,600","-107,863,200","-622,600","6,920,800"
InterestIncome,,,,,,,,,,,,,,"38,000","100,000","836,000","2,796,000","1,384,000","3,392,000","4,803,000","1,434,000"
InterestExpense,"775,231,000","727,531,000","801,512,000","2,072,925,000","482,313,000","272,867,000","270,404,000","267,804,000","276,859,000","221,909,000","151,754,000","282,602,000","189,930,000","190,187,000","173,672,000","115,350,000","152,364,000","175,409,000","136,478,000","87,006,000","48,886,000"
NetInterestIncome,"-775,231,000","-727,531,000","-801,512,000","-2,072,925,000","-482,313,000","-272,867,000","-270,404,000","-267,804,000","-276,859,000","-221,909,000","-151,754,000","-282,602,000","-189,930,000","-190,187,000","-173,672,000","-114,514,000","-149,568,000","-174,025,000","-133,086,000","-82,203,000","-47,452,000"
EBIT,"1,204,430,000","890,707,000","-1,475,191,000","-2,428,395,000","-3,517,734,000","1,184,232,000","1,239,714,000","1,038,418,000","917,162,000","655,818,000","492,088,000","397,290,000","359,192,000","318,746,000","196,658,000","182,302,000","65,528,000","44,779,000","40,580,000","70,342,000","64,792,000"
EBITDA,"2,150,405,000","1,773,943,000","-665,138,000","-1,669,791,000","-2,778,115,000","1,831,334,000","1,806,686,000","1,559,902,000","1,362,797,000","1,106,153,000","796,965,000","642,401,000","575,329,000","529,795,000","388,571,000","352,003,000","228,093,000","192,782,000","159,677,000","155,957,000","152,189,000"
ReconciledCostOfRevenue,"5,562,759,000","5,393,919,000","4,206,359,000","1,550,278,000","1,671,282,000","3,662,347,000","3,371,164,000","3,052,117,000","2,837,085,000","2,637,228,000","1,914,894,000","1,628,141,000","1,451,833,000","1,440,812,000","1,325,454,000","1,272,793,000","1,578,481,000","1,692,940,000","1,567,382,000","1,248,526,000","981,537,000"
ReconciledDepreciation,"945,975,000","883,236,000","810,053,000","758,604,000","739,619,000","647,102,000","566,972,000","521,484,000","445,635,000","450,335,000","304,877,000","245,111,000","216,137,000","211,049,000","191,913,000","169,701,000","162,565,000","148,003,000","119,097,000","85,615,000","87,397,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"420,172,000","166,178,000","-2,269,909,000","-4,506,587,000","-4,012,514,000","930,228,000","954,843,000","759,872,000","633,085,000","427,137,000","338,352,000","101,714,000","168,556,000","126,859,000","22,986,000","66,952,000","-211,803,000","-226,962,000","-130,899,000","16,235,000","-8,708,000"
TotalUnusualItemsExcludingGoodwill,,,"0","0","-1,607,797,000","0","0",,,,,,,,"-33,952,000","10,373,000","-127,763,000","-97,716,000","-38,393,000","28,096,000","-26,048,000"
TotalUnusualItems,,,"0","0","-1,607,797,000","0","0",,,,,,,,"-33,952,000","10,373,000","-127,763,000","-97,716,000","-38,393,000","28,096,000","-26,048,000"
NormalizedEBITDA,"2,150,405,000","1,773,943,000","-665,138,000","-1,669,791,000","-1,170,318,000","1,831,334,000","1,806,686,000","1,559,902,000","1,362,797,000","1,106,153,000","796,965,000","642,401,000","575,329,000","529,795,000","388,571,000","352,003,000","355,856,000","290,498,000","198,070,000","127,861,000","178,237,000"
TaxRateForCalcs,"0.021","0.21","0.003","0.27","0.27","0.27","0.015","0.014","0.011","0.016","0.35","0.103","0.004","0.013","0.35","0.35","0.35","0.35","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","-434,105,190","0","0","0","0","0","0","0","0","0","0","0","-44,717,050","-34,200,600","-15,357,200","11,238,400","-10,419,200"
