name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
PretaxIncome,"-468,927,000","-233,685,000","43,287,000","1,523,250,000","456,472,000","727,208,000","1,038,313,000","294,133,000","787,879,000","1,284,716,000","1,564,257,000","1,713,576,000","1,562,490,000","1,421,875,000","1,164,743,000","750,212,000","654,673,000","848,091,000","905,570,000","777,238,000","711,693,000","595,669,000","598,506,000","561,728,000","369,385,000","427,318,000","595,500,000","631,600,000","585,800,000","508,400,000","284,100,000","455,600,000","400,000,000","375,700,000","263,200,000","143,100,000","283,700,000","275,000,000","313,800,000","249,500,000","272,100,000"
TaxProvision,"701,416,000","735,197,000","-75,297,000","306,981,000","101,566,000","98,062,000","167,887,000","32,969,000","519,809,000","205,862,000","347,201,000","385,827,000","352,371,000","335,737,000","274,350,000","176,700,000","196,215,000","245,244,000","292,324,000","242,187,000","229,064,000","196,790,000","200,573,000","197,300,000","152,107,000","161,367,000","229,300,000","243,300,000","234,900,000","208,900,000","126,800,000","181,100,000","153,600,000","138,700,000","101,900,000","62,000,000","107,700,000","101,300,000","134,100,000","120,100,000","132,700,000"
NetIncomeCommonStockholders,"-1,170,343,000","-968,882,000","118,584,000","1,386,941,000","407,869,000","679,449,000","1,259,792,000","252,793,000","614,923,000","1,074,106,000","1,231,593,000","1,047,505,000","1,210,119,000","1,085,999,000","888,089,000","571,362,000","461,271,000","602,748,000","591,621,000","532,870,000","505,066,000","472,870,000","395,695,000","-163,066,000","132,243,000","256,176,000","362,700,000","384,600,000","350,900,000","295,700,000","153,300,000","270,300,000","242,100,000","232,700,000","156,900,000","77,000,000","176,000,000","173,700,000","179,700,000","129,400,000","139,400,000"
	NetIncome,"-1,170,343,000","-968,882,000","118,584,000","1,386,941,000","407,869,000","679,449,000","1,259,792,000","252,793,000","614,923,000","1,074,106,000","1,231,593,000","1,047,505,000","1,210,119,000","1,085,999,000","888,089,000","571,362,000","461,271,000","602,748,000","591,621,000","533,516,000","506,702,000","474,702,000","397,933,000","-154,543,000","137,830,000","260,334,000","366,200,000","388,300,000","350,900,000","299,500,000","157,300,000","274,500,000","246,400,000","237,000,000","161,300,000","81,100,000","176,000,000","173,700,000","179,700,000","129,400,000","139,400,000"
		NetIncomeIncludingNoncontrollingInterests,"-1,170,343,000","-968,882,000","118,584,000","1,386,941,000","407,869,000","679,449,000","1,259,792,000","252,793,000","614,923,000","1,074,106,000","1,231,593,000","1,327,749,000","1,210,119,000","1,086,138,000","890,393,000","573,512,000","458,458,000","602,847,000","591,621,000","533,516,000","506,702,000","474,702,000","397,933,000","-154,543,000","137,830,000","260,334,000","366,200,000","388,300,000","350,900,000","299,500,000","157,300,000","274,500,000","246,400,000","237,000,000","161,300,000","81,100,000","176,000,000","173,700,000","179,700,000","129,400,000","139,400,000"
			NetIncomeContinuousOperations,"-1,170,343,000","-968,882,000","118,584,000","1,216,269,000","354,906,000","629,146,000","870,426,000","261,164,000","268,070,000","1,078,854,000","1,217,056,000","1,327,749,000","1,210,119,000","1,086,138,000","890,393,000","573,512,000","458,458,000","602,847,000","613,246,000","535,051,000","482,629,000","398,879,000","397,933,000","364,428,000","217,278,000","265,951,000","366,200,000","388,300,000","350,900,000","299,500,000","157,300,000","274,500,000","246,400,000","237,000,000","161,300,000","81,100,000","176,000,000","173,700,000","179,700,000","129,400,000","139,400,000"
			NetIncomeDiscontinuousOperations,,"0","0","170,672,000","52,963,000","50,303,000","389,366,000","-8,371,000","346,853,000","-4,748,000","14,537,000",,,,,,"0","0","-21,625,000","-1,535,000","35,906,000","75,823,000",,"8,283,000","-79,448,000","1,165,000",,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,"-11,833,000",,,"-527,254,000",,"-6,782,000",,,,,,,,,,,,,,,
		MinorityInterests,,,,,,,,,,"-98,421,000",,"-280,244,000","0","-139,000","-2,304,000","-2,150,000","2,813,000","-99,000",,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,"646,000","1,636,000","1,832,000","2,238,000","8,523,000","5,587,000","4,158,000","3,500,000","3,700,000",,"3,800,000","4,000,000","4,200,000","4,300,000","4,300,000","4,400,000","4,100,000",,,,,
DilutedNIAvailtoComStockholders,"-1,170,343,000","-968,882,000","118,584,000","1,386,941,000","407,869,000","679,449,000","1,259,792,000","252,793,000","614,923,000","1,074,106,000","1,231,593,000","1,047,505,000","1,210,119,000","1,085,999,000","888,089,000","571,362,000","461,271,000","602,748,000","591,621,000","532,870,000","505,066,000","472,870,000","395,695,000","-163,066,000","132,243,000","256,176,000","362,700,000","384,600,000","350,900,000","295,700,000","153,300,000","270,300,000","242,100,000","232,700,000","156,900,000","77,000,000","176,000,000","173,700,000","179,700,000","129,400,000","139,400,000"
BasicEPS,"-3.01","-2.49","0.31","3.55","1.05","1.72","3.19","0.64","1.54","2.82","2.9","2.42","2.76","2.473","2.033","1.313","1.045","1.38","1.34","1.205","1.135","1.075","0.918","-0.373","0.298","0.563","0.76","0.793","0.69","0.58","0.301","0.525","0.238","0.248","0.171","0.084","0.17","0.159","0.166","0.129","0.071"
DilutedEPS,"-3.01","-2.49","0.31","3.53","1.04","1.7","3.15","0.63","1.52","2.78","2.85","2.38","2.71","2.425","1.995","1.295","1.033","1.355","1.305","1.18","1.11","1.053","0.903","-0.373","0.298","0.553","0.748","0.775","0.675","0.568","0.296","0.513","0.231","0.24","0.168","0.083","0.169","0.159","0.166","0.129","0.071"
BasicAverageShares,"388,505,250","388,360,000","387,763,000","390,291,000","389,655,000","395,411,000","395,189,000","395,253,000","399,223,000","416,103,000","425,408,000","432,611,000","438,657,000","439,292,000","437,148,000","435,056,000","441,556,000","436,936,000","441,508,209","442,215,768","444,992,070","439,879,070","431,275,204","437,761,074","444,514,286","455,424,000","477,236,842","485,299,685","508,550,725","509,168,000","509,944,000","516,960,000","515,912,000","476,152,000","461,600,000","456,104,000","463,888,000","544,752,000","544,944,000","540,448,000","497,552,000"
DilutedAverageShares,"388,505,250","388,360,000","388,370,000","392,411,000","392,121,000","399,936,000","400,496,000","401,276,000","403,559,000","422,081,000","432,079,000","440,153,000","446,809,000","447,616,000","445,152,000","441,312,000","446,420,000","445,020,000","453,349,425","451,584,746","455,014,414","449,282,660","438,443,213","472,655,072","444,514,286","463,666,968","485,217,391","496,258,065","519,851,852","521,057,269","517,468,354","527,414,634","515,912,000","476,152,000","461,600,000","456,104,000","463,888,000","544,752,000","544,944,000","540,448,000","497,552,000"
TotalOperatingIncomeAsReported,"-264,963,000","-34,062,000","327,693,000","1,632,204,000","607,631,000","927,805,000","1,190,182,000","310,065,000","883,374,000","1,455,458,000","1,644,828,000","1,798,314,000","1,647,147,000","1,465,267,000","1,244,791,000","820,860,000","736,817,000","938,995,000","965,441,000","826,144,000","767,951,000","664,357,000","644,889,000","621,924,000","347,246,000","505,558,000","652,600,000","693,200,000","605,900,000","556,900,000","353,400,000","538,800,000","431,800,000","429,400,000","304,000,000","249,400,000","312,900,000","321,000,000","358,600,000","263,500,000","282,400,000"
TotalExpenses,"9,888,029,000","9,981,163,000","10,549,773,000","10,209,636,000","8,610,838,000","9,237,528,000","9,076,705,000","2,735,381,000","7,511,310,000","9,491,045,000","9,351,565,000","10,083,416,000","9,772,501,000","9,414,588,000","8,214,441,000","6,679,991,000","6,361,516,000","6,703,605,000","6,253,918,000","5,389,650,000","4,886,204,000","4,553,709,000","4,562,570,000","4,461,599,000","4,873,171,000","4,897,565,000","4,899,000,000","4,785,600,000","4,616,300,000","4,580,300,000","4,708,900,000","4,432,900,000","3,888,600,000","3,395,000,000","2,648,400,000","2,363,200,000","2,219,800,000","2,195,100,000","2,215,200,000","1,281,100,000","1,198,800,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-1,170,343,000","-968,882,000","118,584,000","1,386,941,000","407,869,000","679,449,000","1,259,792,000","252,793,000","614,923,000","1,074,106,000","1,231,593,000","1,047,505,000","1,210,119,000","1,085,999,000","888,089,000","571,362,000","461,271,000","602,748,000","591,621,000","533,516,000","518,535,000","474,702,000","397,933,000","372,711,000","137,830,000","267,116,000","366,200,000","388,300,000","350,900,000","299,500,000","157,300,000","274,500,000","246,400,000","237,000,000","161,300,000","81,100,000","176,000,000","173,700,000","179,700,000","129,400,000","139,400,000"
NormalizedIncome,"-654,815,860","-567,904,860","699,241,110","1,219,177,710","370,736,633.787","960,436,675","870,426,000","261,164,000","268,070,000","1,145,754,960","1,217,056,000","1,047,505,000","1,210,119,000","1,085,999,000","888,089,000","722,867,238","545,602,879.656","604,858,448.929","611,254,374.299","533,427,063.305","478,478,092.082","398,757,126.983","395,586,648.323","362,006,818.759","216,369,000","264,331,586.584","362,879,294.71","387,931,127.296","333,200,000","290,980,000","152,500,000","276,247,256.365","221,267,200","225,960,606.867","144,324,278.116","99,160,000","165,391,610.857","173,194,690.909","170,280,000","123,580,000","132,620,000"
InterestIncome,"19,688,000","21,628,000","9,758,000","5,006,000","9,155,000","19,867,000","15,008,000","3,228,000","13,002,000","9,176,000","7,152,000","6,911,000","4,141,000","3,353,000","4,778,000","2,336,000","2,230,000","6,115,000",,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"249,054,000","245,036,000","174,390,000","136,469,000","135,655,000","92,042,000","107,738,000","24,393,000","101,974,000","94,722,000","88,751,000","86,104,000","84,773,000","93,605,000","77,578,000","77,738,000","85,902,000","94,050,000",,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-229,366,000","-223,408,000","-164,632,000","-131,463,000","-126,500,000","-72,175,000","-92,730,000","-21,165,000","-88,972,000","-85,546,000","-81,599,000","-79,193,000","-80,632,000","-90,252,000","-72,800,000","-75,402,000","-83,672,000","-87,935,000",,,,,,,,,,,,,,,,,,,,,,,
EBIT,"-219,873,000","11,351,000","217,677,000","1,659,719,000","592,127,000","819,250,000","1,146,051,000","318,526,000","889,853,000","1,379,438,000","1,653,008,000","1,799,680,000","1,647,263,000","1,515,480,000","1,242,321,000","827,950,000","740,575,000","942,141,000","965,441,000","826,144,000","767,951,000","664,357,000","644,889,000","621,924,000","347,246,000","505,558,000","652,600,000","693,200,000","605,900,000","556,900,000","353,400,000","538,800,000","431,800,000","429,400,000","304,000,000","249,400,000","312,900,000","321,000,000","358,600,000","263,500,000","282,400,000"
EBITDA,"100,037,000","330,555,000","480,001,000","1,926,654,000","861,208,000","1,086,869,000","1,401,780,000","390,058,000","1,128,173,000","1,661,015,000","1,925,083,000","2,074,563,000","1,900,536,000","1,753,436,000","1,441,056,000","1,001,346,000","911,027,000","1,108,312,000","1,106,668,000","954,990,000","889,385,000","805,074,000","749,352,000","731,598,000","502,848,000","665,164,000","820,000,000","854,600,000","762,200,000","717,400,000","521,100,000","697,300,000","557,600,000","537,700,000","395,000,000","347,300,000","403,900,000","391,300,000","429,200,000","307,500,000","322,600,000"
ReconciledCostOfRevenue,"4,947,819,000","5,017,445,000","5,515,796,000","5,386,393,000","4,370,780,000","4,690,520,000","4,656,326,000","1,506,335,000","3,849,248,000","5,589,923,000","5,603,766,000","6,112,880,000","5,931,469,000","5,817,880,000","5,128,602,000","4,105,201,000","4,025,122,000","4,283,680,000","4,080,022,000","3,515,624,000","3,209,312,000","3,067,678,000","3,230,756,000","3,231,697,000","3,518,990,000","3,615,284,000","3,501,600,000","3,425,300,000","3,284,400,000","3,297,700,000","3,409,900,000","3,228,800,000","2,849,100,000","2,495,400,000","1,948,800,000","1,754,500,000","1,662,400,000","1,669,400,000","1,688,200,000","958,900,000","911,100,000"
ReconciledDepreciation,"319,910,000","319,204,000","262,324,000","266,935,000","269,081,000","267,619,000","255,729,000","71,532,000","238,320,000","281,577,000","272,075,000","274,883,000","253,273,000","237,956,000","198,735,000","173,396,000","170,452,000","166,171,000","141,227,000","128,846,000","121,434,000","140,717,000","104,463,000","109,674,000","155,602,000","159,606,000","167,400,000","161,400,000","156,300,000","160,500,000","167,700,000","158,500,000","125,800,000","108,300,000","91,000,000","97,900,000","91,000,000","70,300,000","70,600,000","44,000,000","40,200,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-1,170,343,000","-968,882,000","118,584,000","1,216,269,000","354,906,000","629,146,000","870,426,000","261,164,000","268,070,000","1,078,854,000","1,217,056,000","1,047,505,000","1,210,119,000","1,085,999,000","888,089,000","571,362,000","461,271,000","602,748,000","613,246,000","535,051,000","482,629,000","398,879,000","397,933,000","364,428,000","217,278,000","265,951,000","366,200,000","388,300,000","350,900,000","299,500,000","157,300,000","274,500,000","246,400,000","237,000,000","161,300,000","81,100,000","176,000,000","173,700,000","179,700,000","129,400,000","139,400,000"
TotalUnusualItemsExcludingGoodwill,"-652,566,000","-507,566,000","-735,009,000","-3,645,000","-20,361,000","-382,995,000","0","0","0","-79,644,000","-143,562,000","0",,"0","-7,248,000","-201,738,000","-120,425,000","-2,969,000","2,941,000","2,359,000","6,121,000","182,000","3,529,000","3,732,000","1,515,000","2,602,000","5,400,000","600,000","29,500,000","14,200,000","8,000,000","-2,900,000","40,800,000","17,500,000","27,700,000","-30,100,000","17,100,000","800,000","15,700,000","9,700,000","11,300,000"
TotalUnusualItems,"-652,566,000","-507,566,000","-735,009,000","-3,645,000","-20,361,000","-382,995,000","0","0","0","-79,644,000","-143,562,000","0",,"0","-7,248,000","-201,738,000","-120,425,000","-2,969,000","2,941,000","2,359,000","6,121,000","182,000","3,529,000","3,732,000","1,515,000","2,602,000","5,400,000","600,000","29,500,000","14,200,000","8,000,000","-2,900,000","40,800,000","17,500,000","27,700,000","-30,100,000","17,100,000","800,000","15,700,000","9,700,000","11,300,000"
NormalizedEBITDA,"752,603,000","838,121,000","1,215,010,000","1,930,299,000","881,569,000","1,469,864,000","1,401,780,000","390,058,000","1,128,173,000","1,740,659,000","1,925,083,000","2,074,563,000","1,900,536,000","1,753,436,000","1,441,056,000","1,203,084,000","1,031,452,000","1,111,281,000","1,103,727,000","952,631,000","883,264,000","804,892,000","745,823,000","727,866,000","501,333,000","662,562,000","814,600,000","854,000,000","732,700,000","703,200,000","513,100,000","700,200,000","516,800,000","520,200,000","367,300,000","377,400,000","386,800,000","390,500,000","413,500,000","297,800,000","311,300,000"
TaxRateForCalcs,"0.21","0.21","0.21","0.202","0.223","0.135","0.162","0.112","0.4","0.16","0.222","0.225","0.226","0.236","0.236","0.249","0.3","0.289","0.323","0.312","0.322","0.33","0.335","0.351","0.4","0.378","0.385","0.385","0.4","0.4","0.4","0.397","0.384","0.369","0.387","0.4","0.38","0.368","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-137,038,860","-106,588,860","-154,351,890","-736,290","-4,530,366.213","-51,704,325","0","0","0","-12,743,040","0","0","0","0","0","-50,232,762","-36,093,120.344","-858,551.071","949,374.299","735,063.305","1,970,092.082","60,126.983","1,182,648.323","1,310,818.759","606,000","982,586.584","2,079,294.71","231,127.296","11,800,000","5,680,000","3,200,000","-1,152,743.635","15,667,200","6,460,606.867","10,724,278.116","-12,040,000","6,491,610.857","294,690.909","6,280,000","3,880,000","4,520,000"
