name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994,01/31/1993,01/31/1992,01/31/1991,01/31/1990,01/31/1989,01/31/1988,01/31/1987,01/31/1986
	OtherNonOperatingIncomeExpenses,"471,000","655,000","364,000","628,000","-796,000","1,912,000","-4,059,000","-2,708,000","-1,619,000","671,000","1,408,000","50,000","67,000","95,000",,,,,,,,,,,,,,,,,
PretaxIncome,"-139,476,000","-131,817,000","-14,679,000","45,969,000","12,592,000","21,362,000","9,631,000","448,000","-178,880,000","-29,239,000","120,557,000","128,391,000","82,070,000","121,903,000","107,929,000","55,011,000","76,244,000","49,500,000","101,825,000","85,000,000","51,000,000","59,700,000","69,800,000","54,000,000","47,500,000","24,900,000","47,300,000","52,200,000","38,300,000","28,500,000","21,600,000"
TaxProvision,"-6,769,000","-1,133,000","-2,149,000","12,600,000","1,756,000","2,072,000","-1,959,000","-27,747,000","-69,098,000","-9,691,000","46,758,000","49,544,000","32,243,000","45,669,000","41,013,000","20,354,000","28,210,000","18,315,000","37,675,000","34,000,000","20,400,000","23,600,000","27,400,000","20,500,000","18,800,000","10,200,000","18,200,000","19,900,000","16,200,000","13,900,000","10,300,000"
NetIncomeCommonStockholders,"-132,707,000","-130,684,000","-12,530,000","33,369,000","10,836,000","19,290,000","11,590,000","28,195,000","-109,782,000","-19,548,000","73,799,000","78,847,000","49,827,000","76,234,000","66,916,000","34,657,000","48,034,000","31,185,000","64,150,000","51,000,000","30,600,000","36,100,000","43,700,000","33,500,000","28,700,000","14,700,000","29,100,000","32,300,000","22,100,000","14,600,000","11,300,000"
	NetIncome,"-132,707,000","-130,684,000","-12,530,000","33,369,000","10,836,000","19,290,000","11,590,000","28,195,000","-109,782,000","-19,548,000","73,799,000","78,847,000","49,827,000","76,234,000","66,916,000","34,657,000","48,034,000","31,185,000","64,150,000","51,000,000","30,600,000","36,100,000","43,700,000","33,500,000","28,700,000","14,700,000","29,100,000","32,300,000","22,100,000","14,600,000","11,300,000"
		NetIncomeIncludingNoncontrollingInterests,"-132,707,000","-130,684,000","-12,530,000","33,369,000","10,836,000","19,290,000","11,590,000","28,195,000","-109,782,000","-19,548,000","73,799,000","78,847,000","49,827,000","76,234,000","66,916,000","34,657,000","48,034,000","31,185,000","64,150,000","51,000,000","30,600,000","36,100,000","43,700,000","33,500,000","28,700,000","14,700,000","29,100,000","32,300,000","22,100,000","14,600,000","11,300,000"
			NetIncomeContinuousOperations,"-132,707,000","-130,684,000","-12,530,000","33,369,000","10,836,000","19,290,000","11,590,000","28,195,000","-109,782,000","-19,548,000","73,799,000","78,847,000","49,827,000","76,234,000","66,916,000","34,657,000","48,034,000","31,185,000","64,150,000","51,000,000","30,600,000","36,100,000","42,400,000","33,500,000","28,700,000","14,700,000","29,100,000","32,300,000","22,100,000","14,600,000","11,300,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,"1,300,000",,,,,,,,
DilutedNIAvailtoComStockholders,"-132,707,000","-130,684,000","-12,530,000","33,369,000","10,836,000","19,290,000","11,590,000","28,195,000","-109,782,000","-19,548,000","73,799,000","78,847,000","49,827,000","76,234,000","66,916,000","34,657,000","48,034,000","31,185,000","64,150,000","51,000,000","30,600,000","36,100,000","43,700,000","33,500,000","28,700,000","14,700,000","29,100,000","32,300,000","22,100,000","14,600,000","11,300,000"
BasicEPS,"-4.16","-4.09","-0.38","1.01","0.33","0.6","0.36","0.88","-3.43","-0.61","2.31","2.467","1.661","2.541","2.27","1.15","1.6","1.02","2.01","1.54","0.89","1.03","1.22","0.92","0.77","0.38","0.73","0.81","0.56","0.37","0.29"
DilutedEPS,"-4.16","-4.09","-0.38","0.99","0.33","0.6","0.36","0.88","-3.43","-0.61","2.31","2.467","1.631","2.495","2.23","1.14","1.56","1.01","2","1.53","0.89","1.02","1.21","0.91","0.76","0.37","0.73","0.81","0.56","0.37","0.29"
BasicAverageShares,"31,533,500","31,970,000","33,108,000","32,929,000","32,566,000","32,343,000","32,190,000","32,076,000","32,021,000","31,979,000","31,957,000","31,956,521","30,004,000","30,004,000","29,476,000","30,047,000","30,085,000","30,471,000","31,851,000","33,116,883","34,382,022","35,048,544","35,819,672","36,413,043","37,272,727","38,684,211","39,863,014","39,876,543","39,464,286","39,459,459","38,965,517"
DilutedAverageShares,"31,533,500","31,970,000","33,108,000","33,681,000","32,652,000","32,345,000","32,526,000","32,110,000","32,021,000","31,979,000","32,016,000","31,956,521","30,553,000","30,553,000","29,977,000","30,422,000","30,854,000","30,763,000","32,132,000","33,333,333","34,382,022","35,392,157","36,115,702","36,813,187","37,763,158","39,729,730","39,863,014","39,876,543","39,464,286","39,459,459","38,965,517"
TotalOperatingIncomeAsReported,"-88,514,000","-77,515,000","24,725,000","79,786,000","41,142,000","45,437,000","42,599,000","29,085,000","-152,631,000","-5,084,000","139,643,000","128,341,000","82,003,000","121,808,000","113,164,000","55,011,000",,,,,,,,,,,,,,,
TotalExpenses,"1,424,045,000","1,443,323,000","1,530,704,000","1,556,838,000","1,386,306,000","1,404,764,000","1,408,993,000","1,377,592,000","1,315,391,000","1,326,562,000","1,415,710,000","1,434,535,000","1,503,924,000","1,603,819,000","1,455,898,000","1,407,272,000","1,242,666,000","1,299,107,000","1,165,061,000","1,033,600,000","980,500,000","932,200,000","799,500,000","678,100,000","633,700,000","579,400,000","498,500,000","405,200,000","298,000,000","236,500,000","205,300,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-132,707,000","-130,684,000","-12,530,000","33,369,000","10,836,000","19,290,000","11,590,000","28,195,000","-109,782,000","-19,548,000","73,799,000","78,847,000","49,827,000","76,234,000","66,916,000","34,657,000","48,034,000","31,185,000","64,150,000","51,000,000","30,600,000","36,100,000","42,400,000","33,500,000","28,700,000","14,700,000","29,100,000","32,300,000","22,100,000","14,600,000","11,300,000"
NormalizedIncome,"-24,842,838.696","-18,292,409.052","-12,530,000","33,369,000","10,836,000","19,290,000","11,590,000","28,195,000","-3,560,000","46,214,700","73,799,000","78,847,000","49,827,000","76,234,000","70,267,721.002","39,307,039.392","50,209,402.681","40,666,500","61,927,981.341","50,880,000","29,040,000","35,132,495.812","42,217,765.043","33,624,074.074","28,760,421.053","13,860,000","27,869,556.025","30,629,310.345","21,260,000","13,820,000","10,520,000"
InterestExpense,"44,767,000","48,291,000","39,768,000","34,445,000","27,754,000","25,987,000","28,909,000","25,929,000","24,630,000","24,826,000","20,494,000",,"0",,,,,,,,,,,,,,,,,,
NetInterestIncome,"-44,767,000","-48,291,000","-39,768,000","-34,445,000","-27,754,000","-25,987,000","-28,909,000","-25,929,000","-24,630,000","-24,826,000","-20,494,000",,"0",,,,,,,,,,,,,,,,,,
EBIT,"-94,709,000","-83,526,000","25,089,000","80,414,000","40,346,000","47,349,000","38,540,000","26,377,000","-154,250,000","-4,413,000","141,051,000","128,341,000","82,070,000","121,808,000","113,164,000","55,011,000","77,157,000","72,268,000","98,568,000","85,100,000","51,000,000","59,900,000","70,500,000","55,500,000","49,200,000","24,600,000","46,700,000","50,600,000","38,300,000","28,600,000","21,900,000"
EBITDA,"-57,391,000","-45,061,000","63,830,000","119,580,000","77,689,000","78,485,000","66,098,000","51,287,000","-135,247,000","12,986,000","160,754,000","149,940,000","105,191,000","144,494,000","140,110,000","78,443,000","97,872,000","90,999,000","113,695,000","98,700,000","63,500,000","70,200,000","78,800,000","63,400,000","56,600,000","31,600,000","52,000,000","54,500,000","41,500,000","31,200,000","23,800,000"
ReconciledCostOfRevenue,"803,373,000","846,981,000","961,663,000","945,164,000","821,595,000","828,309,000","835,536,000","809,474,000","759,352,000","767,189,000","819,422,000","852,539,000","881,817,000","959,611,000","934,128,000","864,036,000","748,006,000","773,392,000","690,265,000","622,800,000","600,500,000","578,900,000","520,800,000","434,900,000","402,100,000","364,300,000","318,900,000","265,600,000","187,100,000","150,400,000","133,800,000"
ReconciledDepreciation,"37,318,000","38,465,000","38,741,000","39,166,000","37,343,000","31,136,000","27,558,000","24,910,000","19,003,000","17,399,000","19,703,000","21,599,000","23,121,000","22,686,000","-26,946,000","-23,432,000","-20,715,000","-18,731,000","-15,127,000","-13,600,000","-12,500,000","-10,300,000","-8,300,000","-7,900,000","-7,400,000","-7,000,000","-5,300,000","-3,900,000","3,200,000","2,600,000","1,900,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-132,707,000","-130,684,000","-12,530,000","33,369,000","10,836,000","19,290,000","11,590,000","28,195,000","-109,782,000","-19,548,000","73,799,000","78,847,000","49,827,000","76,234,000","66,916,000","34,657,000","48,034,000","31,185,000","64,150,000","51,000,000","30,600,000","36,100,000","42,400,000","33,500,000","28,700,000","14,700,000","29,100,000","32,300,000","22,100,000","14,600,000","11,300,000"
TotalUnusualItemsExcludingGoodwill,"-113,366,000","-113,366,000","0","0",,,"0","0","-173,000,000","-98,300,000","0",,,,"-5,406,000","-7,381,000","-3,453,000","-15,050,000","3,527,000","200,000","2,600,000","1,600,000","300,000","-200,000","-100,000","1,400,000","2,000,000","2,700,000","1,400,000","1,300,000","1,300,000"
TotalUnusualItems,"-113,366,000","-113,366,000","0","0",,,"0","0","-173,000,000","-98,300,000","0",,,,"-5,406,000","-7,381,000","-3,453,000","-15,050,000","3,527,000","200,000","2,600,000","1,600,000","300,000","-200,000","-100,000","1,400,000","2,000,000","2,700,000","1,400,000","1,300,000","1,300,000"
NormalizedEBITDA,"55,975,000","68,305,000","63,830,000","119,580,000","77,689,000","78,485,000","66,098,000","51,287,000","37,753,000","111,286,000","160,754,000","149,940,000","105,191,000","144,494,000","145,516,000","85,824,000","101,325,000","106,049,000","110,168,000","98,500,000","60,900,000","68,600,000","78,500,000","63,600,000","56,700,000","30,200,000","50,000,000","51,800,000","40,100,000","29,900,000","22,500,000"
TaxRateForCalcs,"0.049","0.009","0.146","0.146","0.274","0.097","0.27","0.27","0.386","0.331","0.388","0.386","0.393","0.375","0.38","0.37","0.37","0.37","0.37","0.4","0.4","0.395","0.393","0.38","0.396","0.4","0.385","0.381","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-5,501,838.696","-974,409.052","0","0","0","0","0","0","-66,778,000","-32,537,300","0","0","0","0","-2,054,278.998","-2,730,960.608","-1,277,597.319","-5,568,500","1,304,981.341","80,000","1,040,000","632,495.812","117,765.043","-75,925.926","-39,578.947","560,000","769,556.025","1,029,310.345","560,000","520,000","520,000"
