name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011
		OtherNonCashItems,"1,728,000","5,094,000","27,426,000","48,353,000","83,287,000","67,081,000","32,450,000","36,086,000","10,799,000","23,277,000","27,830,000","48,186,000","34,894,000","39,027,000","31,023,000"
		ChangeInWorkingCapital,"150,844,000","67,676,000","-9,670,000","-147,516,000","94,903,000","91,495,000","-72,097,000","-16,106,000","186,369,000","-30,286,000","50,477,000","49,904,000","213,323,000","34,223,000","-14,169,000"
			ChangeInReceivables,"-20,994,000","-4,464,000","-13,012,000","10,186,000","26,858,000","-8,816,000","3,482,000","-19,983,000","-3,489,000","1,263,000","-8,616,000","1,573,000","-11,814,000","-1,650,000","-1,168,000"
				ChangesInAccountReceivables,"-20,994,000","-4,464,000","-13,012,000","10,186,000","26,858,000","-8,816,000","3,482,000","-19,983,000","-3,489,000","1,263,000","-8,616,000","1,573,000","-11,814,000","-1,650,000","-1,168,000"
			ChangeInInventory,"-61,191,000","94,141,000","-160,974,000","-280,220,000","36,459,000","176,430,000","-201,621,000","-50,671,000","81,048,000","5,180,000","-68,658,000","-39,862,000","2,070,000","-38,033,000","-30,933,000"
			ChangeInPrepaidAssets,"-98,968,000","-84,473,000","244,852,000","-56,363,000","-177,454,000","-13,598,000","-7,461,000","-42,855,000","-13,267,000","-6,454,000","27,546,000","-8,961,000","-11,891,000","-8,845,000","-18,272,000"
			ChangeInPayablesAndAccruedExpense,"237,833,000","-21,953,000","-125,006,000","214,792,000","104,607,000","-90,899,000","111,023,000","97,003,000","41,543,000","-23,483,000","78,695,000","42,581,000","224,121,000","85,824,000","50,659,000"
				ChangeInPayable,"237,833,000","-21,953,000","-125,006,000","214,792,000","104,607,000","-90,899,000","111,023,000","97,003,000","41,543,000","-23,483,000","78,695,000","42,581,000","224,121,000","85,824,000","50,659,000"
					ChangeInAccountPayable,"237,833,000","-21,953,000","-125,006,000","214,792,000","104,607,000","-90,899,000","111,023,000","97,003,000","41,543,000","-23,483,000","78,695,000","42,581,000","224,121,000","85,824,000","50,659,000"
			ChangeInOtherCurrentLiabilities,"91,558,000","80,774,000","44,830,000","-33,129,000","103,871,000","25,202,000","13,700,000","2,509,000","74,819,000","-10,642,000","18,958,000","51,096,000","14,795,000","6,959,000","-28,183,000"
			ChangeInOtherWorkingCapital,"2,606,000","3,651,000","-360,000","-2,782,000","562,000","3,176,000","8,780,000","-2,109,000","5,715,000","3,850,000","2,552,000","3,477,000","-3,958,000","-10,032,000","13,728,000"
InvestingCashFlow,"-688,359,000","-503,745,000","-423,142,000","-344,389,000","-274,132,000","-324,598,000","-298,508,000","-262,208,000","-180,351,000","-194,732,000","-216,506,000","-164,794,000","-165,816,000","-158,773,000","-159,962,000"
	CashFlowFromContinuingInvestingActivities,"-688,359,000","-503,745,000","-423,142,000","-344,389,000","-274,132,000","-324,598,000","-298,508,000","-262,208,000","-180,351,000","-194,732,000","-216,506,000","-164,794,000","-165,816,000","-158,773,000","-159,962,000"
		NetPPEPurchaseAndSale,"-688,359,000","-503,745,000","-423,142,000","-344,389,000","-273,282,000","-330,340,000","-298,295,000","-268,197,000","-180,219,000","-197,537,000","-220,806,000","-167,494,000","-165,816,000","-153,173,000","-132,591,000"
			PurchaseOfPPE,"-688,067,000","-517,284,000","-451,103,000","-353,043,000","-273,282,000","-330,340,000","-304,315,000","-268,197,000","-187,507,000","-201,787,000","-220,980,000","-168,267,000","-167,251,000","-153,930,000","-132,591,000"
			SaleOfPPE,,"13,539,000","27,961,000","8,654,000","0","0","6,020,000",,"7,288,000","4,250,000","174,000","773,000","1,435,000","757,000","0"
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,"0",,"240,000"
			SaleOfInvestment,,,,,,,,,,,,,"0",,"240,000"
		NetOtherInvestingChanges,,,,,"-850,000","5,742,000","-213,000","5,989,000","-132,000","2,805,000","4,300,000","2,700,000","-530,000","-5,600,000","-27,611,000"
FinancingCashFlow,"-221,420,000","-318,836,000","-391,711,000","-777,955,000","1,032,153,000","-291,627,000","-368,075,000","-293,353,000","-374,883,000","-149,104,000","-193,464,000","-34,909,000","-279,021,000","-85,760,000","-43,278,000"
	CashFlowFromContinuingFinancingActivities,"-221,420,000","-318,836,000","-391,711,000","-777,955,000","1,032,153,000","-291,627,000","-368,075,000","-293,353,000","-374,883,000","-149,104,000","-193,464,000","-34,909,000","-279,021,000","-85,760,000","-43,278,000"
		NetIssuancePaymentsOfDebt,"34,660,000","-99,064,000","-87,854,000","-535,214,000","1,105,000,000","0","-152,793,000","-5,586,000","-170,192,000","54,100,000","-188,430,000","84,690,000","-279,604,000","240,779,000","-41,800,000"
			NetLongTermDebtIssuance,"34,660,000","-99,064,000","-87,854,000","-535,214,000","1,105,000,000","0","-152,793,000","-5,586,000","-170,192,000","54,100,000","-188,430,000","84,690,000","-279,604,000","240,779,000","-41,800,000"
				LongTermDebtIssuance,,"297,069,000","0","956,608,000","1,505,000,000","1,294,400,000","1,220,200,000","2,329,707,000","2,506,908,000","1,607,400,000","2,156,500,000","1,149,800,000","576,713,000","2,515,323,000","204,200,000"
				LongTermDebtPayments,"-262,409,000","-396,133,000","-87,854,000","-1,491,822,000","-400,000,000","-1,294,400,000","-1,372,993,000","-2,335,293,000","-2,677,100,000","-1,553,300,000","-2,344,930,000","-1,065,110,000","-856,317,000","-2,274,544,000","-246,000,000"
		NetCommonStockIssuance,"-292,871,000","-243,188,000","-316,896,000","-266,628,000","-65,526,000","-323,080,000","-228,874,000","-289,777,000","-202,371,000","-201,670,000","-3,933,000","260,667,000","-7,000","-6,000","-251,000"
			CommonStockIssuance,,,,,,,,,,"0","0","260,667,000","0","0",
			CommonStockPayments,"-292,871,000","-243,188,000","-316,896,000","-266,628,000","-65,526,000","-323,080,000","-228,874,000","-289,777,000","-202,371,000","-201,670,000","-3,933,000","0","-7,000","-6,000","-251,000"
		CashDividendsPaid,,,,,,,,,,"0","0","-336,000,000","-1,711,000","-297,917,000","0"
			CommonStockDividendPaid,,,,,,,,,,"0","0","-336,000,000","-1,711,000","-297,917,000","0"
		ProceedsFromStockOptionExercised,"30,373,000","18,783,000","20,592,000","39,887,000","34,924,000","34,222,000","16,306,000","9,173,000","4,484,000","2,100,000","2,514,000","2,527,000","2,760,000","2,024,000","0"
		NetOtherFinancingCharges,"6,418,000","4,633,000","-7,553,000","-16,000,000","-42,245,000","-2,769,000","-2,714,000","-7,163,000","-6,804,000","-3,634,000","-3,615,000","-46,793,000","-459,000","-30,640,000","-1,227,000"
EndCashPosition,"659,910,000","925,359,000","879,205,000","1,097,673,000","1,386,858,000","409,656,000","134,156,000","161,086,000","109,397,000","20,915,000","25,349,000","132,984,000","43,336,000","35,664,000","30,214,000"
	ChangesInCash,"138,936,000","46,154,000","-218,468,000","-289,185,000","977,202,000","275,500,000","-26,930,000","51,689,000","60,682,000","-4,434,000","-107,635,000","89,648,000","7,672,000","5,450,000","5,464,000"
	BeginningCashPosition,"520,974,000","879,205,000","1,097,673,000","1,386,858,000","409,656,000","134,156,000","161,086,000","109,397,000","48,715,000","25,349,000","132,984,000","43,336,000","35,664,000","30,214,000","24,750,000"
IncomeTaxPaidSupplementalData,"152,010,000","86,237,000",,"130,247,000","44,993,000","110,588,000","75,650,000","109,581,000","68,962,000","84,676,000","74,363,000","2,769,000","4,191,000","5,697,000","41,505,000"
InterestPaidSupplementalData,"83,559,000","88,148,000","51,445,000","52,671,000","48,392,000","47,071,000","52,173,000","49,092,000","51,590,000","57,376,000","100,047,000","111,533,000","108,180,000","102,304,000","79,187,000"
CapitalExpenditure,"-688,067,000","-517,284,000","-451,103,000","-353,043,000","-273,282,000","-330,340,000","-304,315,000","-268,197,000","-187,507,000","-201,787,000","-220,980,000","-168,267,000","-167,251,000","-153,930,000","-132,591,000"
IssuanceOfCapitalStock,,,,,,,,,,"0","0","260,667,000","0","0",
IssuanceOfDebt,,"297,069,000","0","956,608,000","1,505,000,000","1,294,400,000","1,220,200,000","2,329,707,000","2,506,908,000","1,607,400,000","2,156,500,000","1,149,800,000","576,713,000","2,515,323,000","204,200,000"
RepaymentOfDebt,"-262,409,000","-396,133,000","-87,854,000","-1,491,822,000","-400,000,000","-1,294,400,000","-1,372,993,000","-2,335,293,000","-2,677,100,000","-1,553,300,000","-2,344,930,000","-1,065,110,000","-856,317,000","-2,274,544,000","-246,000,000"
RepurchaseOfCapitalStock,"-292,871,000","-243,188,000","-316,896,000","-266,628,000","-65,526,000","-323,080,000","-228,874,000","-289,777,000","-202,371,000","-201,670,000","-3,933,000","0","-7,000","-6,000","-251,000"
FreeCashFlow,"360,648,000","351,451,000","145,282,000","480,116,000","-54,101,000","561,385,000","335,338,000","339,053,000","428,409,000","137,615,000","81,355,000","121,084,000","285,258,000","96,053,000","76,113,000"
