name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
	InterestExpenseNonOperating,"2,355,000,000","2,354,000,000","2,277,000,000","2,311,000,000","1,202,000,000","286,000,000","172,000,000","99,769,000","50,917,000","61,558,000","30,734,000","15,681,000","16,069,000"
	TotalOtherFinanceCost,,,,,,,,"99,769,000","50,917,000","61,558,000",,,
OtherIncomeExpense,"-195,000,000","-272,000,000","-161,000,000","-680,000,000","-506,000,000","-37,000,000","-34,000,000","-149,909,000","-10,175,000","34,647,000","-4,165,000","11,936,000","-9,927,000"
	GainOnSaleOfSecurity,,,,,,"8,765,000","-2,587,000",,,"35,582,000",,,
	EarningsFromEquityInterest,,,,,,"-2,441,000","-213,000","-367,000","0","3,460,000","2,705,000","3,355,000","-8,952,000"
	SpecialIncomeCharges,"-224,000,000","-282,000,000","-207,000,000","-482,000,000","-682,000,000","-46,000,000","-31,000,000","-149,542,000","-10,175,000","-4,395,000","-6,870,000","8,581,000","-975,000"
		RestructuringAndMergernAcquisition,"-43,000,000","-13,000,000","14,000,000","144,000,000","270,000,000","37,000,000","17,000,000","92,777,000","9,184,000","2,452,000","7,411,000","3,173,000","0"
		ImpairmentOfCapitalAssets,,,"108,000,000","102,000,000","215,000,000","958,000","14,000,000","38,016,000","0","0",,,
		WriteOff,,"95,000,000","108,000,000","102,000,000","215,000,000","1,000,000","13,602,000","38,016,000","0","0",,,
		OtherSpecialCharges,"54,000,000","200,000,000","85,000,000","236,000,000","197,000,000","8,000,000","162,000","38,430,000","155,000","1,937,000","-625,000","-11,980,000","777,000"
		GainOnSaleOfBusiness,,,,,,"49,575,000","-835,000","-319,000",,,,,
		GainOnSaleOfPPE,,,,,,"0","4,165,000","20,000,000","-836,000","-6,000","-84,000","-226,000","-198,000"
	OtherNonOperatingIncomeExpenses,"29,000,000","10,000,000","46,000,000","-198,000,000","176,000,000","9,000,000","-3,000,000","-92,777,000",,,,,
PretaxIncome,"-120,000,000","-60,000,000","-565,000,000","-1,269,000,000","-1,606,000,000","125,000,000","135,000,000","-43,389,000","37,628,000","44,603,000","-12,554,000","18,897,000","-991,000"
TaxProvision,"88,000,000","-888,000,000","-41,000,000","-283,000,000","132,000,000","44,000,000","40,000,000","-116,769,000","13,101,000","-69,580,000","1,768,000",,"0"
NetIncomeCommonStockholders,"-278,000,000","786,000,000","-899,000,000","-1,019,000,000","-1,757,000,000","81,000,000","95,000,000","73,380,000","24,527,000","114,183,000","-14,425,000","18,897,000","-991,000"
	NetIncome,"-278,000,000","786,000,000","-899,000,000","-1,019,000,000","-1,757,000,000","81,000,000","95,000,000","73,380,000","24,527,000","114,183,000","-14,425,000","18,897,000","-991,000"
		NetIncomeIncludingNoncontrollingInterests,"-208,000,000","828,000,000","-910,000,000","-1,016,000,000","-1,758,000,000","81,000,000","95,000,000","73,380,000","24,527,000","114,183,000","-14,322,000","18,897,000","-991,000"
			NetIncomeContinuousOperations,"-208,000,000","828,000,000","-524,000,000","-986,000,000","-1,738,000,000","81,000,000","95,000,000","73,380,000","24,527,000","114,183,000","-14,322,000","18,897,000","-991,000"
			NetIncomeDiscontinuousOperations,,"0","-386,000,000","-30,000,000","-20,000,000","0","0",,,,,,
		MinorityInterests,"-70,000,000","-42,000,000","11,000,000","-3,000,000","1,000,000","0","0",,"0","0","-103,000","0","0"
DilutedNIAvailtoComStockholders,"-278,000,000","786,000,000","-899,000,000","-1,019,000,000","-1,757,000,000","81,000,000","95,000,000","73,380,000","24,527,000","114,183,000","-14,425,000","18,897,000","-991,000"
BasicEPS,"-1.29","3.65","-4.19","-4.83","-13.5","1.04","1.23","1.1","0.53","2.45","-0.48","0.407","-0.021"
DilutedEPS,"-1.29","3.64","-4.19","-4.83","-13.5","1.03","1.22","1.09","0.52","2.43","-0.48","0.407","-0.021"
BasicAverageShares,"215,500,000","215,000,000","214,000,000","211,000,000","130,000,000","77,677,265","77,458,902","67,133,531","47,033,311","46,550,042","29,901,405","46,411,632","46,411,632"
DilutedAverageShares,"216,000,000","216,000,000","214,000,000","211,000,000","130,000,000","78,593,819","78,282,101","68,102,814","47,701,562","47,008,980","29,901,405","46,411,632","46,411,632"
TotalOperatingIncomeAsReported,"2,251,000,000","2,472,000,000","1,739,000,000","1,460,000,000","-383,000,000","410,000,000","310,000,000","94,810,000","88,700,000","72,516,000","17,555,000","22,582,000","15,841,000"
TotalExpenses,"8,970,000,000","8,974,000,000","8,960,000,000","7,864,000,000","3,526,000,000","2,080,000,000","1,715,000,000","1,274,509,000","801,745,000","648,270,000","339,478,000","224,560,000","229,749,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-278,000,000","786,000,000","-899,000,000","-1,019,000,000","-1,757,000,000","81,000,000","95,000,000","73,380,000","24,527,000","114,183,000","-14,425,000","18,897,000","-991,000"
NormalizedIncome,"-101,040,000","1,008,780,000","-321,021,238.938","-614,490,937.746","-1,239,140,000","110,808,000","116,762,000","163,105,200","31,161,100","95,470,800","-8,523,670","13,319,350","-16,000"
InterestIncome,"9,000,000","12,000,000","12,000,000","16,000,000",,,,,,"0","18,000","16,000","14,000"
InterestExpense,"2,355,000,000","2,354,000,000","2,277,000,000","2,311,000,000","1,202,000,000","286,000,000","172,000,000","99,769,000","50,917,000","61,558,000","30,734,000","15,681,000","16,069,000"
NetInterestIncome,"-2,346,000,000","-2,342,000,000","-2,265,000,000","-2,295,000,000","-1,202,000,000","-286,000,000","-172,000,000","-99,769,000","-50,917,000","-61,558,000","-30,734,000","-15,665,000","-16,055,000"
EBIT,"2,235,000,000","2,294,000,000","1,712,000,000","1,042,000,000","-404,000,000","411,000,000","307,000,000","56,380,000","88,545,000","106,161,000","18,180,000","34,578,000","15,078,000"
EBITDA,"3,526,000,000","3,555,000,000","2,917,000,000","2,168,000,000","179,000,000","633,000,000","464,000,000","162,271,000","151,994,000","163,082,000","46,823,000","51,609,000","32,729,000"
ReconciledCostOfRevenue,"5,411,000,000","5,395,000,000","5,401,000,000","4,647,000,000","1,846,000,000","1,289,000,000","1,131,000,000","813,668,000","546,806,000","446,783,000","225,498,000","146,076,000","148,438,000"
ReconciledDepreciation,"1,291,000,000","1,261,000,000","1,205,000,000","1,126,000,000","583,000,000","222,000,000","157,000,000","105,891,000","63,449,000","56,921,000","28,643,000","17,031,000","17,651,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-278,000,000","786,000,000","-513,000,000","-989,000,000","-1,737,000,000","81,000,000","95,000,000","73,380,000","24,527,000","114,183,000","-14,425,000","18,897,000","-991,000"
TotalUnusualItemsExcludingGoodwill,"-224,000,000","-282,000,000","-207,000,000","-482,000,000","-682,000,000","-46,000,000","-31,000,000","-149,542,000","-10,175,000","31,187,000","-6,870,000","8,581,000","-975,000"
TotalUnusualItems,"-224,000,000","-282,000,000","-207,000,000","-482,000,000","-682,000,000","-46,000,000","-31,000,000","-149,542,000","-10,175,000","31,187,000","-6,870,000","8,581,000","-975,000"
NormalizedEBITDA,"3,750,000,000","3,837,000,000","3,124,000,000","2,650,000,000","861,000,000","679,000,000","495,000,000","311,813,000","162,169,000","131,895,000","53,693,000","43,028,000","33,704,000"
TaxRateForCalcs,"0.21","0.21","0.073","0.223","0.27","0.352","0.298","0.4","0.348","0.4","0.141","0.35","0"
TaxEffectOfUnusualItems,"-47,040,000","-59,220,000","-15,021,238.938","-107,490,937.746","-184,140,000","-16,192,000","-9,238,000","-59,816,800","-3,540,900","12,474,800","-968,670","3,003,350","0"
