name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
	InterestIncomeNonOperating,"6,456,000","4,900,000","4,763,000","1,971,000","2,491,000","2,545,000","2,521,000","2,347,000","4,224,000","2,340,000","2,301,000","1,992,000","2,441,000","2,245,000","1,941,000","1,543,000","3,185,000",,,"1,582,000","901,000","298,000",,,,,,,,,,
	InterestExpenseNonOperating,"219,488,000","201,668,000","157,720,000","144,768,000","161,126,000","139,975,000","122,129,000","91,349,000","70,931,000","57,129,000","53,290,000","49,074,000","40,200,000","28,165,000","39,273,000","45,176,000","26,138,000",,,"5,062,000","4,700,000","6,864,000",,,,,,,,,,
OtherIncomeExpense,"11,439,000","15,142,000","-2,879,000","7,543,000","5,704,000","7,033,000","-1,489,000","1,406,000","4,692,000","1,134,000","2,797,000","2,539,000","1,887,000","-22,275,000","-6,971,000","2,912,000","-10,132,000","1,983,000","2,699,000","2,025,000","1,078,000","1,333,000","940,000","626,000","1,053,000","1,000,000","1,200,000","600,000","1,200,000","500,000","500,000","400,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,"-4,237,000",,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,"0","0","-18,828,000","-9,261,000","2,912,000","-10,132,000","1,983,000","2,699,000","2,025,000","1,078,000","1,333,000","940,000","626,000","1,053,000","1,000,000","1,200,000","600,000","1,200,000","500,000","500,000","400,000"
		WriteOff,,,,,,,,,,,,"0","0","21,626,000","0",,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,"-2,798,000","9,261,000",,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"11,439,000","15,142,000","-2,879,000","7,543,000","5,704,000","7,033,000","-1,489,000","1,406,000","4,692,000","1,134,000","2,797,000","2,539,000","1,887,000","790,000","2,290,000",,,,,"2,025,000","1,078,000","1,333,000",,,,,,,,,,
PretaxIncome,"3,030,144,000","3,004,750,000","2,798,655,000","2,781,914,000","2,266,405,000","1,790,329,000","1,694,087,000","1,637,804,000","1,637,191,000","1,460,366,000","1,222,182,000","1,058,942,000","941,521,000","815,773,000","689,373,000","496,898,000","302,532,000","307,488,000","282,265,000","251,069,000","187,737,000","160,042,000","130,982,000","106,727,000","83,159,000","73,000,000","50,000,000","37,500,000","30,100,000","22,300,000","17,600,000","12,800,000"
TaxProvision,"657,727,000","658,169,000","626,005,000","617,229,000","514,103,000","399,287,000","369,600,000","504,000,000","599,500,000","529,150,000","444,000,000","388,650,000","355,775,000","308,100,000","270,000,000","189,400,000","116,300,000","113,500,000","104,180,000","86,803,000","70,063,000","59,955,000","48,990,000","40,375,000","31,451,000","27,400,000","19,200,000","14,400,000","11,100,000","8,200,000","6,500,000","4,600,000"
NetIncomeCommonStockholders,"2,372,417,000","2,346,581,000","2,172,650,000","2,164,685,000","1,752,302,000","1,391,042,000","1,324,487,000","1,133,804,000","1,037,691,000","931,216,000","778,182,000","670,292,000","585,746,000","507,673,000","419,373,000","307,498,000","186,232,000","193,988,000","178,085,000","164,266,000","139,566,000","100,087,000","81,992,000","66,352,000","51,708,000","45,600,000","30,800,000","23,100,000","19,000,000","14,100,000","11,100,000","8,200,000"
	NetIncome,"2,372,417,000","2,346,581,000","2,172,650,000","2,164,685,000","1,752,302,000","1,391,042,000","1,324,487,000","1,133,804,000","1,037,691,000","931,216,000","778,182,000","670,292,000","585,746,000","507,673,000","419,373,000","307,498,000","186,232,000","193,988,000","178,085,000","164,266,000","139,566,000","100,087,000","81,992,000","66,352,000","51,708,000","45,600,000","30,800,000","23,100,000","19,000,000","14,100,000","11,100,000","8,200,000"
		NetIncomeIncludingNoncontrollingInterests,"2,372,417,000","2,346,581,000","2,172,650,000","2,164,685,000","1,752,302,000","1,391,042,000","1,324,487,000","1,133,804,000","1,037,691,000","931,216,000","778,182,000","670,292,000","585,746,000","507,673,000","419,373,000","307,498,000","186,232,000","193,988,000","178,085,000","164,266,000","139,566,000","100,087,000","81,992,000","66,352,000","51,708,000","45,600,000","30,800,000","23,100,000","19,000,000","14,100,000","11,100,000","8,200,000"
			NetIncomeContinuousOperations,"2,372,417,000","2,346,581,000","2,172,650,000","2,164,685,000","1,752,302,000","1,391,042,000","1,324,487,000","1,133,804,000","1,037,691,000","931,216,000","778,182,000","670,292,000","585,746,000","507,673,000","419,373,000","307,498,000","186,232,000","193,988,000","178,085,000","164,266,000","117,674,000","100,087,000","81,992,000","66,352,000","51,708,000","45,600,000","30,800,000","23,100,000","19,000,000","14,100,000","11,100,000","8,200,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,"21,892,000",,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,"0","21,892,000","0",,,,,,,,,,
DilutedNIAvailtoComStockholders,"2,372,417,000","2,346,581,000","2,172,650,000","2,164,685,000","1,752,302,000","1,391,042,000","1,324,487,000","1,133,804,000","1,037,691,000","931,216,000","778,182,000","670,292,000","585,746,000","507,673,000","419,373,000","307,498,000","186,232,000","193,988,000","178,085,000","164,266,000","139,566,000","100,087,000","81,992,000","66,352,000","51,708,000","45,600,000","30,800,000","23,100,000","19,000,000","14,100,000","11,100,000","8,200,000"
BasicEPS,"40.02","38.8","33.75","31.39","23.74","18.07","16.27","12.82","10.87","9.32","7.46","6.14","4.83","3.77","3.02","2.26","1.5","1.69","1.57","1.47","1.27","0.93","0.77","0.635","0.505","0.47","0.18","0.275","0.228","0.025","0.02","0.016"
DilutedEPS,"39.73","38.47","33.44","31.1","23.53","17.88","16.1","12.67","10.73","9.17","7.34","6.03","4.75","3.71","2.95","2.23","1.48","1.67","1.55","1.45","1.25","0.92","0.765","0.63","0.5","0.46","0.178","0.273","0.228","0.025","0.02","0.016"
BasicAverageShares,"59,237,500","60,475,000","64,372,000","68,967,000","73,817,000","76,985,000","81,406,000","88,426,000","95,447,000","99,965,000","104,262,000","109,244,000","121,182,000","134,667,000","138,654,000","136,230,000","124,526,000","114,667,000","113,253,000","111,613,000","110,020,000","107,816,000","106,228,000","104,242,000","102,336,000","97,348,000","169,904,000","84,172,000","83,456,000","82,896,000","69,432,000","68,984,000"
DilutedAverageShares,"59,684,000","60,998,000","64,962,000","69,611,000","74,462,000","77,788,000","82,280,000","89,502,000","96,720,000","101,514,000","106,041,000","111,101,000","123,314,000","136,983,000","141,992,000","137,882,000","125,413,000","116,080,000","115,119,000","113,385,000","111,423,000","109,060,000","107,384,000","105,572,000","103,456,000","99,430,000","172,816,000","85,108,000","83,456,000","82,896,000","69,432,000","68,984,000"
TotalOperatingIncomeAsReported,"3,231,737,000","3,186,376,000","2,954,491,000","2,917,168,000","2,419,336,000","1,920,726,000","1,815,184,000","1,725,400,000","1,699,206,000","1,514,021,000","1,270,374,000","1,103,485,000","977,393,000","866,766,000","712,776,000","537,619,000","335,617,000","305,151,000","282,315,000","252,524,000","190,458,000","165,275,000","138,301,000","113,831,000","90,029,000","76,900,000","56,900,000","37,100,000","28,800,000","22,000,000","17,200,000","12,600,000"
TotalExpenses,"13,052,099,000","12,625,874,000","11,455,369,000","10,410,395,000","9,185,157,000","8,229,259,000","7,721,244,000","7,252,326,000","6,893,890,000","6,452,653,000","5,945,707,000","5,545,752,000","5,204,791,000","4,924,848,000","4,663,849,000","4,309,443,000","3,240,936,000","2,217,168,000","2,000,907,000","1,792,794,000","1,530,783,000","1,346,541,000","1,174,189,000","978,281,000","800,392,000","677,200,000","559,400,000","279,300,000","230,400,000","179,500,000","149,900,000","124,600,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"2,372,417,000","2,346,581,000","2,172,650,000","2,164,685,000","1,752,302,000","1,391,042,000","1,324,487,000","1,133,804,000","1,037,691,000","931,216,000","778,182,000","670,292,000","585,746,000","507,673,000","419,373,000","307,498,000","186,232,000","193,988,000","178,085,000","164,266,000","117,674,000","100,087,000","81,992,000","66,352,000","51,708,000","45,600,000","30,800,000","23,100,000","19,000,000","14,100,000","11,100,000","8,200,000"
NormalizedIncome,"2,372,417,000","2,346,581,000","2,172,650,000","2,164,685,000","1,752,302,000","1,391,042,000","1,324,487,000","1,133,804,000","1,037,691,000","931,216,000","778,182,000","670,292,000","585,746,000","522,019,430","425,003,688","305,695,951.741","192,469,034.839","192,736,965.15","176,382,162.542","162,941,110.627","117,674,000","100,087,000","81,403,579.606","65,962,816.832","51,053,247.971","44,975,342.466","30,060,800","22,730,400","18,242,524.917","13,783,856.502","10,784,659.091","7,943,750"
InterestIncome,"6,456,000","4,900,000","4,763,000","1,971,000","2,491,000","2,545,000","2,521,000","2,347,000","4,224,000","2,340,000","2,301,000","1,992,000","2,441,000","2,245,000","1,941,000","1,543,000","3,185,000",,,"1,582,000","901,000","298,000",,,,,,,,,,
InterestExpense,"219,488,000","201,668,000","157,720,000","144,768,000","161,126,000","139,975,000","122,129,000","91,349,000","70,931,000","57,129,000","53,290,000","49,074,000","40,200,000","28,165,000","39,273,000","45,176,000","26,138,000",,,"5,062,000","4,700,000","6,864,000",,,,,,,,,,
NetInterestIncome,"-213,032,000","-196,768,000","-152,957,000","-142,797,000","-158,635,000","-137,430,000","-119,608,000","-89,002,000","-66,707,000","-54,789,000","-50,989,000","-47,082,000","-37,759,000","-25,920,000","-37,332,000","-43,633,000","-22,953,000",,,"-3,480,000","-3,799,000","-6,566,000",,,,,,,,,,
EBIT,"3,249,632,000","3,206,418,000","2,956,375,000","2,926,682,000","2,427,531,000","1,930,304,000","1,816,216,000","1,729,153,000","1,708,122,000","1,517,495,000","1,275,472,000","1,108,016,000","981,721,000","843,938,000","728,646,000","542,074,000","328,670,000","305,151,000","282,315,000","252,524,000","192,437,000","166,906,000","138,301,000","113,831,000","90,029,000","76,900,000","56,900,000","37,100,000","28,800,000","22,000,000","17,200,000","12,600,000"
EBITDA,"3,689,905,000","3,615,479,000","3,314,308,000","3,254,899,000","2,742,166,000","2,201,179,000","2,075,153,000","1,962,998,000","1,925,988,000","1,727,751,000","1,469,677,000","1,291,196,000","1,158,827,000","1,009,818,000","890,088,000","690,253,000","441,668,000","384,094,000","347,253,000","309,752,000","246,762,000","209,280,000","175,208,000","144,375,000","114,841,000","94,800,000","69,100,000","45,400,000","34,900,000","26,000,000","20,400,000","15,400,000"
ReconciledCostOfRevenue,"7,953,712,000","7,707,447,000","7,028,154,000","6,307,614,000","5,518,801,000","4,755,294,000","4,496,462,000","4,257,043,000","4,084,085,000","3,804,031,000","3,507,180,000","3,280,236,000","3,084,766,000","2,951,467,000","2,776,533,000","2,520,534,000","1,948,627,000","1,401,859,000","1,276,511,000","1,152,815,000","978,076,000","873,481,000","759,090,000","624,294,000","482,908,000","410,900,000","346,200,000","173,500,000","144,700,000","112,800,000","94,600,000","79,300,000"
ReconciledDepreciation,"440,273,000","409,061,000","357,933,000","328,217,000","314,635,000","270,875,000","258,937,000","233,845,000","217,866,000","210,256,000","194,205,000","183,180,000","177,106,000","165,880,000","161,442,000","148,179,000","112,998,000","78,943,000","64,938,000","57,228,000","54,325,000","42,374,000","36,907,000","30,544,000","24,812,000","17,900,000","12,200,000","8,300,000","6,100,000","4,000,000","3,200,000","2,800,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"2,372,417,000","2,346,581,000","2,172,650,000","2,164,685,000","1,752,302,000","1,391,042,000","1,324,487,000","1,133,804,000","1,037,691,000","931,216,000","778,182,000","670,292,000","585,746,000","507,673,000","419,373,000","307,498,000","186,232,000","193,988,000","178,085,000","164,266,000","117,674,000","100,087,000","81,992,000","66,352,000","51,708,000","45,600,000","30,800,000","23,100,000","19,000,000","14,100,000","11,100,000","8,200,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,"0","0","-23,065,000","-9,261,000","2,912,000","-10,132,000","1,983,000","2,699,000","2,025,000","1,078,000","1,333,000","940,000","626,000","1,053,000","1,000,000","1,200,000","600,000","1,200,000","500,000","500,000","400,000"
TotalUnusualItems,,,,,,,,,,,,"0","0","-23,065,000","-9,261,000","2,912,000","-10,132,000","1,983,000","2,699,000","2,025,000","1,078,000","1,333,000","940,000","626,000","1,053,000","1,000,000","1,200,000","600,000","1,200,000","500,000","500,000","400,000"
NormalizedEBITDA,"3,689,905,000","3,615,479,000","3,314,308,000","3,254,899,000","2,742,166,000","2,201,179,000","2,075,153,000","1,962,998,000","1,925,988,000","1,727,751,000","1,469,677,000","1,291,196,000","1,158,827,000","1,032,883,000","899,349,000","687,341,000","451,800,000","382,111,000","344,554,000","307,727,000","246,762,000","209,280,000","174,268,000","143,749,000","113,788,000","93,800,000","67,900,000","44,800,000","33,700,000","25,500,000","19,900,000","15,000,000"
TaxRateForCalcs,"0.217","0.219","0.224","0.222","0.227","0.223","0.218","0.308","0.366","0.362","0.363","0.367","0.378","0.378","0.392","0.381","0.384","0.369","0.369","0.346","0.373","0.375","0.374","0.378","0.378","0.375","0.384","0.384","0.369","0.368","0.369","0.359"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","-8,718,570","-3,630,312","1,109,951.741","-3,894,965.161","731,965.15","996,162.542","700,110.627","0","0","351,579.606","236,816.832","398,247.971","375,342.466","460,800","230,400","442,524.917","183,856.502","184,659.091","143,750"
