name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994
	InterestIncomeNonOperating,,"23,631,000","2,041,000","2,343,000","3,119,000","10,638,000","9,530,000","4,879,000","1,879,000","943,000","2,319,000","2,713,000","2,126,000","5,120,000","4,669,000","6,290,000","11,504,000",,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,"7,662,000","1,315,000","1,104,000","3,405,000","1,202,000","1,751,000",,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-1,304,000","-10,561,000","-6,070,000","-5,174,000","-173,000","-15,552,000","-3,539,000","-3,405,000","-2,307,000","-4,491,000","-4,254,000","-2,026,000","-839,000","-1,014,000","-1,664,000","-868,000","-1,449,000","60,000","-362,000","-788,000","-751,000","-926,000","-823,000","-594,000","-572,000","-4,507,000","-531,000","1,600,000","1,300,000","1,300,000","1,100,000","200,000"
	SpecialIncomeCharges,,"-6,404,000","0","0","0","-13,911,000","0","0",,,,,,,"-1,664,000","-868,000","-1,449,000","60,000","-362,000","-788,000","-751,000","-926,000","-823,000","-594,000","-572,000","-4,507,000","-531,000","1,600,000","1,300,000","1,300,000","1,100,000","200,000"
		ImpairmentOfCapitalAssets,,"6,404,000","0","0","0","13,911,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"5,100,000","-4,157,000","-6,070,000","-5,174,000","-173,000","-1,641,000","-3,539,000","-3,405,000","-2,307,000","-4,491,000","-4,254,000","-2,026,000","-839,000","-1,014,000","-1,664,000","-868,000",,,,,,,,,,,,,,,,
PretaxIncome,"407,142,000","381,607,000","221,279,000","404,631,000","3,513,000","239,720,000","385,553,000","261,366,000","338,099,000","350,031,000","363,450,000","427,518,000","375,572,000","288,831,000","417,208,000","344,406,000","309,490,000","234,395,000","170,158,000","212,397,000","150,192,000","81,304,000","46,073,000","25,222,000","17,787,000","34,849,000","26,712,000","23,600,000","22,700,000","21,100,000","18,600,000","13,500,000"
TaxProvision,"97,127,000","93,933,000","61,580,000","94,015,000","2,277,000","71,624,000","87,550,000","153,103,000","119,979,000","125,542,000","131,022,000","145,158,000","138,258,000","103,580,000","144,250,000","124,513,000","110,126,000","74,164,000","53,952,000","81,601,000","59,703,000","32,928,000","18,660,000","10,215,000","7,292,000","16,169,000","10,952,000","9,700,000","9,400,000","8,800,000","7,800,000","5,700,000"
NetIncomeCommonStockholders,"310,015,000","287,674,000","159,699,000","310,616,000","1,236,000","168,096,000","298,003,000","108,263,000","218,120,000","224,489,000","232,428,000","282,360,000","237,314,000","185,251,000","272,958,000","219,893,000","199,364,000","160,231,000","116,206,000","130,796,000","90,489,000","48,376,000","27,413,000","15,007,000","10,495,000","18,680,000","15,760,000","13,900,000","13,300,000","12,300,000","10,800,000","7,800,000"
	NetIncome,"310,015,000","287,674,000","159,699,000","310,616,000","1,236,000","168,096,000","298,003,000","108,263,000","218,120,000","224,489,000","232,428,000","282,360,000","237,314,000","185,251,000","272,958,000","219,893,000","199,364,000","160,231,000","116,206,000","130,796,000","90,489,000","48,376,000","27,413,000","15,007,000","10,495,000","18,680,000","15,760,000","13,900,000","13,300,000","12,300,000","10,800,000","7,800,000"
		NetIncomeIncludingNoncontrollingInterests,"310,015,000","287,674,000","159,699,000","310,616,000","1,236,000","168,096,000","298,003,000","108,263,000","218,120,000","224,489,000","232,428,000","282,360,000","237,314,000","185,251,000","272,958,000","219,893,000","199,364,000","160,231,000","116,206,000","130,796,000","90,489,000","48,376,000","27,413,000","15,007,000","10,495,000","18,680,000","15,760,000","13,900,000","13,300,000","12,300,000","10,800,000","7,800,000"
			NetIncomeContinuousOperations,"310,015,000","287,674,000","159,699,000","310,616,000","1,236,000","168,096,000","298,003,000","108,263,000","218,120,000","224,489,000","232,428,000","282,360,000","237,314,000","185,251,000","272,958,000","219,893,000","199,364,000","160,231,000","116,206,000","130,796,000","90,489,000","48,376,000","27,413,000","15,007,000","10,495,000","18,680,000","15,760,000","13,900,000","13,300,000","12,300,000","10,800,000","7,800,000"
DilutedNIAvailtoComStockholders,"310,015,000","287,674,000","159,699,000","310,616,000","1,236,000","168,096,000","298,003,000","108,263,000","218,120,000","224,489,000","232,428,000","282,360,000","237,314,000","185,251,000","272,958,000","219,893,000","199,364,000","160,231,000","116,206,000","130,796,000","90,489,000","48,376,000","27,413,000","15,007,000","10,495,000","18,680,000","15,760,000","13,900,000","13,300,000","12,300,000","10,800,000","7,800,000"
BasicEPS,"3.34","3.1","1.71","3.17","0.01","1.68","2.75","0.97","1.87","1.79","1.7","1.92","1.63","1.2","1.64","1.31","1.2","0.97","0.71","0.8","0.56","0.31","0.18","0.109","0.075","0.134","0.111","0.099","0.095","0.09","0.08","0.065"
DilutedEPS,"3.27","3.05","1.7","3.13","0.01","1.67","2.72","0.96","1.86","1.78","1.68","1.89","1.62","1.19","1.6","1.28","1.17","0.94","0.69","0.77","0.54","0.3","0.18","0.108","0.075","0.131","0.11","0.098","0.094","0.088","0.078","0.061"
BasicAverageShares,"92,941,348","92,697,751","93,199,874","98,022,583","97,817,651","99,833,011","108,303,594","111,887,308","116,873,023","125,232,499","136,651,899","147,014,869","145,253,691","154,025,589","166,896,322","168,053,502","166,793,062","165,305,207","164,679,786","163,717,726","161,419,898","157,069,852","151,105,824","138,148,920","138,057,488","140,255,768","141,623,376","140,609,624","140,000,000","136,666,667","135,000,000","120,000,000"
DilutedAverageShares,"94,735,342","94,327,785","94,144,062","99,268,705","98,522,776","100,588,677","109,706,007","112,367,924","117,291,117","126,013,414","138,192,734","149,225,906","146,663,731","156,191,289","170,333,550","171,230,245","170,860,605","169,640,585","168,652,005","169,936,041","167,303,450","161,662,276","155,107,616","139,507,656","138,198,640","142,754,848","143,432,872","142,750,984","141,866,667","140,571,429","139,354,839","127,346,939"
TotalOperatingIncomeAsReported,"386,073,000","369,795,000","226,623,000","408,566,000","3,972,000","231,925,000","381,313,000","259,892,000","338,527,000","353,579,000","365,385,000","426,831,000","374,285,000","284,725,000","414,203,000","338,984,000","299,435,000","224,945,000","163,989,000","207,699,000","148,366,000","80,706,000","45,399,000","25,498,000","17,878,000","37,565,000","25,117,000","22,021,000","21,400,000","19,800,000","17,500,000","13,300,000"
TotalExpenses,"4,927,582,000","4,777,038,000","4,568,621,000","4,140,197,000","3,445,777,000","3,737,953,000","3,569,310,000","3,356,122,000","3,207,267,000","3,091,555,000","2,957,692,000","2,659,777,000","2,420,640,000","2,189,076,000","1,859,899,000","1,598,831,000","1,535,183,000","1,282,779,000","1,060,728,000","884,408,000","679,384,000","467,655,000","377,355,000","323,460,000","277,455,000","240,548,000","184,748,000","151,100,000","135,000,000","113,200,000","92,600,000","71,200,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"310,015,000","287,674,000","159,699,000","310,616,000","1,236,000","168,096,000","298,003,000","108,263,000","218,120,000","224,489,000","232,428,000","282,360,000","237,314,000","185,251,000","272,958,000","219,893,000","199,364,000","160,231,000","116,206,000","130,796,000","90,489,000","48,376,000","27,413,000","15,007,000","10,495,000","18,680,000","15,760,000","13,900,000","13,300,000","12,300,000","10,800,000","7,800,000"
NormalizedIncome,"314,891,274.273","292,502,616","159,699,000","310,616,000","1,236,000","177,847,611","298,003,000","108,263,000","218,120,000","224,489,000","232,428,000","282,360,000","237,314,000","185,251,000","272,958,000","219,893,000","200,297,401.519","160,189,984.364","116,453,220.654","131,281,257.551","90,941,469.1","48,931,600","27,906,800","15,363,400","10,838,200","21,384,200","16,078,600","12,940,000","12,520,000","11,520,000","10,140,000","7,680,000"
InterestIncome,,"23,631,000","2,041,000","2,343,000","3,119,000","10,638,000","9,530,000","4,879,000","1,879,000","943,000","2,319,000","2,713,000","2,126,000","5,120,000","4,669,000","6,290,000","11,504,000",,,,,,,,,,,,,,,
InterestExpense,,"7,662,000","1,315,000","1,104,000","3,405,000","1,202,000","1,751,000",,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,,"15,969,000","726,000","1,239,000","-286,000","9,436,000","7,779,000","4,879,000","1,879,000","943,000","2,319,000","2,713,000","2,126,000","5,120,000","4,669,000","6,290,000","11,504,000",,,,,,,,,,,,,,,
EBIT,"405,547,000","389,269,000","222,594,000","405,735,000","6,918,000","240,922,000","387,304,000","259,892,000","338,527,000","353,579,000","365,385,000","426,831,000","374,285,000","284,725,000","414,203,000","338,984,000","299,435,000","224,945,000","163,989,000","207,699,000","148,366,000","80,706,000","45,399,000","25,498,000","17,878,000","37,565,000","25,117,000","22,021,000","21,400,000","19,800,000","17,500,000","13,300,000"
EBITDA,"517,115,000","491,756,000","324,933,000","511,407,000","110,689,000","353,178,000","505,290,000","388,300,000","473,857,000","496,301,000","503,495,000","559,495,000","492,949,000","392,837,000","515,308,000","431,334,000","381,384,000","294,962,000","219,702,000","247,039,000","180,224,000","105,716,000","65,349,000","40,960,000","29,875,000","46,232,000","30,738,000","26,621,000","24,900,000","22,700,000","19,600,000","14,800,000"
ReconciledCostOfRevenue,"3,529,797,000","3,437,833,000","3,368,028,000","3,054,813,000","2,587,843,000","2,743,963,000","2,603,911,000","2,440,507,000","2,301,181,000","2,243,232,000","2,148,147,000","1,925,266,000","1,763,394,000","1,613,265,000","1,337,482,000","1,151,670,000","1,121,140,000","930,952,000","772,796,000","643,501,000","489,000,000","334,888,000","271,963,000","235,311,000","188,005,000","164,792,000","125,434,000","108,000,000","95,800,000","62,600,000","50,700,000","39,000,000"
ReconciledDepreciation,"111,568,000","102,487,000","102,339,000","105,672,000","103,771,000","112,256,000","117,986,000","128,408,000","135,330,000","142,722,000","138,110,000","132,664,000","118,664,000","108,112,000","101,105,000","92,350,000","81,949,000","70,017,000","55,713,000","39,340,000","31,858,000","25,010,000","19,950,000","15,462,000","11,997,000","8,667,000","5,621,000","4,600,000","3,500,000","2,900,000","2,100,000","1,500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"310,015,000","287,674,000","159,699,000","310,616,000","1,236,000","168,096,000","298,003,000","108,263,000","218,120,000","224,489,000","232,428,000","282,360,000","237,314,000","185,251,000","272,958,000","219,893,000","199,364,000","160,231,000","116,206,000","130,796,000","90,489,000","48,376,000","27,413,000","15,007,000","10,495,000","18,680,000","15,760,000","13,900,000","13,300,000","12,300,000","10,800,000","7,800,000"
TotalUnusualItemsExcludingGoodwill,"-6,404,000","-6,404,000","0","0","0","-13,911,000","0","0",,,,,,,"-1,664,000","-868,000","-1,449,000","60,000","-362,000","-788,000","-751,000","-926,000","-823,000","-594,000","-572,000","-4,507,000","-531,000","1,600,000","1,300,000","1,300,000","1,100,000","200,000"
TotalUnusualItems,"-6,404,000","-6,404,000","0","0","0","-13,911,000","0","0",,,,,,,"-1,664,000","-868,000","-1,449,000","60,000","-362,000","-788,000","-751,000","-926,000","-823,000","-594,000","-572,000","-4,507,000","-531,000","1,600,000","1,300,000","1,300,000","1,100,000","200,000"
NormalizedEBITDA,"523,519,000","498,160,000","324,933,000","511,407,000","110,689,000","367,089,000","505,290,000","388,300,000","473,857,000","496,301,000","503,495,000","559,495,000","492,949,000","392,837,000","515,308,000","431,334,000","382,833,000","294,902,000","220,064,000","247,827,000","180,975,000","106,642,000","66,172,000","41,554,000","30,447,000","50,739,000","31,269,000","25,021,000","23,600,000","21,400,000","18,500,000","14,600,000"
TaxRateForCalcs,"0.239","0.246","0.278","0.232","0.27","0.299","0.227","0.27","0.355","0.359","0.36","0.34","0.368","0.359","0.346","0.362","0.356","0.316","0.317","0.384","0.398","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-1,527,725.727","-1,575,384","0","0","0","-4,159,389","0","0","0","0","0","0","0","0","0","0","-515,598.481","18,984.364","-114,779.346","-302,742.449","-298,530.9","-370,400","-329,200","-237,600","-228,800","-1,802,800","-212,400","640,000","520,000","520,000","440,000","80,000"
