name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994
		StockBasedCompensation,"30,508,000","30,508,000","29,449,000","25,741,000","20,300,000","21,109,000","18,104,000","14,517,000","18,291,000","15,623,000","16,736,000","15,742,000","10,892,000","3,068,000","10,725,000","4,766,000","3,637,000",,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,"-350,000","-6,194,000","-3,822,000","-9,540,000","-6,713,000","-8,995,000","-12,847,000","-6,438,000","-13,434,000",,,,,,,,,,,,,,,
		OtherNonCashItems,"204,134,000","202,265,000","193,863,000","193,032,000","197,088,000","190,652,000",,,,,,,,,,,"-9,797,000","-4,064,000","-1,897,000",,,,"-1,000",,,,,,"-100,000","100,000",,"500,000"
		ChangeInWorkingCapital,"-267,816,000","-172,728,000","-347,443,000","-273,048,000","-38,586,000","-249,836,000","16,909,000","28,095,000","40,304,000","12,790,000","-62,099,000","28,066,000","12,659,000","6,559,000","21,780,000","12,323,000","-10,656,000","30,634,000","20,661,000","-27,996,000","16,356,000","318,000","1,898,000","3,160,000","207,000","-3,653,000","6,437,000","1,200,000","-7,100,000","900,000","-4,100,000","-2,000,000"
			ChangeInReceivables,"262,000","3,708,000","-7,103,000","26,029,000","-1,223,000","-7,825,000","-4,012,000","-21,744,000","20,934,000","-13,820,000","-18,393,000","-15,368,000","-2,917,000","-251,000","1,835,000","-1,825,000","-10,726,000","-5,462,000","-6,371,000","-6,002,000","-1,635,000","-3,437,000","887,000","-753,000","1,399,000","84,000","-314,000","-1,600,000","-1,400,000","-200,000","-600,000","-300,000"
			ChangeInInventory,"-18,564,000","38,785,000","-22,286,000","-181,898,000","22,381,000","-39,101,000","-21,696,000","-8,644,000","-9,963,000","26,739,000","-68,992,000","-27,713,000","-32,237,000","-20,817,000","-43,372,000","-15,544,000","-272,000","-17,430,000","-13,416,000","-41,597,000","-35,651,000","-13,125,000","-8,735,000","-6,348,000","-7,918,000","-4,987,000","-4,753,000","-200,000","-6,500,000","-100,000","-3,400,000","-1,700,000"
			ChangeInPrepaidAssets,"-53,594,000","-53,532,000","-31,257,000","-10,209,000","-25,239,000","-16,308,000","8,605,000","12,967,000","-10,359,000","3,811,000","-23,257,000","2,985,000","16,057,000","6,317,000","14,825,000","-25,619,000","9,210,000","-22,441,000","6,848,000","-14,201,000","-6,231,000","-5,148,000","-2,718,000","1,120,000",,,,,,,,
			ChangeInPayablesAndAccruedExpense,"36,470,000","74,185,000","-49,593,000","124,840,000","152,905,000","22,661,000","34,012,000","45,516,000","39,692,000","-3,940,000","48,543,000","68,162,000","31,756,000","21,310,000","48,492,000","55,311,000","-8,868,000","75,967,000","33,600,000","33,804,000","59,873,000","22,028,000","12,464,000","9,141,000","6,519,000","4,516,000","11,030,000","2,800,000","2,300,000","1,800,000","1,900,000","2,100,000"
				ChangeInPayable,,,"-49,593,000","124,840,000","152,905,000","22,661,000","34,012,000","45,516,000","39,692,000","-3,940,000","48,543,000","68,162,000","31,756,000","21,310,000","48,492,000","55,311,000",,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,"207,000","-3,266,000","474,000","200,000","-1,500,000","-600,000","-2,000,000","-2,100,000"
			ChangeInOtherCurrentLiabilities,"-232,390,000","-235,874,000","-237,204,000","-231,810,000","-187,410,000","-209,263,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-404,743,000","-521,648,000","-32,011,000","-487,664,000","-101,900,000","-186,145,000","-244,498,000","-121,380,000","-234,622,000","-26,765,000","194,834,000","-462,222,000","-333,988,000","55,292,000","-35,535,000","-494,766,000","-56,907,000","-188,902,000","-201,408,000","-143,675,000","-130,933,000","-118,901,000","-91,241,000","-22,002,000","-17,547,000","-33,641,000","-27,667,000","-7,800,000","-17,500,000","-5,100,000","-15,600,000","-12,900,000"
	CashFlowFromContinuingInvestingActivities,"-404,743,000","-521,648,000","-32,011,000","-487,664,000","-101,900,000","-186,145,000","-244,498,000","-121,380,000","-234,622,000","-26,765,000","194,834,000","-462,222,000","-333,988,000","55,292,000","-35,535,000","-494,766,000","-56,907,000","-188,902,000","-201,408,000","-143,675,000","-130,933,000","-118,901,000","-91,241,000","-22,002,000","-17,547,000","-33,641,000","-27,667,000","-7,800,000","-17,500,000","-5,100,000","-15,600,000","-12,900,000"
		NetPPEPurchaseAndSale,"-219,962,000","-199,625,000","-199,513,000","-262,429,000","-159,242,000","-217,433,000","-114,924,000","-83,813,000","-143,714,000","-134,950,000","-229,804,000","-186,101,000","-168,875,000","-190,010,000","-143,642,000","-109,260,000","-112,553,000","-115,370,000","-212,029,000","-123,961,000","-75,141,000","-43,455,000","-28,886,000","-22,309,000","-36,877,000","-38,149,000","-21,521,000","-6,300,000","-12,000,000","-6,200,000","-8,400,000","-3,200,000"
			PurchaseOfPPE,"-219,962,000","-199,625,000","-199,513,000","-262,429,000","-159,242,000","-217,433,000","-114,924,000","-83,813,000","-143,714,000","-134,950,000","-229,804,000","-186,101,000","-168,875,000","-190,010,000","-143,642,000","-109,260,000","-112,553,000","-115,370,000","-212,029,000","-127,730,000","-75,141,000","-43,455,000","-28,886,000","-22,309,000","-36,877,000","-38,149,000","-21,521,000","-6,300,000","-12,000,000","-6,200,000","-8,400,000","-3,200,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,"3,769,000",,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,,,,,"0","0","-15,325,000","0","0",,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,,,,,,,"0","0","-15,325,000","0","0",,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-184,781,000","-302,023,000","167,502,000","-225,235,000","57,342,000","31,288,000","-129,574,000","-37,567,000","-75,583,000","108,185,000","424,638,000","-276,121,000","-165,113,000","245,302,000","108,107,000","-385,506,000","55,646,000","-73,532,000","10,621,000","-19,714,000","-55,792,000","-75,446,000","-62,355,000","307,000","19,330,000","5,108,000","-2,392,000","-1,500,000","-5,500,000","1,100,000","-7,200,000","-9,700,000"
			PurchaseOfInvestment,"-586,371,000","-649,389,000","-109,148,000","-505,936,000","-338,918,000","-397,220,000","-396,646,000","-281,385,000","-318,742,000","-265,872,000","-405,659,000","-727,987,000","-372,689,000","-169,467,000","-463,129,000","-806,546,000","-809,039,000","-293,633,000","-182,653,000","-416,018,000","-586,093,000","-406,098,000","-119,065,000",,"-600,000","-12,159,000","-14,178,000","-17,400,000","-22,900,000","-8,400,000","-7,200,000","-9,700,000"
			SaleOfInvestment,"401,590,000","347,366,000","276,650,000","280,701,000","396,260,000","428,508,000","267,072,000","243,818,000","243,159,000","374,057,000","830,297,000","451,866,000","207,576,000","414,769,000","571,236,000","421,040,000","864,685,000","220,101,000","193,274,000","396,304,000","530,301,000","330,652,000","56,710,000","307,000","19,930,000","17,267,000","11,786,000","15,900,000","17,400,000","9,500,000",,
		NetOtherInvestingChanges,,"-20,000,000",,,,,,,,,,,,,,,,,,,,,,,,"-600,000","-3,754,000",,,,,
FinancingCashFlow,"-71,919,000","-12,132,000","-118,400,000","-60,265,000","-10,417,000","-222,047,000","-118,024,000","-159,226,000","-193,743,000","-279,024,000","-600,907,000","33,666,000","37,384,000","-532,347,000","-167,742,000","9,688,000","22,325,000","12,341,000","-9,056,000","15,230,000","6,917,000","8,542,000","47,042,000","1,281,000","-1,412,000","-3,145,000","-657,000","1,100,000","3,000,000","400,000","400,000","12,200,000"
	CashFlowFromContinuingFinancingActivities,"-71,919,000","-12,132,000","-118,400,000","-60,265,000","-10,417,000","-222,047,000","-118,024,000","-159,226,000","-193,743,000","-279,024,000","-600,907,000","33,666,000","37,384,000","-532,347,000","-167,742,000","9,688,000","22,325,000","12,341,000","-9,056,000","15,230,000","6,917,000","8,542,000","47,042,000","1,281,000","-1,412,000","-3,145,000","-657,000","1,100,000","3,000,000","400,000","400,000","12,200,000"
		NetIssuancePaymentsOfDebt,,,"0","0","0","0","0","0","-150,000,000","150,000,000","0",,,,,,,,,,,,,,,,,,,,,"-1,300,000"
			NetLongTermDebtIssuance,,,"0","0","0","0","0","0","-150,000,000","150,000,000","0",,,,,,,,,,,,,,,,,,,,,
				LongTermDebtIssuance,,,"0","0","220,000,000","0","0","0","0","291,612,000","0",,,,,,,,,,,,,,,,,,,,,
				LongTermDebtPayments,,,"0","0","-220,000,000","0","0","0","-150,000,000","-141,612,000","0",,,,,,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,"-52,262,000","0","-112,016,000","-55,765,000","-10,912,000","-223,021,000","-131,642,000","-159,226,000","-47,839,000","-475,424,000","-615,422,000","-11,092,000","0","-545,478,000","-204,718,000","0","8,891,000","5,000,000","-14,450,000","15,230,000","6,917,000","8,542,000","47,042,000","1,281,000","-1,412,000","-3,145,000","-657,000","1,100,000","3,000,000","400,000","400,000","13,500,000"
			CommonStockIssuance,,,,,,,,,,,,,,,,,"8,891,000","5,000,000","6,351,000","15,230,000","6,917,000","8,542,000","47,042,000","1,281,000",,"5,570,000","1,597,000","1,100,000","3,000,000","500,000","400,000","13,700,000"
			CommonStockPayments,"-52,262,000","0","-112,016,000","-55,765,000","-10,912,000","-223,021,000","-131,642,000","-159,226,000","-47,839,000","-475,424,000","-615,422,000","-11,092,000","0","-545,478,000","-204,718,000","0",,,"-20,801,000",,,,,,"-1,412,000","-8,715,000","-2,254,000",,,"-100,000",,"-200,000"
		ProceedsFromStockOptionExercised,"851,000","594,000","376,000","3,290,000","495,000","974,000","13,618,000","0","4,096,000","46,400,000","10,693,000","35,218,000","30,671,000","4,136,000","24,129,000","3,250,000","8,891,000",,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"-20,508,000","-12,726,000","-6,760,000","-7,790,000",,,,,"350,000","6,194,000","3,822,000","9,540,000","6,713,000","8,995,000","12,847,000","6,438,000","13,434,000","7,341,000","5,394,000",,,,,,,,,,,,,
EndCashPosition,"210,060,000","178,321,000","201,260,000","206,575,000","395,635,000","221,839,000","358,260,000","282,220,000","248,140,000","265,276,000","154,558,000","242,058,000","245,327,000","145,273,000","340,257,000","159,024,000","316,035,000","105,271,000","27,267,000","49,912,000","29,731,000","3,319,000","33,127,000","28,251,000","16,286,000","12,727,000","25,165,000","26,700,000","0","0","0","0"
	ChangesInCash,"-14,684,000","-24,369,000","-7,682,000","-188,610,000","173,497,000","-134,299,000","84,102,000","22,453,000","-13,113,000","113,825,000","-83,752,000","-5,401,000","99,076,000","-194,353,000","181,836,000","-159,684,000","216,988,000","77,792,000","-23,347,000","20,746,000","25,979,000","-30,206,000","4,231,000","12,019,000","3,921,000","-12,525,000","-1,080,000","12,200,000","-5,500,000","11,000,000","-6,400,000","7,300,000"
	EffectOfExchangeRateChanges,"-931,000","1,430,000","2,367,000","-450,000","299,000","-2,122,000","-8,062,000","11,627,000","-4,023,000","-3,107,000","-3,748,000","2,132,000","978,000","-631,000","-603,000","2,673,000","-6,224,000","212,000","702,000","-565,000","433,000","398,000","645,000","-54,000","-362,000","87,000","-467,000",,,,,
	BeginningCashPosition,"224,744,000","201,260,000","206,575,000","395,635,000","221,839,000","358,260,000","282,220,000","248,140,000","265,276,000","154,558,000","242,058,000","245,327,000","145,273,000","340,257,000","159,024,000","316,035,000","105,271,000","27,267,000","49,912,000","29,731,000","3,319,000","33,127,000","28,251,000","16,286,000","12,727,000","25,165,000","26,712,000","14,600,000","20,100,000","9,100,000","15,500,000","8,300,000"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,,,,,,,,,,,,,,,"-25,000,000","-100,000","-14,600,000","-20,100,000","-9,100,000","-15,600,000"
IncomeTaxPaidSupplementalData,"70,126,000","55,164,000","50,759,000","111,632,000","25,572,000","74,429,000","102,211,000","83,986,000","111,958,000","99,359,000","144,892,000","159,628,000","103,006,000","120,847,000","121,341,000","137,490,000","115,040,000",,,,,,,,,,,,,,,
CapitalExpenditure,"-219,962,000","-199,625,000","-199,513,000","-262,429,000","-159,242,000","-217,433,000","-114,924,000","-83,813,000","-143,714,000","-134,950,000","-229,804,000","-186,101,000","-168,875,000","-190,010,000","-143,642,000","-109,260,000","-112,553,000","-115,370,000","-212,029,000","-127,730,000","-75,141,000","-43,455,000","-28,886,000","-22,309,000","-36,877,000","-38,149,000","-21,521,000","-6,300,000","-12,000,000","-6,200,000","-8,400,000","-3,200,000"
IssuanceOfCapitalStock,,,,,,,,,,,,,,,,,"8,891,000","5,000,000","6,351,000","15,230,000","6,917,000","8,542,000","47,042,000","1,281,000",,"5,570,000","1,597,000","1,100,000","3,000,000","500,000","400,000","13,700,000"
IssuanceOfDebt,,,"0","0","220,000,000","0","0","0","0","291,612,000","0",,,,,,,,,,,,,,,,,,,,,
RepaymentOfDebt,,,"0","0","-220,000,000","0","0","0","-150,000,000","-141,612,000","0",,,,,,,,,,,,,,,,,,,,,
RepurchaseOfCapitalStock,"-52,262,000","0","-112,016,000","-55,765,000","-10,912,000","-223,021,000","-131,642,000","-159,226,000","-47,839,000","-475,424,000","-615,422,000","-11,092,000","0","-545,478,000","-204,718,000","0",,,"-20,801,000",,,,,,"-1,412,000","-8,715,000","-2,254,000",,,"-100,000",,"-200,000"
FreeCashFlow,"242,016,000","309,786,000","-56,784,000","96,890,000","126,572,000","56,460,000","331,700,000","219,246,000","271,538,000","284,664,000","92,517,000","237,054,000","226,805,000","92,692,000","241,471,000","216,134,000","139,017,000","138,983,000","-24,912,000","21,461,000","74,854,000","36,698,000","19,544,000","10,431,000","-13,997,000","-13,888,000","5,723,000","12,600,000","-3,000,000","9,500,000","400,000","4,800,000"
