name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
			SaleOfInvestment,"323,264,000","309,451,000","277,520,000","590,630,000","495,848,000","461,098,000","284,943,000","137,340,000","80,704,000","23,592,000","20,588,000","2,761,000","1,350,000"
		NetOtherInvestingChanges,,,"-6,456,000","-1,937,000","-880,000","-1,963,000","-35,494,000",,,,"-5,341,000","0",
FinancingCashFlow,"-758,554,000","-656,533,000","-506,484,000","452,749,000","119,282,000","359,607,000","144,006,000","6,555,000","-524,000","195,664,000","45,237,000","-103,000","42,972,000"
	CashFlowFromContinuingFinancingActivities,"-758,554,000","-656,533,000","-506,484,000","452,749,000","119,282,000","359,607,000","144,006,000","6,555,000","-524,000","195,664,000","45,237,000","-103,000","42,972,000"
		NetIssuancePaymentsOfDebt,"-6,214,000","-6,368,000","-6,351,000","947,236,000","503,621,000","639,167,000","328,779,000","-13,681,000","-6,086,000","-3,377,000","-1,480,000","-1,265,000","-1,387,000"
			NetLongTermDebtIssuance,"-6,214,000","-6,368,000","-6,351,000","947,236,000","503,621,000","639,167,000","328,779,000","-13,681,000","-6,086,000","-3,377,000","-1,480,000","-1,265,000","-1,387,000"
				LongTermDebtIssuance,,"0","0","1,000,000,000","650,000,000","650,000,000","345,000,000","0","0",,,,
				LongTermDebtPayments,"-6,214,000","-6,368,000","-6,351,000","-52,764,000","-146,379,000","-10,833,000","-16,221,000","-13,681,000","-6,086,000","-3,377,000","-1,480,000","-1,265,000","-1,387,000"
		NetCommonStockIssuance,"-698,657,000","-576,968,000","-425,727,000","-302,774,000","-268,653,000","-176,985,000","-134,647,000","-10,301,000","0","199,467,000","35,000,000","-188,000","-60,000"
			CommonStockIssuance,,,,,,,,"0","0","199,467,000","35,000,000","0","0"
			CommonStockPayments,"-698,657,000","-576,968,000","-425,727,000","-302,774,000","-268,653,000","-176,985,000","-134,647,000","-10,301,000","0","0","0","-188,000","-60,000"
		NetPreferredStockIssuance,,,,,,,,,,,"0",,"39,785,000"
			PreferredStockIssuance,,,,,,,,,,,"0",,"39,785,000"
		ProceedsFromStockOptionExercised,"11,208,000","14,228,000","15,024,000","22,706,000","25,319,000","9,791,000","18,253,000","33,838,000","10,568,000","3,626,000","7,956,000","1,328,000","4,634,000"
		NetOtherFinancingCharges,"-64,891,000","-87,425,000","-89,430,000","-214,419,000","-141,005,000","-112,366,000","-68,379,000","-3,301,000","-5,006,000","-4,052,000","3,761,000","22,000",
EndCashPosition,"763,666,000","914,323,000","926,619,000","785,537,000","1,249,440,000","448,634,000","372,326,000","320,783,000","186,933,000","271,244,000","69,659,000","36,795,000","34,935,000"
	ChangesInCash,"-83,187,000","-24,327,000","147,104,000","-453,669,000","786,859,000","78,154,000","57,538,000","137,492,000","-87,990,000","205,536,000","36,601,000","1,414,000","23,779,000"
	EffectOfExchangeRateChanges,"-4,455,000","12,031,000","-6,022,000","-10,234,000","13,947,000","-1,846,000","-5,995,000","-3,642,000","-1,662,000","-3,951,000","-3,737,000","446,000","-27,000"
	BeginningCashPosition,"846,853,000","926,619,000","785,537,000","1,249,440,000","448,634,000","372,326,000","320,783,000","186,933,000","276,585,000","69,659,000","36,795,000","34,935,000","11,183,000"
IncomeTaxPaidSupplementalData,"48,693,000","42,676,000","41,679,000","94,160,000","8,535,000","2,084,000","966,000","1,003,000","10,559,000","7,604,000","217,000","206,000","264,000"
InterestPaidSupplementalData,,"9,315,000","9,534,000","6,054,000","3,405,000","3,206,000","10,002,000","7,555,000","2,000,000","1,346,000","342,000","233,000","431,000"
CapitalExpenditure,"-43,454,000","-39,908,000","-37,199,000","-30,107,000","-7,110,000","-15,278,000","-20,556,000","-13,156,000","-47,750,000","-20,835,000","-9,584,000","-17,072,000","-13,946,000"
IssuanceOfCapitalStock,,,,,,,,"0","0","199,467,000","35,000,000","0","39,785,000"
IssuanceOfDebt,,"0","0","1,000,000,000","650,000,000","650,000,000","345,000,000","0","0",,,,
RepaymentOfDebt,"-6,214,000","-6,368,000","-6,351,000","-52,764,000","-146,379,000","-10,833,000","-16,221,000","-13,681,000","-6,086,000","-3,377,000","-1,480,000","-1,265,000","-1,387,000"
RepurchaseOfCapitalStock,"-698,657,000","-576,968,000","-425,727,000","-302,774,000","-268,653,000","-176,985,000","-134,647,000","-10,301,000","0","0","0","-188,000","-60,000"
FreeCashFlow,"690,251,000","665,605,000","646,413,000","621,444,000","671,846,000","191,642,000","178,369,000","55,945,000","214,000","12,320,000","2,503,000","-530,000","-4,262,000"
