name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
				AvailableForSaleSecurities,,"45,500,000","440,800,000","118,300,000","144,300,000","67,000,000","98,000,000","224,983,000","272,959,000","271,724,000","351,675,000","325,892,000","148,414,000",,,,
		NonCurrentDeferredAssets,"1,474,400,000","1,087,600,000","765,600,000","550,000,000","463,300,000","437,600,000","146,900,000","182,745,000","119,216,000","72,564,000","30,058,000","48,525,000","46,523,000","42,986,000","37,414,000","5,161,000","7,401,000"
			NonCurrentDeferredTaxesAssets,"868,800,000","569,400,000","342,300,000","245,200,000","226,300,000","255,000,000","146,900,000","182,745,000","119,216,000","72,564,000","30,058,000","48,525,000","46,523,000","37,443,000","31,671,000","0",
		OtherNonCurrentAssets,"150,000,000","202,000,000","235,800,000","63,200,000","60,000,000","20,800,000","19,900,000","16,867,000","14,393,000","10,530,000","4,820,000","4,051,000","6,896,000","1,272,000","1,195,000","2,058,000","252,000"
TotalLiabilitiesNetMinorityInterest,"7,722,300,000","6,509,600,000","5,120,700,000","3,188,500,000","2,536,800,000","2,067,800,000","1,668,500,000","1,302,260,000","1,035,133,000","748,808,000","582,704,000","464,563,000","376,393,000","312,968,000","244,761,000","204,334,000","164,117,000"
	CurrentLiabilities,"3,719,000,000","3,078,400,000","2,318,100,000","1,829,500,000","1,455,800,000","1,256,400,000","1,027,200,000","829,440,000","678,670,000","496,456,000","413,061,000","319,304,000","266,864,000","218,382,000","180,565,000","150,268,000","121,734,000"
		PayablesAndAccruedExpenses,"870,300,000","729,100,000","540,700,000","436,700,000","300,000,000","290,500,000","233,400,000","184,098,000","164,018,000","127,527,000","119,397,000","72,036,000","59,936,000","48,734,000","40,028,000","31,971,000","32,116,000"
			Payables,"204,300,000","243,400,000","148,400,000","141,600,000","96,400,000","114,600,000","91,400,000","70,320,000","69,879,000","52,636,000","57,020,000","24,598,000","19,768,000","12,761,000","10,987,000","7,004,000","9,377,000"
				AccountsPayable,"204,300,000","243,400,000","148,400,000","141,600,000","96,400,000","86,400,000","70,000,000","56,732,000","61,500,000","49,947,000","35,599,000","20,816,000","19,768,000","12,761,000","10,987,000","7,004,000","8,460,000"
				TotalTaxPayable,,,,,"4,100,000","28,200,000","21,400,000","13,588,000","8,379,000","2,689,000","21,421,000","3,782,000",,,,"0","917,000"
					IncomeTaxPayable,,,,,"4,100,000","28,200,000","21,400,000","13,588,000","8,379,000","2,689,000","21,421,000","3,782,000",,,,"0","917,000"
			CurrentAccruedExpenses,"666,000,000","485,700,000","392,300,000","295,100,000","203,600,000","175,900,000","142,000,000","113,778,000","94,139,000","74,891,000","62,377,000","47,438,000","40,168,000","35,973,000","29,041,000","24,967,000","22,739,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,"145,900,000","101,800,000","98,400,000","92,000,000","78,138,000","61,111,000","45,875,000","34,997,000","28,957,000","24,197,000",,,"12,839,000","10,071,000"
		CurrentDeferredLiabilities,"2,848,700,000","2,349,300,000","1,777,400,000","1,392,800,000","1,155,800,000","965,900,000","793,800,000","645,342,000","514,652,000","368,929,000","293,664,000","247,268,000","206,928,000","169,648,000","140,537,000","118,297,000","89,618,000"
			CurrentDeferredRevenue,"2,848,700,000","2,349,300,000","1,777,400,000","1,392,800,000","1,155,800,000","965,900,000","793,800,000","645,342,000","514,652,000","368,929,000","293,664,000","247,268,000","206,928,000","169,648,000","140,537,000","118,297,000","89,618,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"4,003,300,000","3,431,200,000","2,802,600,000","1,359,000,000","1,081,000,000","811,400,000","641,300,000","472,820,000","356,463,000","252,352,000","169,643,000","145,259,000","109,529,000","94,586,000","64,196,000","54,066,000","42,383,000"
		LongTermDebtAndCapitalLeaseObligation,"992,300,000","990,400,000","988,400,000",,,,,,,,,,,,,,
			LongTermDebt,"992,300,000","990,400,000","988,400,000",,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"2,886,300,000","2,291,000,000","1,675,500,000","1,212,500,000","953,300,000","720,900,000","542,500,000","390,007,000","276,651,000","189,828,000","138,964,000","115,917,000","87,905,000","82,983,000","61,393,000","53,320,000","41,637,000"
			NonCurrentDeferredRevenue,"2,886,300,000","2,291,000,000","1,675,500,000","1,212,500,000","953,300,000","720,900,000","542,500,000","390,007,000","276,651,000","189,828,000","138,964,000","115,917,000","87,905,000","82,983,000","61,393,000","53,320,000","41,637,000"
		TradeandOtherPayablesNonCurrent,,"67,800,000","79,500,000","90,300,000","82,800,000","77,500,000","90,200,000","68,551,000","60,624,000","45,139,000","30,208,000","28,778,000",,,,,
		OtherNonCurrentLiabilities,"124,700,000","149,800,000","59,200,000","56,200,000","44,900,000","13,000,000","8,600,000","14,262,000","19,188,000","17,385,000","471,000","564,000","21,624,000","11,603,000","2,803,000","746,000","746,000"
TotalEquityGrossMinorityInterest,"-463,400,000","-281,600,000","798,400,000","856,000,000","1,342,400,000","1,010,200,000","589,400,000","837,681,000","755,377,000","675,966,000","585,760,000","510,934,000","358,354,000","232,454,000","142,452,000","-5,229,000","-18,925,000"
	StockholdersEquity,"-463,400,000","-281,600,000","781,700,000","856,000,000","1,342,400,000","1,010,200,000","589,400,000","837,681,000","755,377,000","675,966,000","585,760,000","510,934,000","358,354,000","232,454,000","142,452,000","-5,229,000","-18,925,000"
		CapitalStock,"800,000","800,000","800,000","200,000","200,000","200,000","200,000","173,000","171,000","166,000","161,000","162,000","156,000","75,000","67,000","94,389,000","94,388,000"
			PreferredStock,,,,,,,,,,,,,,,"0","94,368,000","94,368,000"
			CommonStock,"800,000","800,000","800,000","200,000","200,000","200,000","200,000","173,000","171,000","166,000","161,000","162,000","156,000","75,000","67,000","21,000","20,000"
		AdditionalPaidInCapital,"1,416,400,000","1,284,200,000","1,253,600,000","1,207,200,000","1,180,300,000","1,068,300,000","909,600,000","800,653,000","687,658,000","562,504,000","462,644,000","400,075,000","317,026,000","251,920,000","204,268,000","20,833,000","13,418,000"
		RetainedEarnings,"-1,861,700,000","-1,546,400,000","-467,900,000","-352,100,000","160,800,000","-57,500,000","-319,600,000","37,620,000","68,481,000","113,645,000","121,863,000","110,601,000","43,765,000","-18,727,000","-59,972,000","-120,151,000","-127,514,000"
		TreasuryStock,,,,,,,,,,,"0","2,995,000","2,995,000","2,995,000","2,995,000","0","0"
		GainsLossesNotAffectingRetainedEarnings,"-18,900,000","-20,200,000","-4,800,000","700,000","1,100,000","-800,000","-800,000","-765,000","-933,000","-349,000","1,092,000","3,091,000","402,000","2,181,000","1,084,000","-300,000","783,000"
			OtherEquityAdjustments,"-18,900,000","-20,200,000","-4,800,000","700,000","1,100,000","-800,000","-800,000","-765,000","-933,000","-349,000","1,092,000","3,091,000","402,000",,,"-300,000","783,000"
	MinorityInterest,,"0","16,700,000","0",,,,,,,,,,,,,
TotalCapitalization,"528,900,000","708,800,000","1,770,100,000","856,000,000","1,342,400,000","1,010,200,000","589,400,000","837,681,000","755,377,000","675,966,000","585,760,000","510,934,000","358,354,000","232,454,000","142,452,000","-5,229,000","-18,925,000"
PreferredStockEquity,,,,,,,,,,,,,,,,"94,368,000","94,368,000"
CommonStockEquity,"-463,400,000","-281,600,000","781,700,000","856,000,000","1,342,400,000","1,010,200,000","589,400,000","837,681,000","755,377,000","675,966,000","585,760,000","510,934,000","358,354,000","232,454,000","142,452,000","-99,597,000","-113,293,000"
NetTangibleAssets,"-625,200,000","-465,600,000","593,000,000","731,400,000","1,244,100,000","949,900,000","558,500,000","798,300,000","733,045,000","670,310,000","576,047,000","508,817,000","356,976,000","232,454,000","142,452,000","-5,229,000","-18,925,000"
WorkingCapital,"709,300,000","732,000,000","1,282,500,000","910,900,000","1,313,200,000","964,500,000","689,600,000","709,276,000","591,873,000","508,925,000","322,485,000","249,970,000","256,706,000","201,776,000","161,652,000","38,193,000","12,862,000"
InvestedCapital,"528,900,000","708,800,000","1,770,100,000","856,000,000","1,342,400,000","1,010,200,000","589,400,000","837,681,000","755,377,000","675,966,000","585,760,000","510,934,000","358,354,000","232,454,000","142,452,000","-99,597,000","-113,293,000"
TangibleBookValue,"-625,200,000","-465,600,000","593,000,000","731,400,000","1,244,100,000","949,900,000","558,500,000","798,300,000","733,045,000","670,310,000","576,047,000","508,817,000","356,976,000","232,454,000","142,452,000","-99,597,000","-113,293,000"
TotalDebt,"992,300,000","990,400,000","988,400,000",,,,,,,,,,,,,,
ShareIssued,"761,000,000","781,500,000","810,000,000","812,500,000","858,500,000","849,000,000","839,450,000","865,390,000","856,995,000","832,215,000","807,675,000","808,785,000","782,005,000","750,850,000","675,170,000","643,939,690","643,939,690"
OrdinarySharesNumber,"761,000,000","781,500,000","810,000,000","812,500,000","858,500,000","849,000,000","839,450,000","865,390,000","856,995,000","832,215,000","807,675,000","801,740,000","774,960,000","743,810,000","668,130,000","643,939,690","643,939,690"
TreasurySharesNumber,,,,,,,,,,,,"7,045,000","7,045,000","7,040,000","7,040,000",,
