name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,"0","0","23,184,463.61",,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,"-95,800,000","-93,800,000","-83,200,000","-81,006,000","-64,456,000",,,,,"-22,249,144.82","-24,400,511.12","-27,141,971.18",,,,,,,,,,,
OperatingIncome,"7,800,300,000","9,042,300,000","6,500,700,000","6,536,400,000","4,051,500,000","2,790,800,000","2,965,300,000","2,343,900,000","1,664,700,000","1,481,900,000","1,201,229,000","983,492,000","1,156,774,000","1,641,216,000","1,250,699,000","-163,125,000","287,045,000","815,985,711.83","862,613,395.82","448,775,249.99","372,775,522.8","-130,318,585.69","-93,980,948.43","-637,468,265.08","488,584,696.98","85,366,561","88,250,310","204,181,614","152,418,259","100,920,354"
NetNonOperatingInterestIncomeExpense,"26,600,000","41,200,000","-44,600,000","-44,600,000","-34,900,000","-25,000,000","-28,300,000","-50,300,000","33,700,000","-16,500,000","-8,600,000","-24,471,000","-6,196,000","7,419,000","-8,176,000","-8,425,000","22,599,000",,,,,,,,,,,,,
	InterestIncomeNonOperating,,"193,900,000","16,200,000","10,000,000","8,400,000","11,600,000",,,,,,,"16,585,000","41,156,000","15,125,000","42,766,000","72,497,000",,,,,,,,,,,,,
	InterestExpenseNonOperating,,"152,700,000","60,800,000","54,600,000","43,300,000","36,600,000",,,,,,,"22,781,000","33,737,000","23,301,000","51,191,000","49,898,000",,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,"34,900,000","25,000,000","28,300,000","50,300,000","-33,700,000","16,500,000","8,600,000","24,471,000","6,196,000","-7,419,000",,,,,,,,,,,,,,,,
OtherIncomeExpense,,,,"213,700,000",,,,"95,800,000","93,800,000","83,200,000","81,006,000","64,456,000",,,,,"22,248,426.48","24,400,511.12","27,141,213.49",,"5,857,916.88","-24,442,625.49",,"-57,358,746.85",,"36,173,956","6,821,280","14,636,349","3,856,656","701,919"
	SpecialIncomeCharges,,,,"213,700,000",,,,,,,,,,,,,"22,248,426.48","24,400,511.12","27,141,213.49",,"5,857,916.88","-24,442,625.49",,"-57,358,746.85",,"36,173,956","6,821,280","14,636,349","3,856,656","701,919"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,"-5,857,916.88","24,442,625.49",,"57,358,746.85",,,,,,
		GainOnSaleOfBusiness,,,,"213,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,"213,700,000",,,,"95,800,000","93,800,000","83,200,000","81,006,000","64,456,000",,,,,,,,,,,,,,,,,,
PretaxIncome,"7,826,900,000","9,083,500,000","6,456,100,000","6,705,500,000","4,016,600,000","2,765,800,000","2,937,000,000","2,389,400,000","1,792,200,000","1,548,600,000","1,273,635,000","1,023,477,000","1,150,578,000","1,648,635,000","1,242,523,000","-171,550,000","309,644,000","849,489,775.46","861,758,721.5","434,693,003.5","362,571,933.04","-183,859,234.56","-130,737,954.3","-698,433,639.12","490,701,400.1","118,360,389","89,444,034","218,817,963","156,033,874","101,232,318"
TaxProvision,"1,244,900,000","1,435,800,000","969,900,000","1,021,400,000","551,500,000","191,700,000","351,600,000","306,000,000","234,400,000","161,400,000","76,995,000","7,987,000","4,262,000","181,675,000","220,703,000","-20,625,000","-12,726,000","177,431,139.65","243,210,913.1","123,465,139.92","127,285,946.32","-59,570,512.69","-42,751,187.17","-218,608,362.37","146,318,700.28","37,565,262","27,796,716","71,272,656","54,716,307","37,279,698"
EarningsFromEquityInterestNetOfTax,"161,200,000","191,300,000","138,000,000","199,100,000","88,600,000","18,200,000","6,200,000","-16,700,000","0","0",,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"6,743,200,000","7,839,000,000","5,624,200,000","5,883,200,000","3,553,700,000","2,592,300,000","2,591,600,000","2,066,700,000","1,557,800,000","1,387,200,000","1,196,640,000","1,015,490,000","1,146,316,000","1,466,960,000","1,021,820,000","-150,925,000","322,370,000","672,058,635.81","618,547,808.4","311,227,863.58","235,285,986.72","-159,936,698.72","-207,684,563.98","-479,826,400.66","345,439,986.64","80,795,127","61,647,318","147,545,307","101,317,567","63,952,620"
	NetIncome,"6,743,200,000","7,839,000,000","5,624,200,000","5,883,200,000","3,553,700,000","2,592,300,000","2,591,600,000","2,066,700,000","1,557,800,000","1,387,200,000","1,196,640,000","1,015,490,000","1,146,316,000","1,466,960,000","1,021,820,000","-150,925,000","322,370,000","672,058,635.81","618,547,808.4","311,227,863.58","235,285,986.72","-159,936,698.72","-207,684,563.98","-479,826,400.66","345,439,986.64","80,795,127","61,647,318","147,545,307","101,317,567","63,952,620"
		NetIncomeIncludingNoncontrollingInterests,"6,743,200,000","7,839,000,000","5,624,200,000","5,883,200,000","3,553,700,000","2,592,300,000","2,591,600,000","2,066,700,000","1,557,800,000","1,387,200,000","1,196,640,000","1,015,490,000","1,146,316,000","1,466,960,000","1,021,820,000","-150,925,000","322,370,000","672,058,635.81","618,547,808.4","311,227,863.58","235,285,986.72","-159,936,698.72","-207,684,563.98","-483,438,647.4","348,608,652.88","80,795,127","61,647,318","147,545,307","101,317,567","63,952,620"
			NetIncomeContinuousOperations,"6,743,200,000","7,839,000,000","5,624,200,000","5,883,200,000","3,553,700,000","2,592,300,000","2,591,600,000","2,066,700,000","1,557,800,000","1,387,200,000","1,196,640,000","1,015,490,000","1,146,316,000","1,466,960,000","1,021,820,000","-150,925,000","322,370,000","672,058,635.81","618,547,808.4","311,227,863.58","235,285,986.72","-124,288,721.87","-87,986,767.13","-479,826,400.66","344,382,699.82","80,795,127","61,647,318","147,545,307","101,317,567","63,952,620"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,"-35,647,976.85","-119,697,796.85",,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,"1,057,286.82",,,,,
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,"3,612,246.74","-3,168,666.24",,,,,
	OtherunderPreferredStockDividend,,,,,,"-18,200,000","-6,200,000","16,700,000","0","0",,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"6,743,200,000","7,839,000,000","5,624,200,000","5,883,200,000","3,553,700,000","2,592,300,000","2,591,600,000","2,066,700,000","1,557,800,000","1,387,200,000","1,196,640,000","1,015,490,000","1,146,316,000","1,466,960,000","1,021,820,000","-150,925,000","322,370,000","672,058,635.81","618,547,808.4","311,227,863.58","235,285,986.72","-159,936,698.72","-207,684,563.98","-479,826,400.66","345,439,986.64","80,795,127","61,647,318","147,545,307","101,317,567","63,952,620"
BasicEPS,"17.13","20.61","16.08","14.36","8.49","6.13","5.94","4.93","3.46","3.22","3.24","2.78","2.7","4.558","3.052","-0.455","0.974","1.888","1.687","0.931","0.718","-0.483","-0.643","-1.506","1.212","0.281","0.188","0.921","0.323","0.213"
DilutedEPS,"17.13","20.59","16.07","14.34","8.48","6.12","5.92","4.91","3.44","3.21","3.23","2.75","2.68","4.519","3.026","-0.455","0.961","1.836","1.635","0.931","0.718","-0.483","-0.643","-1.506","1.168","0.281","0.188","0.921","0.323","0.213"
BasicAverageShares,"393,550,000","393,800,000","397,700,000","409,800,000","418,300,000","420,800,000","424,900,000","429,800,000","425,600,000","430,600,000","437,142,000","429,770,000","424,100,000","327,725,860","335,027,000","333,113,550","332,347,400","356,052,620","365,642,200","331,341,650","330,846,796","330,066,530","326,388,325","318,859,435","286,495,475","284,865,128","327,476,471","320,405,556","313,215,119","300,666,667"
DilutedAverageShares,"393,900,000","394,100,000","398,000,000","410,400,000","419,100,000","421,600,000","426,400,000","431,600,000","427,700,000","432,600,000","439,693,000","433,446,000","427,000,000","330,370,810","338,030,000","333,113,550","334,337,850","373,945,110","388,066,910","371,639,006","331,723,570","330,066,530","326,388,325","318,859,435","299,100,890","287,698,729","327,476,471","320,405,556","313,215,119","300,666,667"
TotalOperatingIncomeAsReported,"7,800,300,000","9,042,300,000","6,500,700,000","6,750,100,000","4,051,500,000","2,790,800,000","2,965,300,000","2,439,700,000","1,758,500,000","1,565,100,000","1,282,235,000","1,047,948,000","1,156,774,000","1,641,216,000","1,250,699,000","-163,125,000","287,045,000","815,985,711.83","862,612,638.13","448,776,094.3","378,633,439.68","-154,761,211.18","-93,980,948.43","-694,827,011.93","488,584,696.98","85,366,561","88,250,310","204,181,614","152,418,259","100,920,354"
TotalExpenses,"17,642,500,000","18,516,200,000","14,672,700,000","12,074,600,000","9,927,000,000","9,029,200,000","7,978,700,000","6,618,800,000","5,210,400,000","4,805,500,000","4,655,048,000","4,261,834,000","3,574,781,000","4,009,819,000","3,257,239,000","1,759,188,000","2,666,633,000","2,958,138,105.64","2,719,159,987.5","2,078,271,597.93","2,090,780,605.2","1,670,362,797.56","2,051,358,457.15","2,485,040,311.97","1,672,196,529.54","1,112,150,389","686,391,300","604,272,123","466,976,764","345,422,139"
NetIncomeFromContinuingAndDiscontinuedOperation,"6,743,200,000","7,839,000,000","5,624,200,000","5,883,200,000","3,553,700,000","2,592,300,000","2,591,600,000","2,066,700,000","1,557,800,000","1,387,200,000","1,196,640,000","1,015,490,000","1,146,316,000","1,466,960,000","1,021,820,000","-150,925,000","322,370,000","672,058,635.81","618,547,808.4","311,227,863.58","235,285,986.72","-159,936,698.72","-207,684,563.98","-479,826,400.66","344,382,699.82","80,795,127","61,647,318","147,545,307","101,317,567","63,952,620"
NormalizedIncome,"6,743,200,000","7,839,000,000","5,624,200,000","5,701,982,400","3,553,700,000","2,592,300,000","2,591,600,000","2,066,700,000","1,557,800,000","1,387,200,000","1,196,640,000","1,015,490,000","1,146,316,000","1,466,960,000","1,021,820,000","-150,925,000","322,370,000","652,754,608.039","599,066,557.207","311,227,863.58","231,484,573.462","-107,765,523.084","-87,986,767.13","-440,420,829.336","344,382,699.82","56,102,073.912","56,945,901.947","137,676,260.707","98,813,322.296","63,509,188.891"
InterestIncome,,"193,900,000","16,200,000","10,000,000","8,400,000","11,600,000",,,,,,,"16,585,000","41,156,000","15,125,000","42,766,000","72,497,000",,,,,,,,,,,,,
InterestExpense,,"152,700,000","60,800,000","54,600,000","43,300,000","36,600,000",,,,,,,"22,781,000","33,737,000","23,301,000","51,191,000","49,898,000",,,,,,,,,,,,,
NetInterestIncome,"26,600,000","41,200,000","-44,600,000","-44,600,000","-34,900,000","-25,000,000","-28,300,000","-50,300,000","33,700,000","-16,500,000","-8,600,000","-24,471,000","-6,196,000","7,419,000","-8,176,000","-8,425,000","22,599,000",,,,,,,,,,,,,
EBIT,"7,994,200,000","9,236,200,000","6,516,900,000","6,760,100,000","4,059,900,000","2,802,400,000","2,965,300,000","2,343,900,000","1,664,700,000","1,481,900,000","1,201,229,000","983,492,000","1,156,774,000","1,641,216,000","1,265,824,000","-120,359,000","359,542,000","815,985,711.83","862,613,395.82","448,775,249.99","372,775,522.8","-130,318,585.69","-93,980,948.43","-637,468,265.08","488,584,696.98","85,366,561","88,250,310","204,181,614","152,418,259","100,920,354"
EBITDA,"8,824,400,000","9,976,000,000","7,100,500,000","7,231,100,000","4,550,700,000","3,250,900,000","3,388,000,000","2,761,400,000","2,021,600,000","1,778,800,000","1,455,873,000","1,212,267,000","1,343,394,000","1,806,401,000","1,417,268,000","21,272,000","478,732,000","942,528,726.83","949,705,315.18","539,237,156.32","462,923,707.2","14,229,017.6","71,944,470.15","-478,393,415.41","554,616,677.56","127,900,773","122,100,912","219,999,780","161,899,205","107,393,607"
ReconciledCostOfRevenue,"12,355,100,000","13,422,400,000","10,473,300,000","8,802,000,000","7,181,300,000","6,540,200,000","5,914,800,000","4,942,500,000","3,729,800,000","3,391,700,000","3,259,903,000","3,068,064,000","2,726,298,000","3,201,645,000","2,552,768,000","1,137,671,000","1,818,974,000","2,118,664,089.79","2,127,795,065.54","1,553,592,034.63","1,558,585,795.28","1,171,905,700.88","1,490,082,951.4","1,795,624,926.69","1,205,906,423.42","755,479,158","444,917,988","452,908,638","361,240,112","276,556,086"
ReconciledDepreciation,"830,200,000","739,800,000","583,600,000","471,000,000","490,800,000","448,500,000","422,700,000","417,500,000","356,900,000","296,900,000","254,644,000","228,775,000","186,620,000","165,185,000","151,444,000","141,631,000","119,190,000","126,543,015","87,091,919.36","90,461,906.33","90,148,184.4","144,547,603.29","165,925,418.58","159,074,849.67","66,031,980.58","42,534,212","33,850,602","15,818,166","9,480,946","6,473,253"
NetIncomeFromContinuingOperationNetMinorityInterest,"6,743,200,000","7,839,000,000","5,624,200,000","5,883,200,000","3,553,700,000","2,592,300,000","2,591,600,000","2,066,700,000","1,557,800,000","1,387,200,000","1,196,640,000","1,015,490,000","1,146,316,000","1,466,960,000","1,021,820,000","-150,925,000","322,370,000","672,058,635.81","618,547,808.4","311,227,863.58","235,285,986.72","-124,288,721.87","-87,986,767.13","-479,826,400.66","344,382,699.82","80,795,127","61,647,318","147,545,307","101,317,567","63,952,620"
TotalUnusualItemsExcludingGoodwill,,,,"213,700,000",,,,,,,,,,,,,"22,248,426.48","24,400,511.12","27,141,213.49",,"5,857,916.88","-24,442,625.49",,"-57,358,746.85",,"36,173,956","6,821,280","14,636,349","3,856,656","701,919"
TotalUnusualItems,,,,"213,700,000",,,,,,,,,,,,,"22,248,426.48","24,400,511.12","27,141,213.49",,"5,857,916.88","-24,442,625.49",,"-57,358,746.85",,"36,173,956","6,821,280","14,636,349","3,856,656","701,919"
NormalizedEBITDA,"8,824,400,000","9,976,000,000","7,100,500,000","7,017,400,000","4,550,700,000","3,250,900,000","3,388,000,000","2,761,400,000","2,021,600,000","1,778,800,000","1,455,873,000","1,212,267,000","1,343,394,000","1,806,401,000","1,417,268,000","21,272,000","478,732,000","918,128,215.71","922,564,101.69","539,237,156.32","457,065,790.32","38,671,643.09","71,944,470.15","-421,034,668.56","554,616,677.56","91,726,817","115,279,632","205,363,431","158,042,549","106,691,688"
TaxRateForCalcs,"0.159","0.158","0.15","0.152","0.137","0.069","0.12","0.128","0.131","0.104","0.06","0.008","0.004","0.11","0.178","0.12","0.255","0.209","0.282","0.284","0.351","0.324","0.327","0.313","0.298","0.317","0.311","0.326","0.351","0.368"
TaxEffectOfUnusualItems,"0","0","0","32,482,400","0","0","0","0","0","0","0","0","0","0","0","0","0","5,096,483.349","7,659,962.297","0","2,056,503.622","-7,919,426.704","0","-17,953,175.526","0","11,480,902.912","2,119,863.947","4,767,302.707","1,352,411.296","258,487.891"
