name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
			GrossPPE,"8,983,000,000","8,319,000,000","7,311,000,000","6,521,000,000","6,190,000,000","5,735,000,000","5,170,000,000","4,666,000,000","5,505,000,000","3,683,000,000","3,592,000,000","2,103,000,000","2,065,000,000","2,139,000,000","2,301,000,000","3,594,000,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"163,000,000","162,000,000","164,000,000","165,000,000","164,000,000","165,000,000","166,000,000","165,000,000","160,000,000","56,000,000","60,000,000","59,000,000","62,000,000","616,000,000","708,000,000","873,000,000"
				BuildingsAndImprovements,"1,774,000,000","1,553,000,000","1,465,000,000","1,425,000,000","1,359,000,000","1,246,000,000","1,200,000,000","1,146,000,000","854,000,000","686,000,000","679,000,000","452,000,000","432,000,000",,,
				MachineryFurnitureEquipment,"5,301,000,000","5,043,000,000","4,457,000,000","3,970,000,000","3,749,000,000","3,435,000,000","3,179,000,000","2,959,000,000","4,156,000,000","2,549,000,000","2,492,000,000","1,338,000,000","1,332,000,000","1,459,000,000","1,583,000,000","2,659,000,000"
				OtherProperties,"986,000,000","896,000,000","802,000,000","751,000,000","665,000,000","611,000,000","453,000,000","278,000,000","227,000,000","249,000,000","273,000,000","186,000,000","185,000,000",,"5,000,000","8,000,000"
				ConstructionInProgress,"759,000,000","665,000,000","423,000,000","210,000,000","253,000,000","278,000,000","172,000,000","118,000,000","108,000,000","143,000,000","88,000,000","68,000,000","54,000,000","64,000,000","10,000,000","54,000,000"
			AccumulatedDepreciation,"-5,660,000,000","-5,214,000,000","-4,676,000,000","-4,237,000,000","-3,742,000,000","-3,299,000,000","-2,875,000,000","-2,314,000,000","-2,583,000,000","-2,560,000,000","-2,544,000,000","-1,033,000,000","-1,002,000,000","-975,000,000","-973,000,000","-1,787,000,000"
		GoodwillAndOtherIntangibleAssets,"10,877,000,000","11,254,000,000","11,655,000,000","12,226,000,000","13,569,000,000","13,324,000,000","14,729,000,000","16,186,000,000","18,018,000,000","2,694,000,000","3,113,000,000","3,242,000,000","3,402,000,000","3,785,000,000","4,278,000,000","5,045,000,000"
			Goodwill,"9,955,000,000","9,943,000,000","9,961,000,000","9,984,000,000","9,949,000,000","8,857,000,000","8,866,000,000","8,843,000,000","9,228,000,000","2,121,000,000","2,358,000,000","2,277,000,000","2,231,000,000","2,299,000,000","2,392,000,000","2,661,000,000"
			OtherIntangibleAssets,"922,000,000","1,311,000,000","1,694,000,000","2,242,000,000","3,620,000,000","4,467,000,000","5,863,000,000","7,343,000,000","8,790,000,000","573,000,000","755,000,000","965,000,000","1,171,000,000","1,486,000,000","1,886,000,000","2,384,000,000"
		InvestmentsAndAdvances,,,,,,,,,,"71,000,000","52,000,000","45,000,000","37,000,000","132,000,000","43,000,000","158,000,000"
			LongTermEquityInvestment,,,,,,,,,,"71,000,000","52,000,000","45,000,000","37,000,000","132,000,000","43,000,000",
		NonCurrentNoteReceivables,,,,,,,,,,,,,"0",,,
		OtherNonCurrentAssets,"2,289,000,000","1,942,000,000","1,346,000,000","1,013,000,000","732,000,000","545,000,000","981,000,000","962,000,000","602,000,000","403,000,000","144,000,000","128,000,000","144,000,000","420,000,000","417,000,000","166,000,000"
TotalLiabilitiesNetMinorityInterest,"15,393,000,000","15,496,000,000","14,094,000,000","10,696,000,000","10,361,000,000","10,840,000,000","10,333,000,000","13,742,000,000","14,551,000,000","6,049,000,000","4,903,000,000","5,155,000,000","5,255,000,000","6,418,000,000","7,538,000,000","9,039,000,000"
	CurrentLiabilities,"4,111,000,000","3,270,000,000","2,452,000,000","2,017,000,000","1,791,000,000","3,385,000,000","2,718,000,000","2,433,000,000","2,548,000,000","1,320,000,000","1,193,000,000","1,496,000,000","1,049,000,000","1,748,000,000","2,253,000,000","2,199,000,000"
		PayablesAndAccruedExpenses,"1,595,000,000","1,700,000,000","1,483,000,000","1,236,000,000","1,759,000,000","2,218,000,000","1,893,000,000","1,685,000,000","1,795,000,000","1,263,000,000","789,000,000","858,000,000","755,000,000","1,054,000,000","1,222,000,000","1,560,000,000"
			Payables,"1,595,000,000","1,700,000,000","1,483,000,000","1,236,000,000","944,000,000","999,000,000","1,146,000,000","973,000,000","1,014,000,000","729,000,000","544,000,000","562,000,000","498,000,000","593,000,000","556,000,000","619,000,000"
				AccountsPayable,"1,164,000,000","1,185,000,000","1,252,000,000","991,000,000","944,000,000","999,000,000","1,146,000,000","973,000,000","1,014,000,000","729,000,000","544,000,000","562,000,000","455,000,000","593,000,000","556,000,000","619,000,000"
				TotalTaxPayable,"170,000,000","296,000,000","82,000,000","140,000,000",,,,,,,,"29,000,000","36,000,000",,,
					IncomeTaxPayable,"170,000,000","296,000,000","82,000,000","140,000,000",,,,,,,,"29,000,000","36,000,000",,,
				DividendsPayable,"261,000,000","219,000,000","149,000,000","105,000,000",,,,,,,,"9,000,000","7,000,000",,,
			CurrentAccruedExpenses,,,,"966,000,000","815,000,000","1,219,000,000","747,000,000","712,000,000","781,000,000","534,000,000","245,000,000","296,000,000","257,000,000","461,000,000","666,000,000","941,000,000"
				InterestPayable,,,,,,,,,,,,"25,000,000","74,000,000",,,
		CurrentProvisions,,,,,,,,,,,,,"130,000,000","95,000,000","268,000,000","116,000,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"500,000,000","467,000,000","476,000,000","286,000,000",,,,,,"295,000,000","260,000,000","193,000,000","164,000,000",,,
		CurrentDebtAndCapitalLeaseObligation,"1,000,000,000",,,,,"1,107,000,000","751,000,000","421,000,000","556,000,000","20,000,000","40,000,000","307,000,000","52,000,000","423,000,000","610,000,000","403,000,000"
			CurrentDebt,"1,000,000,000",,,,,"1,107,000,000","751,000,000","421,000,000","556,000,000","20,000,000","40,000,000","307,000,000","52,000,000","423,000,000","610,000,000","403,000,000"
				LineOfCredit,,,,,,,,"0","6,000,000","8,000,000","24,000,000","36,000,000","35,000,000",,,
				OtherCurrentBorrowings,,,,,,,,"421,000,000","550,000,000","12,000,000","16,000,000","271,000,000","17,000,000",,,
		CurrentDeferredLiabilities,,,,,,,,,,,,"4,000,000","7,000,000",,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,"4,000,000","7,000,000",,,
		OtherCurrentLiabilities,"1,016,000,000","1,103,000,000","493,000,000","495,000,000","32,000,000","60,000,000","74,000,000","327,000,000","197,000,000","37,000,000","104,000,000","138,000,000","71,000,000","176,000,000","153,000,000","120,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"11,282,000,000","12,226,000,000","11,642,000,000","8,679,000,000","8,570,000,000","7,455,000,000","7,615,000,000","11,309,000,000","12,003,000,000","4,729,000,000","3,710,000,000","3,659,000,000","4,206,000,000","4,670,000,000","5,285,000,000","6,840,000,000"
		LongTermProvisions,,,,,,"5,000,000","15,000,000","22,000,000","43,000,000","3,000,000","14,000,000","32,000,000","52,000,000","415,000,000","423,000,000","769,000,000"
		LongTermDebtAndCapitalLeaseObligation,"10,175,000,000","11,165,000,000","10,572,000,000","7,609,000,000","7,365,000,000","6,247,000,000","5,814,000,000","8,766,000,000","8,656,000,000","3,936,000,000","3,281,000,000","3,185,000,000","3,747,000,000","4,128,000,000","4,673,000,000","5,964,000,000"
			LongTermDebt,"10,175,000,000","11,165,000,000","10,572,000,000","7,609,000,000","7,365,000,000","6,247,000,000","5,814,000,000","8,766,000,000","8,656,000,000","3,936,000,000","3,281,000,000","3,185,000,000","3,747,000,000","4,128,000,000","4,673,000,000","5,964,000,000"
		NonCurrentDeferredLiabilities,"44,000,000","45,000,000","57,000,000","85,000,000","282,000,000","450,000,000","701,000,000","1,659,000,000","2,293,000,000","76,000,000",,,,,,
			NonCurrentDeferredTaxesLiabilities,"44,000,000","45,000,000","57,000,000","85,000,000","282,000,000","450,000,000","701,000,000","1,659,000,000","2,293,000,000","76,000,000",,,,,,
		EmployeeBenefits,,,,,,,,,,"284,000,000","247,000,000","269,000,000","218,000,000",,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,,"284,000,000","247,000,000","269,000,000","218,000,000",,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,,,,,,,,"0","20,000,000","30,000,000",
		OtherNonCurrentLiabilities,"1,063,000,000","1,016,000,000","1,013,000,000","985,000,000","923,000,000","758,000,000","1,100,000,000","884,000,000","1,054,000,000","717,000,000","182,000,000","205,000,000","241,000,000","107,000,000","159,000,000","107,000,000"
TotalEquityGrossMinorityInterest,"8,960,000,000","7,740,000,000","6,770,000,000","9,151,000,000","9,655,000,000","10,690,000,000","13,716,000,000","11,156,000,000","11,803,000,000","801,000,000","1,546,000,000","1,284,000,000","1,357,000,000","1,219,000,000","1,041,000,000","1,288,000,000"
	StockholdersEquity,"8,644,000,000","7,449,000,000","6,528,000,000","8,944,000,000","9,441,000,000","10,505,000,000","13,527,000,000","10,935,000,000","11,515,000,000","538,000,000","1,301,000,000","1,049,000,000","1,145,000,000","986,000,000","843,000,000","1,075,000,000"
		CapitalStock,"56,000,000","56,000,000","56,000,000","59,000,000","64,000,000","67,000,000","71,000,000","71,000,000","68,000,000","51,000,000","51,000,000","51,000,000","51,000,000","51,000,000","42,000,000","42,000,000"
			CommonStock,"56,000,000","56,000,000","56,000,000","59,000,000","64,000,000","67,000,000","71,000,000","71,000,000","68,000,000","51,000,000","51,000,000","51,000,000","51,000,000","51,000,000","42,000,000","42,000,000"
		AdditionalPaidInCapital,"14,501,000,000","14,091,000,000","13,727,000,000","14,133,000,000","15,184,000,000","15,460,000,000","15,960,000,000","15,679,000,000","15,150,000,000","6,300,000,000","6,175,000,000","6,090,000,000","6,047,000,000","6,006,000,000","5,555,000,000","5,527,000,000"
		RetainedEarnings,"-2,793,000,000","-3,975,000,000","-5,371,000,000","-4,328,000,000","-2,845,000,000","-1,907,000,000","-2,339,000,000","-3,934,000,000","-3,542,000,000","-4,804,000,000","-5,105,000,000","-5,334,000,000","-5,219,000,000","-5,609,000,000","-5,153,000,000","-5,044,000,000"
		TreasuryStock,"3,210,000,000","2,799,000,000","1,932,000,000","1,037,000,000","3,037,000,000","3,238,000,000","342,000,000","915,000,000","342,000,000","1,219,000,000","167,000,000","58,000,000","57,000,000",,,
		GainsLossesNotAffectingRetainedEarnings,"90,000,000","76,000,000","48,000,000","117,000,000","75,000,000","123,000,000","177,000,000","34,000,000","181,000,000","210,000,000","347,000,000","300,000,000","323,000,000","538,000,000","399,000,000","550,000,000"
			OtherEquityAdjustments,"90,000,000","76,000,000","48,000,000","117,000,000","75,000,000","123,000,000","177,000,000","34,000,000","181,000,000","210,000,000","347,000,000","300,000,000","323,000,000",,,
	MinorityInterest,"316,000,000","291,000,000","242,000,000","207,000,000","214,000,000","185,000,000","189,000,000","221,000,000","288,000,000","263,000,000","245,000,000","235,000,000","212,000,000","233,000,000","198,000,000","213,000,000"
TotalCapitalization,"18,819,000,000","18,614,000,000","17,100,000,000","16,553,000,000","16,806,000,000","16,752,000,000","19,341,000,000","19,701,000,000","20,171,000,000","4,474,000,000","4,582,000,000","4,234,000,000","4,892,000,000","5,114,000,000","5,516,000,000","7,039,000,000"
CommonStockEquity,"8,644,000,000","7,449,000,000","6,528,000,000","8,944,000,000","9,441,000,000","10,505,000,000","13,527,000,000","10,935,000,000","11,515,000,000","538,000,000","1,301,000,000","1,049,000,000","1,145,000,000","986,000,000","843,000,000","1,075,000,000"
NetTangibleAssets,"-2,233,000,000","-3,805,000,000","-5,127,000,000","-3,282,000,000","-4,128,000,000","-2,819,000,000","-1,202,000,000","-5,251,000,000","-6,503,000,000","-2,156,000,000","-1,812,000,000","-2,193,000,000","-2,257,000,000","-2,799,000,000","-3,435,000,000","-3,970,000,000"
WorkingCapital,"3,753,000,000","3,665,000,000","2,776,000,000","2,307,000,000","1,476,000,000","1,840,000,000","3,326,000,000","2,965,000,000","2,264,000,000","1,310,000,000","899,000,000","458,000,000","917,000,000","388,000,000","260,000,000","952,000,000"
InvestedCapital,"19,819,000,000","18,614,000,000","17,100,000,000","16,553,000,000","16,806,000,000","17,859,000,000","20,092,000,000","20,122,000,000","20,727,000,000","4,494,000,000","4,622,000,000","4,541,000,000","4,944,000,000","5,537,000,000","6,126,000,000","7,442,000,000"
TangibleBookValue,"-2,233,000,000","-3,805,000,000","-5,127,000,000","-3,282,000,000","-4,128,000,000","-2,819,000,000","-1,202,000,000","-5,251,000,000","-6,503,000,000","-2,156,000,000","-1,812,000,000","-2,193,000,000","-2,257,000,000","-2,799,000,000","-3,435,000,000","-3,970,000,000"
TotalDebt,"11,175,000,000","11,165,000,000","10,572,000,000","7,609,000,000","7,365,000,000","7,354,000,000","6,565,000,000","9,187,000,000","9,212,000,000","3,956,000,000","3,321,000,000","3,492,000,000","3,799,000,000","4,551,000,000","5,283,000,000","6,367,000,000"
NetDebt,"7,527,000,000","7,547,000,000","7,742,000,000","5,334,000,000","6,320,000,000","4,565,000,000","3,018,000,000","7,293,000,000","7,598,000,000","2,771,000,000","2,651,000,000","2,875,000,000","3,056,000,000","3,653,000,000","4,257,000,000","4,571,000,000"
ShareIssued,"274,519,638","274,519,638","274,519,638","289,519,638","315,519,638","328,702,719","346,002,862","346,002,862","346,002,862","270,922,954","251,751,500","251,751,500","255,666,644","250,751,500","249,251,500","249,251,500"
OrdinarySharesNumber,"257,190,053","259,463,406","264,950,279","280,474,686","281,437,396","292,789,698","342,924,392","335,392,882","342,003,880","251,751,500","247,580,667","249,025,500","251,751,500","250,751,500","249,251,500","249,251,500"
TreasurySharesNumber,"17,329,585","15,056,232","9,569,359","9,044,952","34,082,242","35,913,021","3,078,470","10,609,980","3,998,982","19,171,454","4,170,833","2,726,000","3,915,144",,,
