name,07/31/2024,07/31/2023,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014,07/31/2013,07/31/2012,07/31/2011,07/31/2010,07/31/2009,07/31/2008,07/31/2007,07/31/2006,07/31/2005,07/31/2004,07/31/2003,07/31/2002,07/31/2001,07/31/2000,07/31/1999,07/31/1998,07/31/1997,07/31/1996,07/31/1995,07/31/1994,07/31/1993,07/31/1992,07/31/1991,07/31/1990,07/31/1989,07/31/1988
			OtherReceivables,"267,000,000","364,000,000","3,905,000,000","2,008,000,000","2,359,000,000","5,095,000,000","4,949,000,000","4,856,000,000","4,272,000,000","4,491,000,000","4,153,000,000","4,037,000,000","3,661,000,000","3,111,000,000","1,802,000,000",,,,,,,"49,000,000","239,000,000","405,000,000","588,000,000",,,,,,,,,,,,
		Inventory,"3,373,000,000","3,644,000,000","2,568,000,000","1,559,000,000","1,282,000,000","1,383,000,000","1,846,000,000","1,616,000,000","1,217,000,000","1,627,000,000","1,591,000,000","1,476,000,000","1,663,000,000","1,486,000,000","1,327,000,000","1,074,000,000","1,235,000,000","1,322,000,000","1,371,000,000","1,297,000,000","1,207,000,000","873,000,000","880,000,000","1,684,000,000","1,232,000,000","658,000,000","362,000,000","254,677,000","301,188,000","81,805,000","27,900,000","23,500,000","9,100,000","6,100,000","3,700,000","2,600,000","1,200,000"
			RawMaterials,"2,255,000,000","1,871,000,000","1,691,000,000","975,000,000","640,000,000","599,000,000","681,000,000","589,000,000","327,000,000","372,000,000","350,000,000","361,000,000","340,000,000","401,000,000","378,000,000","316,000,000","302,000,000","384,000,000","301,000,000","262,000,000","235,000,000","38,000,000","38,000,000","662,000,000","145,000,000","143,000,000","76,000,000","89,226,000","134,531,000","34,913,000",,,,,,,
			WorkInProcess,"83,000,000","264,000,000","150,000,000","54,000,000","25,000,000","10,000,000","0","1,000,000","0","2,000,000","5,000,000","24,000,000","35,000,000","52,000,000","50,000,000","33,000,000","53,000,000","45,000,000","377,000,000","431,000,000","416,000,000","291,000,000","297,000,000","260,000,000","472,000,000","198,000,000","143,000,000","114,724,000","99,723,000","25,611,000",,,,,,,
			FinishedGoods,"1,027,000,000","1,493,000,000","717,000,000","519,000,000","601,000,000","752,000,000","1,132,000,000","1,003,000,000","872,000,000","1,203,000,000","1,201,000,000","1,052,000,000","1,227,000,000","962,000,000","847,000,000","692,000,000","833,000,000","858,000,000","659,000,000","569,000,000","522,000,000","515,000,000","490,000,000","669,000,000","496,000,000","282,000,000","111,000,000","21,733,000","51,920,000","9,962,000",,,,,,,
			OtherInventories,"8,000,000","16,000,000","10,000,000","11,000,000","16,000,000","22,000,000","33,000,000","23,000,000","18,000,000","50,000,000","35,000,000","39,000,000","61,000,000","71,000,000","52,000,000","33,000,000","47,000,000","35,000,000","34,000,000","35,000,000","34,000,000","29,000,000","55,000,000","93,000,000","119,000,000","35,000,000","32,000,000","28,994,000","15,014,000","11,319,000",,,,,,,
		PrepaidAssets,,,,,,,,,,,,,,,,"2,605,000,000","2,333,000,000","2,044,000,000","1,584,000,000","967,000,000","815,000,000","753,000,000","523,000,000","564,000,000","375,000,000","171,000,000","67,000,000","88,471,000","95,582,000","28,428,000",,,,,,,
		CurrentDeferredAssets,,,,,,,,,,"2,915,000,000","2,808,000,000","2,616,000,000","2,294,000,000","2,410,000,000","2,126,000,000","2,320,000,000","2,075,000,000","1,953,000,000","1,604,000,000","1,475,000,000","1,827,000,000","1,975,000,000","2,030,000,000","1,809,000,000","1,091,000,000","580,000,000","345,000,000","312,132,000","101,827,000","88,038,000",,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,"2,915,000,000","2,808,000,000","2,616,000,000","2,294,000,000","2,410,000,000","2,126,000,000","2,320,000,000","2,075,000,000","1,953,000,000","1,604,000,000","1,475,000,000","1,827,000,000","1,975,000,000","2,030,000,000","1,809,000,000","1,091,000,000","580,000,000","345,000,000","312,132,000","101,827,000","88,038,000",,,,,,,
		OtherCurrentAssets,"5,612,000,000","4,352,000,000","4,355,000,000","2,889,000,000","2,349,000,000","2,373,000,000","2,940,000,000","1,593,000,000","1,627,000,000","1,490,000,000","1,331,000,000","1,312,000,000","1,230,000,000","941,000,000","875,000,000","2,605,000,000",,,,,,,"239,000,000",,,,,,,,"188,600,000","88,500,000","133,700,000","59,900,000","22,800,000","1,300,000","200,000"
	TotalNonCurrentAssets,"87,551,000,000","58,504,000,000","57,285,000,000","58,385,000,000","51,280,000,000","50,038,000,000","46,947,000,000","46,115,000,000","42,933,000,000","40,005,000,000","37,956,000,000","35,670,000,000","29,826,000,000","29,864,000,000","29,709,000,000","23,951,000,000","23,035,000,000","21,766,000,000","17,639,000,000","11,873,000,000","21,251,000,000","23,670,000,000","20,362,000,000","22,403,000,000","21,760,000,000","10,132,000,000","5,158,000,000","2,350,718,000","1,470,592,000","807,789,000","546,000,000","326,900,000","76,800,000","13,100,000","4,500,000","1,000,000","300,000"
		NetPPE,"2,090,000,000","2,085,000,000","1,997,000,000","2,338,000,000","2,453,000,000","2,789,000,000","3,006,000,000","3,322,000,000","3,506,000,000","3,332,000,000","3,252,000,000","3,322,000,000","3,402,000,000","3,916,000,000","3,941,000,000","4,043,000,000","4,151,000,000","3,893,000,000","3,440,000,000","3,320,000,000","3,290,000,000","3,643,000,000","4,102,000,000","2,591,000,000","1,426,000,000","825,000,000","599,000,000","466,352,000","331,315,000","172,561,000","77,400,000","48,700,000","28,000,000","12,700,000","4,100,000","800,000","300,000"
			GrossPPE,"9,873,000,000","10,058,000,000","10,165,000,000","10,918,000,000","11,014,000,000","12,039,000,000","12,243,000,000","12,819,000,000","12,563,000,000","12,427,000,000","12,520,000,000","12,386,000,000","11,983,000,000","12,066,000,000","11,308,000,000","12,208,000,000","11,702,000,000","10,466,000,000","9,193,000,000","8,322,000,000","7,642,000,000","7,674,000,000","7,305,000,000","5,029,000,000","3,005,000,000","1,851,000,000","1,271,000,000","882,185,000","575,472,000","304,780,000","131,800,000","72,200,000","38,300,000","16,500,000","5,200,000","1,000,000","400,000"
				Properties,"4,247,000,000","4,229,000,000","4,219,000,000","4,304,000,000","4,252,000,000","4,545,000,000","4,710,000,000","4,926,000,000","4,778,000,000","4,495,000,000","4,468,000,000","4,426,000,000","4,363,000,000","4,760,000,000","4,470,000,000","4,618,000,000","4,445,000,000","4,022,000,000","3,647,000,000","3,492,000,000","3,429,000,000","3,411,000,000","3,352,000,000","1,300,000,000","607,000,000","0","0","0","0","0",,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,"4,760,000,000","4,470,000,000","4,618,000,000","4,445,000,000","4,022,000,000","3,647,000,000","3,492,000,000","3,429,000,000","3,411,000,000","3,352,000,000","1,300,000,000","607,000,000","289,000,000","154,000,000","89,000,000","40,927,000","16,170,000",,,,,,,
				MachineryFurnitureEquipment,"5,511,000,000","5,694,000,000","1,114,000,000","1,235,000,000","1,262,000,000","1,298,000,000","1,443,000,000","1,830,000,000","1,831,000,000","1,807,000,000","1,934,000,000","1,913,000,000","1,956,000,000","1,920,000,000","1,881,000,000","2,288,000,000","2,209,000,000","1,999,000,000","1,715,000,000","1,599,000,000","1,476,000,000","1,497,000,000","1,387,000,000","1,350,000,000","1,172,000,000","1,324,000,000","978,000,000","684,864,000","426,068,000","205,125,000",,,,,,,
				OtherProperties,"115,000,000","135,000,000","4,832,000,000","5,379,000,000","5,500,000,000","6,196,000,000","6,090,000,000","6,063,000,000","5,954,000,000","6,125,000,000","6,118,000,000","6,047,000,000","5,664,000,000","5,386,000,000","4,957,000,000","5,302,000,000","5,048,000,000","4,445,000,000","3,831,000,000","3,231,000,000","2,737,000,000","2,766,000,000","2,566,000,000","2,379,000,000","1,226,000,000","238,000,000","139,000,000","108,520,000","108,477,000","78,585,000",,,,,,,
				Leases,,,,,,,,,,,,,,"293,000,000","255,000,000","227,000,000","209,000,000",,,,,,,,"607,000,000","289,000,000","154,000,000","88,801,000","40,927,000","21,070,000",,,,,,,
			AccumulatedDepreciation,"-7,783,000,000","-7,973,000,000","-8,168,000,000","-8,580,000,000","-8,561,000,000","-9,250,000,000","-9,237,000,000","-9,497,000,000","-9,057,000,000","-9,095,000,000","-9,268,000,000","-9,064,000,000","-8,581,000,000","-8,150,000,000","-7,367,000,000","-8,165,000,000","-7,551,000,000","-6,573,000,000","-5,753,000,000","-5,002,000,000","-4,352,000,000","-4,031,000,000","-3,203,000,000","-2,438,000,000","-1,579,000,000","-1,026,000,000","-672,000,000","-415,833,000","-244,157,000","-132,219,000","-54,400,000","-23,500,000","-10,300,000","-3,800,000","-1,100,000","-200,000","-100,000"
		GoodwillAndOtherIntangibleAssets,"69,879,000,000","40,353,000,000","40,873,000,000","41,787,000,000","35,382,000,000","35,730,000,000","34,258,000,000","32,305,000,000","29,126,000,000","26,845,000,000","27,519,000,000","25,322,000,000","18,957,000,000","19,359,000,000","19,948,000,000","14,627,000,000","14,481,000,000","14,661,000,000","11,388,000,000","5,844,000,000","4,523,000,000","4,599,000,000","4,362,000,000","4,659,000,000","4,087,000,000","460,000,000","170,000,000",,,,,,,,,,
			Goodwill,"58,660,000,000","38,535,000,000","38,304,000,000","38,168,000,000","33,806,000,000","33,529,000,000","31,706,000,000","29,766,000,000","26,625,000,000","24,469,000,000","24,239,000,000","21,919,000,000","16,998,000,000","16,818,000,000","16,674,000,000","12,925,000,000","12,392,000,000","12,121,000,000","9,227,000,000","5,295,000,000","4,198,000,000","4,043,000,000","3,565,000,000","3,189,000,000","2,937,000,000","157,000,000","57,000,000",,,,,,,,,,
			OtherIntangibleAssets,"11,219,000,000","1,818,000,000","2,569,000,000","3,619,000,000","1,576,000,000","2,201,000,000","2,552,000,000","2,539,000,000","2,501,000,000","2,376,000,000","3,280,000,000","3,403,000,000","1,959,000,000","2,541,000,000","3,274,000,000","1,702,000,000","2,089,000,000","2,540,000,000","2,161,000,000","549,000,000","325,000,000","556,000,000","797,000,000","1,470,000,000","1,150,000,000","303,000,000","113,000,000",,,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,"897,000,000","899,000,000","833,000,000","858,000,000","796,000,000","756,000,000","709,000,000","706,000,000","643,000,000","574,000,000","421,000,000","10,952,000,000","12,683,000,000","9,277,000,000","11,121,000,000","13,869,000,000","7,032,000,000","3,743,000,000","1,267,174,000","832,114,000","410,798,000",,,,,,,
			LongTermEquityInvestment,,,,,,,,,,"897,000,000","899,000,000","833,000,000","858,000,000","796,000,000","756,000,000","709,000,000","706,000,000","643,000,000","574,000,000","421,000,000","354,000,000","516,000,000","477,000,000","775,000,000",,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,"9,086,000,000","10,598,000,000","12,167,000,000","8,800,000,000","10,346,000,000","13,688,000,000","7,032,000,000","3,463,000,000",,"832,114,000","410,798,000",,,,,,,
			OtherInvestments,,,,,,,,,,"897,000,000","899,000,000","833,000,000","858,000,000","796,000,000","756,000,000","709,000,000","706,000,000","643,000,000","574,000,000","421,000,000",,,"477,000,000","775,000,000","181,000,000","696,000,000","280,000,000",,,,,,,,,,
		NonCurrentAccountsReceivable,"639,000,000","614,000,000","4,009,000,000","2,139,000,000","2,550,000,000","4,958,000,000","4,882,000,000","4,738,000,000","4,158,000,000","3,858,000,000","3,918,000,000","3,911,000,000","3,585,000,000","3,488,000,000","1,939,000,000","966,000,000","862,000,000","816,000,000","279,000,000","277,000,000","690,000,000","727,000,000","431,000,000","696,000,000","527,000,000","500,000,000",,,,,,,,,,,
		NonCurrentNoteReceivables,"2,737,000,000","2,869,000,000","2,380,000,000","2,745,000,000","3,164,000,000",,,,,,,,,"692,000,000","675,000,000","537,000,000","216,000,000","539,000,000","464,000,000","353,000,000","231,000,000","158,000,000","61,000,000","84,000,000","205,000,000",,,,,,,,,,,,
		NonCurrentDeferredAssets,"6,262,000,000","6,576,000,000","4,449,000,000","4,360,000,000","3,990,000,000","4,065,000,000","3,219,000,000","4,239,000,000","4,299,000,000","4,454,000,000","1,700,000,000","1,539,000,000","2,270,000,000","1,864,000,000","2,079,000,000","2,122,000,000","1,770,000,000","1,060,000,000","983,000,000","1,308,000,000","1,130,000,000","1,476,000,000","1,663,000,000","1,314,000,000",,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"6,262,000,000","6,576,000,000","4,449,000,000","4,360,000,000","3,990,000,000","4,065,000,000","3,219,000,000","4,239,000,000","4,299,000,000","4,454,000,000","1,700,000,000","1,539,000,000","2,270,000,000","1,864,000,000","2,079,000,000","2,122,000,000","1,770,000,000","1,060,000,000","983,000,000","1,308,000,000","1,130,000,000","1,476,000,000","1,663,000,000","1,314,000,000",,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,"0","320,000,000",,,,,,,,,,,,,
		OtherNonCurrentAssets,"5,944,000,000","6,007,000,000","5,957,000,000","5,016,000,000","3,741,000,000","2,496,000,000","1,582,000,000","1,511,000,000","1,844,000,000","1,516,000,000","668,000,000","743,000,000","754,000,000","441,000,000","371,000,000","947,000,000","849,000,000","693,000,000","511,000,000","350,000,000","435,000,000","384,000,000","466,000,000","1,618,000,000","1,646,000,000","1,315,000,000","646,000,000","617,192,000","307,163,000","224,430,000","468,600,000","278,200,000","48,800,000","400,000","400,000","200,000",
TotalLiabilitiesNetMinorityInterest,"78,956,000,000","57,499,000,000","54,229,000,000","56,222,000,000","56,933,000,000","64,222,000,000","65,580,000,000","63,681,000,000","58,067,000,000","53,666,000,000","48,409,000,000","42,063,000,000","40,458,000,000","39,836,000,000","36,845,000,000","29,451,000,000","24,332,000,000","21,850,000,000","19,397,000,000","10,699,000,000","9,678,000,000","9,068,000,000","9,124,000,000","8,096,000,000","6,328,000,000","3,038,000,000","1,781,000,000","1,120,109,000","769,353,000","388,881,000","205,500,000","120,000,000","78,300,000","26,600,000","13,500,000","9,100,000","4,300,000"
	CurrentLiabilities,"40,584,000,000","31,309,000,000","25,640,000,000","26,257,000,000","25,331,000,000","31,712,000,000","27,035,000,000","27,583,000,000","24,911,000,000","23,412,000,000","19,809,000,000","21,996,000,000","17,731,000,000","17,506,000,000","19,233,000,000","13,655,000,000","13,858,000,000","13,358,000,000","11,313,000,000","9,511,000,000","8,703,000,000","8,294,000,000","8,375,000,000","7,352,000,000","5,196,000,000","3,038,000,000","1,781,000,000","1,120,109,000","769,353,000","388,881,000","205,500,000","120,000,000","78,300,000","26,300,000","13,200,000","8,800,000","1,700,000"
		PayablesAndAccruedExpenses,"3,743,000,000","6,548,000,000","3,242,000,000","3,163,000,000","3,057,000,000","3,208,000,000","2,908,000,000","1,483,000,000","1,573,000,000","1,166,000,000","1,191,000,000","1,221,000,000","1,135,000,000","996,000,000","985,000,000","841,000,000","976,000,000","2,526,000,000","2,624,000,000","2,246,000,000","1,620,000,000","1,333,000,000","1,049,000,000","885,000,000","972,000,000","1,004,000,000","1,101,000,000","768,197,000","551,030,000","272,099,000","31,700,000","24,700,000","16,300,000","7,700,000","5,000,000","1,500,000",
			Payables,"3,743,000,000","6,548,000,000","3,242,000,000","3,163,000,000","3,057,000,000","3,208,000,000","2,908,000,000","1,483,000,000","1,573,000,000","1,166,000,000","1,191,000,000","1,221,000,000","1,135,000,000","996,000,000","985,000,000","841,000,000","976,000,000","2,526,000,000","2,624,000,000","2,246,000,000","1,620,000,000","1,333,000,000","1,049,000,000","885,000,000","972,000,000","1,004,000,000","661,000,000","463,402,000","323,577,000","131,782,000","31,700,000","24,700,000","16,300,000","7,700,000","5,000,000","1,500,000",
				AccountsPayable,"2,304,000,000","2,313,000,000","2,281,000,000","2,362,000,000","2,218,000,000","2,059,000,000","1,904,000,000","1,385,000,000","1,056,000,000","1,104,000,000","1,032,000,000","1,029,000,000","859,000,000","876,000,000","895,000,000","675,000,000","869,000,000","786,000,000","880,000,000","735,000,000","657,000,000","594,000,000","470,000,000","644,000,000","739,000,000","374,000,000","250,000,000","207,178,000","153,683,000","59,812,000","31,700,000","24,700,000","16,300,000","7,700,000","5,000,000","1,500,000",
				TotalTaxPayable,"1,439,000,000","4,235,000,000","961,000,000","801,000,000","839,000,000","1,149,000,000","1,004,000,000","98,000,000","517,000,000","62,000,000","159,000,000","192,000,000","276,000,000","120,000,000","90,000,000","166,000,000","107,000,000","1,740,000,000","1,744,000,000","1,511,000,000","963,000,000","739,000,000","579,000,000","241,000,000","233,000,000","630,000,000","411,000,000","256,224,000","169,894,000","71,970,000",,,,,,,
					IncomeTaxPayable,"1,439,000,000","4,235,000,000","961,000,000","801,000,000","839,000,000","1,149,000,000","1,004,000,000","98,000,000","517,000,000","62,000,000","159,000,000","192,000,000","276,000,000","120,000,000","90,000,000","166,000,000","107,000,000","1,740,000,000","1,744,000,000","1,511,000,000","963,000,000","739,000,000","579,000,000","241,000,000","233,000,000","630,000,000","411,000,000","256,224,000","169,894,000","71,970,000",,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,"3,163,000,000","3,129,000,000","2,535,000,000","2,428,000,000","5,441,000,000","4,281,000,000","3,411,000,000","3,556,000,000","3,632,000,000","3,861,000,000","3,611,000,000","2,838,000,000","1,310,000,000","440,000,000","304,795,000","227,453,000","140,317,000",,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"3,608,000,000","3,984,000,000","3,316,000,000","3,818,000,000","3,122,000,000","3,221,000,000","2,986,000,000","2,895,000,000","2,951,000,000","3,049,000,000","3,181,000,000","3,182,000,000","2,928,000,000","3,163,000,000","3,129,000,000","2,535,000,000","2,428,000,000","2,019,000,000","1,516,000,000","1,317,000,000","1,466,000,000","1,470,000,000","1,365,000,000","1,058,000,000","1,317,000,000","679,000,000",,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"11,341,000,000","1,733,000,000","1,099,000,000","2,508,000,000","3,005,000,000","10,191,000,000","5,238,000,000","7,992,000,000","4,160,000,000","3,897,000,000","508,000,000","3,283,000,000","31,000,000","588,000,000","3,096,000,000",,"500,000,000",,,,,,,,,,,,,,,,,,,"100,000",
			CurrentDebt,"11,341,000,000","1,733,000,000","1,099,000,000","2,508,000,000","3,005,000,000","10,191,000,000","5,238,000,000","7,992,000,000","4,160,000,000","3,897,000,000","508,000,000","3,283,000,000","31,000,000","588,000,000","3,096,000,000",,"500,000,000",,,,,,,,,,,,,,,,,,,"100,000",
				CurrentNotesPayable,,,,,,,,"0","1,000,000","3,000,000","8,000,000","10,000,000","31,000,000","88,000,000","59,000,000",,,,,,,,,,,,,,,,,,,,,,
				CommercialPaper,"10,853,000,000","0","600,000,000","0",,"4,193,000,000","0","3,245,000,000","0",,,,"0","500,000,000","0",,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"488,000,000","1,733,000,000","499,000,000","2,508,000,000","3,005,000,000","5,998,000,000","5,238,000,000","4,747,000,000","4,159,000,000","3,894,000,000","500,000,000","3,273,000,000",,,"3,037,000,000",,"500,000,000",,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"16,249,000,000","13,908,000,000","12,784,000,000","12,148,000,000","11,406,000,000","10,668,000,000","11,490,000,000","10,821,000,000","10,155,000,000","9,824,000,000","9,478,000,000","9,262,000,000","8,852,000,000","8,025,000,000","7,664,000,000","6,438,000,000","6,197,000,000","5,391,000,000","4,408,000,000","3,854,000,000","3,527,000,000","3,034,000,000","3,143,000,000","2,470,000,000","1,386,000,000","724,000,000","339,000,000","183,268,000","116,229,000","62,738,000",,,,,,,
			CurrentDeferredRevenue,"16,249,000,000","13,908,000,000","12,784,000,000","12,148,000,000","11,406,000,000","10,668,000,000","11,490,000,000","10,821,000,000","10,155,000,000","9,824,000,000","9,478,000,000","9,262,000,000","8,852,000,000","8,025,000,000","7,664,000,000","6,438,000,000","6,197,000,000","5,391,000,000","4,408,000,000","3,854,000,000","3,527,000,000","3,034,000,000","3,143,000,000","2,470,000,000","1,386,000,000","724,000,000","339,000,000","183,268,000","116,229,000","62,738,000",,,,,,,
		OtherCurrentLiabilities,"5,643,000,000","5,136,000,000","5,199,000,000","4,620,000,000","4,741,000,000","4,424,000,000","4,413,000,000","4,392,000,000","6,072,000,000","5,476,000,000","5,451,000,000","5,048,000,000","4,785,000,000","4,734,000,000","4,359,000,000","3,841,000,000","3,757,000,000","3,422,000,000","2,765,000,000","2,094,000,000","2,090,000,000","2,457,000,000","2,818,000,000","2,939,000,000","1,521,000,000","631,000,000","341,000,000","168,644,000","102,094,000","54,044,000","173,800,000","95,300,000","62,000,000","18,600,000","8,200,000","7,200,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"38,372,000,000","26,190,000,000","28,589,000,000","29,965,000,000","31,602,000,000","32,510,000,000","38,545,000,000","36,098,000,000","33,156,000,000","30,254,000,000","28,600,000,000","20,067,000,000","22,727,000,000","22,330,000,000","17,612,000,000","15,796,000,000","10,474,000,000","8,492,000,000","8,084,000,000","1,188,000,000","975,000,000","774,000,000","749,000,000","744,000,000","1,132,000,000","0","0","0","0","0",,,,"300,000","300,000","300,000","2,600,000"
		LongTermDebtAndCapitalLeaseObligation,"19,621,000,000","6,658,000,000","8,416,000,000","9,018,000,000","11,578,000,000","14,475,000,000","20,331,000,000","25,725,000,000","24,483,000,000","21,457,000,000","20,337,000,000","12,928,000,000","16,297,000,000","16,234,000,000","12,188,000,000","10,295,000,000","6,393,000,000","6,408,000,000","6,332,000,000",,,,,,,,,,,,,,,,,"200,000",
			LongTermDebt,"19,621,000,000","6,658,000,000","8,416,000,000","9,018,000,000","11,578,000,000","14,475,000,000","20,331,000,000","25,725,000,000","24,483,000,000","21,457,000,000","20,337,000,000","12,928,000,000","16,297,000,000","16,234,000,000","12,188,000,000","10,295,000,000","6,393,000,000","6,408,000,000","6,332,000,000",,,,,,,,,,,,,,,,,"200,000",
