name,07/31/2024,07/31/2023,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014,07/31/2013,07/31/2012,07/31/2011,07/31/2010
				AllowanceForDoubtfulAccountsReceivable,"-7,500,000","-7,800,000","-8,900,000","-11,200,000","-2,300,000","-800,000","-1,200,000","-700,000","-2,400,000","-700,000","-471,000","-51,000","-164,000","-31,000","-6,000"
			OtherReceivables,"725,900,000","388,800,000","111,300,000",,,,,,,,,,,,
		PrepaidAssets,,"466,800,000","208,900,000","229,300,000","138,300,000","279,300,000","268,100,000","169,200,000","139,700,000","72,600,000","50,306,000","22,617,000","13,373,000","4,479,000","2,537,000"
		CurrentDeferredAssets,"369,000,000","339,200,000","317,700,000","276,500,000","206,000,000",,,,,,,,,,
		OtherCurrentAssets,"557,400,000","466,800,000","208,900,000","229,300,000","138,300,000","279,300,000","268,100,000","169,200,000","139,700,000","72,600,000","50,306,000","22,617,000","13,373,000","2,167,000","47,000"
	TotalNonCurrentAssets,"13,141,200,000","8,453,100,000","5,838,700,000","5,594,300,000","3,936,200,000","2,927,400,000","1,810,400,000","1,462,000,000","1,084,200,000","891,200,000","520,140,000","55,907,000","26,147,000","14,332,000","2,459,000"
		NetPPE,"747,000,000","617,800,000","599,800,000","581,300,000","606,800,000","296,000,000","273,100,000","211,100,000","117,200,000","62,900,000","48,744,000","32,086,000","20,979,000","12,666,000","1,833,000"
			GrossPPE,"1,306,200,000","1,146,100,000","1,069,500,000","980,300,000","927,800,000","540,200,000","435,000,000","313,400,000","195,400,000","110,700,000","79,366,000","51,562,000","31,805,000","17,596,000","4,755,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"87,200,000","87,200,000","87,200,000","49,600,000","49,600,000",,,,,,,,,,
				MachineryFurnitureEquipment,"514,700,000","479,800,000","449,400,000","392,400,000","346,700,000","294,700,000","242,500,000","177,000,000","117,300,000","69,200,000","43,276,000","29,985,000","14,452,000","5,667,000","2,486,000"
				OtherProperties,"430,300,000","310,200,000","283,600,000","306,700,000","302,000,000","40,700,000","33,000,000","26,300,000","20,100,000","16,000,000","14,832,000","11,401,000","8,440,000","4,605,000","2,215,000"
				Leases,"274,000,000","268,900,000","249,300,000","231,600,000","229,500,000","204,800,000","159,500,000","110,100,000","58,000,000","25,500,000","21,258,000","10,176,000","8,913,000","7,324,000","54,000"
			AccumulatedDepreciation,"-559,200,000","-528,300,000","-469,700,000","-399,000,000","-321,000,000","-244,200,000","-161,900,000","-102,300,000","-78,200,000","-47,800,000","-30,622,000","-19,476,000","-10,826,000","-4,930,000","-2,922,000"
		GoodwillAndOtherIntangibleAssets,"3,725,000,000","3,242,200,000","3,132,200,000","3,208,700,000","2,171,100,000","1,632,900,000","663,600,000","292,500,000","207,500,000","216,200,000","202,988,000","1,358,000",,,
			Goodwill,"3,350,100,000","2,926,800,000","2,747,700,000","2,710,100,000","1,812,900,000","1,352,300,000","522,800,000","238,800,000","163,500,000","163,500,000","155,033,000","0",,,
			OtherIntangibleAssets,"374,900,000","315,400,000","384,500,000","498,600,000","358,200,000","280,600,000","140,800,000","53,700,000","44,000,000","52,700,000","47,955,000","1,358,000",,,
		InvestmentsAndAdvances,"4,173,200,000","3,047,900,000","1,051,900,000","888,300,000","554,400,000","575,400,000","547,500,000","789,300,000","652,800,000","538,800,000","201,880,000","17,314,000","0",,
			InvestmentinFinancialAssets,"4,173,200,000","3,047,900,000","1,051,900,000","888,300,000","554,400,000","575,400,000","547,500,000","789,300,000","652,800,000","538,800,000","201,880,000","17,314,000","0",,
				AvailableForSaleSecurities,"4,173,200,000","3,047,900,000","1,051,900,000","888,300,000","554,400,000","575,400,000","547,500,000","789,300,000","652,800,000","538,800,000","201,880,000","17,314,000",,,
		NonCurrentAccountsReceivable,"1,182,100,000","653,300,000","192,100,000",,,,,,,,,,,,
		NonCurrentDeferredAssets,"2,961,000,000","570,200,000","550,100,000","494,600,000","422,300,000",,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"2,399,000,000","23,100,000",,,,,,,,,,,,,
		OtherNonCurrentAssets,"352,900,000","321,700,000","312,600,000","421,400,000","181,600,000","423,100,000","326,200,000","169,100,000","106,700,000","73,300,000","66,528,000","5,149,000","5,168,000","1,666,000","626,000"
TotalLiabilitiesNetMinorityInterest,"14,821,200,000","12,752,700,000","12,043,600,000","9,478,000,000","7,963,600,000","5,005,900,000","4,766,700,000","2,678,700,000","1,963,300,000","1,389,400,000","1,009,883,000","313,186,000","178,733,000","162,626,000","103,767,000"
	CurrentLiabilities,"7,682,700,000","7,737,500,000","8,306,300,000","5,116,700,000","2,691,700,000","2,053,300,000","2,101,700,000","1,201,300,000","846,800,000","1,032,200,000","348,171,000","206,102,000","122,006,000","67,101,000","28,660,000"
		PayablesAndAccruedExpenses,"623,000,000","523,100,000","527,200,000","386,300,000","320,400,000","235,700,000","174,000,000","115,400,000","69,400,000","41,400,000","39,526,000","26,688,000","21,879,000","9,474,000","7,162,000"
			Payables,"116,300,000","132,300,000","128,000,000","56,900,000","63,600,000","73,300,000","49,400,000","35,500,000","30,200,000","13,200,000","14,526,000","26,688,000","21,879,000","9,474,000","7,162,000"
				AccountsPayable,"116,300,000","132,300,000","128,000,000","56,900,000","63,600,000","73,300,000","49,400,000","35,500,000","30,200,000","13,200,000","14,526,000","15,544,000","9,214,000","5,435,000","2,701,000"
				TotalTaxPayable,,,,,,,,,,,,"2,609,000","1,168,000",,
				OtherPayable,,,,,,,,,,,"12,210,000","11,144,000","11,497,000","4,039,000","4,461,000"
			CurrentAccruedExpenses,"506,700,000","390,800,000","399,200,000","329,400,000","256,800,000","162,400,000","124,600,000","79,900,000","39,200,000","28,200,000","25,000,000","11,144,000","11,497,000","4,039,000","4,461,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"554,700,000","548,300,000","461,100,000","430,600,000","322,200,000","235,500,000","163,700,000","117,500,000","73,500,000","79,800,000","48,727,000","22,004,000","11,307,000","9,456,000","3,267,000"
		CurrentDebtAndCapitalLeaseObligation,"963,900,000","1,991,500,000","3,676,800,000","1,557,900,000",,,"550,400,000",,,"487,100,000",,,,,
			CurrentDebt,"963,900,000","1,991,500,000","3,676,800,000","1,557,900,000",,,"550,400,000",,,"487,100,000",,,,,
				OtherCurrentBorrowings,"963,900,000","1,991,500,000","3,676,800,000","1,557,900,000",,,"550,400,000",,,"487,100,000",,,,,
		CurrentDeferredLiabilities,"5,541,100,000","4,674,600,000","3,641,200,000","2,741,900,000","2,049,100,000","1,582,100,000","1,213,600,000","968,400,000","703,900,000","423,900,000","259,918,000","153,945,000","86,296,000","45,253,000","16,537,000"
			CurrentDeferredRevenue,"5,541,100,000","4,674,600,000","3,641,200,000","2,741,900,000","2,049,100,000","1,582,100,000","1,213,600,000","968,400,000","703,900,000","423,900,000","259,918,000","153,945,000","86,296,000","45,253,000","16,537,000"
		OtherCurrentLiabilities,,,,,,,,,,,"12,790,000","3,465,000","2,524,000","2,918,000","1,694,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"7,138,500,000","5,015,200,000","3,737,300,000","4,361,300,000","5,271,900,000","2,952,600,000","2,665,000,000","1,477,400,000","1,116,500,000","357,200,000","661,712,000","107,084,000","56,727,000","95,525,000","75,107,000"
		LongTermDebtAndCapitalLeaseObligation,"380,500,000","279,200,000","276,100,000","1,981,500,000","3,420,700,000","1,430,000,000","1,369,700,000","524,700,000","500,200,000",,"466,875,000",,,,
			LongTermDebt,,,,"1,668,100,000","3,084,100,000","1,430,000,000","1,369,700,000","524,700,000","500,200,000",,"466,875,000",,,,
			LongTermCapitalLeaseObligation,"380,500,000","279,200,000","276,100,000","313,400,000","336,600,000","0",,,,,,,,,
		NonCurrentDeferredLiabilities,"6,327,100,000","4,649,900,000","3,352,800,000","2,282,100,000","1,761,100,000","1,306,600,000","1,065,700,000","805,100,000","536,900,000","289,800,000","162,660,000","95,285,000","49,512,000","22,002,000","7,584,000"
			NonCurrentDeferredTaxesLiabilities,"387,700,000","28,100,000",,,,,,,,,,,,,
			NonCurrentDeferredRevenue,"5,939,400,000","4,621,800,000","3,352,800,000","2,282,100,000","1,761,100,000","1,306,600,000","1,065,700,000","805,100,000","536,900,000","289,800,000","162,660,000","95,285,000","49,512,000","22,002,000","7,584,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,"0","21,900,000","0","0","87,900,000","0",,"0","66,559,000","64,982,000"
		OtherNonCurrentLiabilities,"430,900,000","86,100,000","108,400,000","97,700,000","90,100,000","216,000,000","229,600,000","147,600,000","79,400,000","67,400,000","32,177,000","11,799,000","7,215,000","6,964,000","2,541,000"
TotalEquityGrossMinorityInterest,"5,169,700,000","1,748,400,000","210,000,000","763,600,000","1,101,800,000","1,586,300,000","1,182,200,000","759,600,000","894,900,000","575,800,000","468,583,000","272,420,000","229,071,000","-71,454,000","-65,648,000"
	StockholdersEquity,"5,169,700,000","1,748,400,000","210,000,000","763,600,000","1,101,800,000","1,586,300,000","1,182,200,000","759,600,000","894,900,000","575,800,000","468,583,000","272,420,000","229,071,000","-71,454,000","-65,648,000"
		CapitalStock,"3,821,100,000","3,019,000,000","1,932,700,000","2,311,200,000","2,259,200,000","2,490,900,000","1,967,400,000","1,599,700,000","1,515,500,000","988,700,000","8,000","7,000","7,000","2,000","2,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0",,
			CommonStock,"3,821,100,000","3,019,000,000","1,932,700,000","2,311,200,000","2,259,200,000","2,490,900,000","1,967,400,000","1,599,700,000","1,515,500,000","988,700,000","8,000","7,000","7,000","2,000","2,000"
		AdditionalPaidInCapital,,,,,,,,,,"988,687,000","804,406,000","381,703,000","309,092,000","9,309,000","2,587,000"
		RetainedEarnings,"1,350,200,000","-1,227,400,000","-1,667,100,000","-1,666,800,000","-1,167,900,000","-900,900,000","-790,700,000","-836,700,000","-621,600,000","-500,700,000","-335,726,000","-109,274,000","-80,028,000","-80,765,000","-68,237,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,600,000","-43,200,000","-55,600,000","-9,900,000","10,500,000","-3,700,000","-16,400,000","-3,400,000","1,000,000","-100,000","-105,000","-16,000","0",,
			OtherEquityAdjustments,"-1,600,000","-43,200,000","-55,600,000","-9,900,000","10,500,000","-3,700,000","-16,400,000","-3,400,000","1,000,000","-100,000","-105,000","-16,000",,,
		OtherEquityInterest,,,,"129,100,000",,,"21,900,000",,,"87,900,000",,,,,
TotalCapitalization,"5,169,700,000","1,748,400,000","210,000,000","2,431,700,000","4,185,900,000","3,016,300,000","2,551,900,000","1,284,300,000","1,395,100,000","575,800,000","935,458,000","272,420,000","229,071,000","-71,454,000","-65,648,000"
CommonStockEquity,"5,169,700,000","1,748,400,000","210,000,000","763,600,000","1,101,800,000","1,586,300,000","1,182,200,000","759,600,000","894,900,000","575,800,000","468,583,000","272,420,000","229,071,000","-71,454,000","-65,648,000"
CapitalLeaseObligations,"380,500,000","279,200,000","276,100,000","313,400,000","336,600,000","0",,,,,,,,,
NetTangibleAssets,"1,444,700,000","-1,493,800,000","-2,922,200,000","-2,445,100,000","-1,069,300,000","-46,600,000","518,600,000","467,100,000","687,400,000","359,600,000","265,595,000","271,062,000","229,071,000","-71,454,000","-65,648,000"
WorkingCapital,"-833,000,000","-1,689,500,000","-1,891,400,000","-469,400,000","2,437,500,000","1,611,500,000","2,036,800,000","775,000,000","927,200,000","41,800,000","610,155,000","323,597,000","259,651,000","9,739,000","7,000,000"
InvestedCapital,"6,133,600,000","3,739,900,000","3,886,800,000","3,989,600,000","4,185,900,000","3,016,300,000","3,102,300,000","1,284,300,000","1,395,100,000","1,062,900,000","935,458,000","272,420,000","229,071,000","-71,454,000","-65,648,000"
TangibleBookValue,"1,444,700,000","-1,493,800,000","-2,922,200,000","-2,445,100,000","-1,069,300,000","-46,600,000","518,600,000","467,100,000","687,400,000","359,600,000","265,595,000","271,062,000","229,071,000","-71,454,000","-65,648,000"
TotalDebt,"1,344,400,000","2,270,700,000","3,952,900,000","3,539,400,000","3,420,700,000","1,430,000,000","1,920,100,000","524,700,000","500,200,000","487,100,000","466,875,000",,,,
NetDebt,,"856,200,000","1,558,300,000","1,351,800,000","126,100,000","468,600,000",,,,"111,300,000",,,,,
ShareIssued,"325,100,000","308,300,000","298,800,000","291,900,000","288,900,000","290,400,000","280,800,000","274,500,000","271,500,000","254,364,000","238,557,000","214,836,000","203,556,000","199,804,332","199,804,332"
OrdinarySharesNumber,"325,100,000","308,300,000","298,800,000","291,900,000","288,900,000","290,400,000","280,800,000","274,500,000","271,500,000","254,364,000","238,557,000","214,836,000","203,556,000","199,804,332","199,804,332"
