name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
			RawMaterials,"340,604,000","503,257,000","247,386,000","128,363,000","64,714,000","39,380,000","25,887,000","9,805,000","14,405,000","7,750,000","2,236,000"
			WorkInProcess,"20,885,000","23,407,000","13,863,000","25,461,000","20,752,000","18,115,000","0",,,,
			FinishedGoods,"1,081,960,000","202,537,000","118,894,000","177,872,000","85,332,000","84,024,000","57,105,000","71,745,000","59,545,000","17,749,000","12,549,000"
		PrepaidAssets,,,"42,511,000","31,352,000","14,917,000","11,038,000","5,083,000","2,756,000","2,994,000","2,038,000","806,000"
		RestrictedCash,,,,"2,611,000","27,558,000","824,000","1,516,000","928,000","3,639,000","1,602,000","1,446,000"
		CurrentDeferredAssets,,,,,,,,,"0","20,000","29,000"
		HedgingAssetsCurrent,,,,,,,"0","482,000","859,000","213,000","258,000"
		OtherCurrentAssets,"212,470,000","87,250,000","105,951,000","81,393,000","31,351,000","16,789,000","8,504,000","5,483,000","6,723,000","2,684,000","1,137,000"
	TotalNonCurrentAssets,"1,283,425,000","1,366,291,000","1,189,662,000","717,768,000","561,861,000","287,163,000","164,619,000","87,688,000","15,246,000","5,725,000","4,913,000"
		NetPPE,"678,746,000","606,723,000","457,516,000","345,008,000","212,821,000","119,329,000","51,182,000","27,831,000","14,717,000","5,351,000","4,339,000"
			GrossPPE,"913,740,000","791,253,000","608,016,000","465,582,000","304,516,000","191,143,000","71,386,000","38,965,000","22,119,000","12,297,000","9,300,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"12,823,000","13,070,000","13,829,000","17,935,000","6,938,000","6,592,000","0",,,,
				BuildingsAndImprovements,"153,813,000","152,218,000","62,519,000","49,855,000","23,670,000","18,196,000","0",,,,
				MachineryFurnitureEquipment,"430,882,000","372,442,000","257,138,000","229,505,000","143,578,000","136,454,000","50,118,000","24,925,000","10,867,000","6,088,000","4,505,000"
				OtherProperties,"131,415,000","121,208,000","88,502,000","71,333,000","58,524,000","18,160,000","13,732,000","8,590,000","7,205,000","5,856,000","4,505,000"
				ConstructionInProgress,"88,077,000","47,168,000","112,037,000","48,344,000","59,058,000",,,,,,
				Leases,"96,730,000","85,147,000","73,991,000","48,610,000","12,748,000","11,741,000","7,536,000","5,450,000","4,047,000","353,000","290,000"
			AccumulatedDepreciation,"-234,994,000","-184,530,000","-150,500,000","-120,574,000","-91,695,000","-71,814,000","-20,204,000","-11,134,000","-7,402,000","-6,946,000","-4,961,000"
		GoodwillAndOtherIntangibleAssets,"78,341,000","51,118,000","188,490,000","208,297,000","203,662,000","73,378,000","1,115,000","716,000",,,
			Goodwill,"42,996,000","31,189,000","129,629,000","140,479,000","129,654,000","34,874,000","0",,,,
			OtherIntangibleAssets,"35,345,000","19,929,000","58,861,000","67,818,000","74,008,000","38,504,000","1,115,000","716,000",,,
		InvestmentsAndAdvances,"415,475,000","647,354,000","482,228,000","147,434,000","119,176,000","74,256,000","103,120,000","52,446,000","0",,
			LongTermEquityInvestment,"7,650,000","1,863,000",,,,,,,,,
				InvestmentsinAssociatesatCost,"7,650,000","1,863,000",,,,,,,,,
			InvestmentinFinancialAssets,"407,825,000","645,491,000","482,228,000","147,434,000","119,176,000","74,256,000","103,120,000","52,446,000","0",,
				AvailableForSaleSecurities,"407,825,000","645,491,000","482,228,000","147,434,000","119,176,000","74,256,000","103,120,000","52,446,000",,,
		NonCurrentNoteReceivables,"2,438,000","0",,,,,,,,,
		NonCurrentDeferredAssets,"80,912,000","44,153,000","27,572,000","11,676,000","16,298,000","14,699,000","8,340,000","6,296,000","0","7,000","26,000"
			NonCurrentDeferredTaxesAssets,"80,912,000","44,153,000","27,572,000","11,676,000","16,298,000","14,699,000","8,340,000","6,296,000","0",,
		NonCurrentPrepaidAssets,,,,,,,"862,000","399,000","529,000","367,000","548,000"
		DefinedPensionBenefit,"9,241,000","8,799,000",,,,,,,,,
		OtherNonCurrentAssets,"18,272,000","8,144,000","33,856,000","5,353,000","9,904,000","5,501,000","862,000",,,,
TotalLiabilitiesNetMinorityInterest,"2,175,822,000","2,089,583,000","1,590,914,000","1,351,352,000","682,954,000","393,746,000","243,838,000","141,330,000","138,714,000","94,089,000","58,557,000"
	CurrentLiabilities,"893,231,000","889,717,000","525,181,000","436,099,000","436,714,000","225,718,000","129,754,000","87,271,000","105,592,000","72,943,000","40,814,000"
		PayablesAndAccruedExpenses,"645,738,000","736,931,000","409,370,000","315,083,000","275,524,000","162,335,000","108,800,000","66,464,000","93,181,000","47,601,000","26,058,000"
			Payables,"386,471,000","459,831,000","252,068,000","177,370,000","161,107,000","107,079,000","69,488,000","49,351,000","81,096,000","39,584,000","16,468,000"
				AccountsPayable,"386,471,000","459,831,000","252,068,000","162,051,000","157,148,000","107,079,000","69,488,000","48,481,000","80,684,000","39,438,000","16,468,000"
				OtherPayable,,,"11,236,000","15,319,000","3,959,000","11,344,000","1,905,000","870,000","412,000","146,000",
			CurrentAccruedExpenses,"259,267,000","277,100,000","157,302,000","137,713,000","114,417,000","55,256,000","39,312,000","17,113,000","12,085,000","8,017,000","9,590,000"
		CurrentProvisions,,"43,000","11,622,000","5,866,000","65,112,000","28,868,000","3,610,000","2,834,000","1,304,000","1,317,000","2,001,000"
		CurrentDebtAndCapitalLeaseObligation,"20,957,000","19,446,000","12,728,000","27,888,000","25,263,000","16,639,000",,,,"16,800,000","6,212,000"
			CurrentDebt,,,"148,000","16,894,000","15,673,000","16,639,000",,,,"16,800,000","6,212,000"
				LineOfCredit,,,,,,,,,"0","13,326,000","3,916,000"
				OtherCurrentBorrowings,,,"148,000","16,894,000","15,673,000","16,639,000",,,,"3,474,000","2,296,000"
			CurrentCapitalLeaseObligation,"20,957,000","19,446,000","12,728,000","10,994,000","9,590,000","0",,,,,
		CurrentDeferredLiabilities,"40,836,000","26,641,000","17,789,000","24,648,000","70,815,000","14,351,000","2,559,000","3,859,000","1,676,000","1,729,000","3,584,000"
			CurrentDeferredRevenue,"40,836,000","26,641,000","17,789,000","24,648,000","70,815,000","14,351,000","2,559,000","3,859,000","1,676,000","1,729,000","3,584,000"
		OtherCurrentLiabilities,"185,700,000","106,699,000","73,672,000","62,614,000","65,112,000","32,393,000","14,785,000","14,114,000","9,431,000","5,496,000","2,959,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,282,591,000","1,199,866,000","1,065,733,000","915,253,000","246,240,000","168,028,000","114,084,000","54,059,000","33,122,000","21,146,000","17,743,000"
		LongTermProvisions,,,"193,680,000","142,380,000","107,451,000","92,958,000","64,026,000","37,078,000","22,448,000","12,685,000","7,419,000"
		LongTermDebtAndCapitalLeaseObligation,"714,343,000","716,092,000","700,955,000","634,717,000","32,612,000","3,510,000",,,,"3,444,000","6,611,000"
			LongTermDebt,"627,381,000","624,451,000","621,535,000","573,350,000","173,000","3,510,000",,,,"3,444,000","6,611,000"
			LongTermCapitalLeaseObligation,"86,962,000","91,641,000","79,420,000","61,367,000","32,612,000","0",,,,,
		NonCurrentDeferredLiabilities,"214,607,000","186,936,000","151,556,000","123,965,000","94,443,000","62,169,000","31,453,000","14,684,000","8,289,000","4,252,000","2,895,000"
			NonCurrentDeferredTaxesLiabilities,,,"156,000","8,593,000","4,461,000","1,499,000","0",,,,
			NonCurrentDeferredRevenue,"214,607,000","186,936,000","151,556,000","115,372,000","89,982,000","60,670,000","31,453,000","14,684,000","8,289,000","4,252,000","2,895,000"
		TradeandOtherPayablesNonCurrent,"3,577,000","3,830,000","5,105,000","5,062,000","5,389,000","7,147,000","16,840,000","0",,,
		NonCurrentAccruedExpenses,,,"1,739,000","1,561,000","4,647,000","411,000","64,026,000","37,078,000","22,448,000","12,685,000","7,419,000"
		EmployeeBenefits,"12,967,000","9,848,000","10,632,000",,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"12,967,000","9,848,000","10,632,000",,,,,,,,
		DerivativeProductLiabilities,,,,,,,,,"0","765,000","818,000"
		OtherNonCurrentLiabilities,"337,097,000","283,160,000","197,485,000","149,948,000","109,149,000","94,791,000","65,791,000","39,375,000","24,833,000","12,685,000","7,419,000"
TotalEquityGrossMinorityInterest,"2,411,909,000","2,176,366,000","1,310,039,000","1,085,757,000","811,670,000","570,726,000","397,467,000","256,108,000","166,944,000","-19,091,000","-9,471,000"
	StockholdersEquity,"2,411,909,000","2,176,366,000","1,310,039,000","1,085,757,000","811,670,000","562,408,000","397,467,000","256,108,000","166,944,000","-19,091,000","-9,471,000"
		CapitalStock,"6,000","6,000","5,000","5,000","5,000","5,000","4,000","4,000","4,000","116,203,000","105,543,000"
			PreferredStock,,,,,,,,,"0","116,203,000","105,543,000"
			CommonStock,"6,000","6,000","5,000","5,000","5,000","5,000","4,000","4,000","4,000","0","0"
		AdditionalPaidInCapital,"1,680,622,000","1,505,632,000","687,295,000","603,891,000","475,792,000","371,794,000","331,902,000","299,214,000","287,152,000","5,878,000","4,745,000"
		RetainedEarnings,"778,166,000","743,837,000","650,058,000","478,004,000","337,682,000","191,133,000","66,172,000","-43,381,000","-119,990,000","-141,111,000","-119,733,000"
		GainsLossesNotAffectingRetainedEarnings,"-46,885,000","-73,109,000","-27,319,000","3,857,000","-1,809,000","-524,000","-611,000","271,000","-222,000","-61,000","-26,000"
			UnrealizedGainLoss,,"-25,449,000","-4,709,000",,,,,,,,
			ForeignCurrencyTranslationAdjustments,,"-45,899,000","-23,484,000",,,,,,,,
			OtherEquityAdjustments,"-46,885,000","-73,109,000","874,000","3,857,000","-1,809,000","-524,000","-611,000","271,000","-222,000","-61,000","-26,000"
	MinorityInterest,,,,,"0","8,318,000","0",,,,
TotalCapitalization,"3,039,290,000","2,800,817,000","1,931,574,000","1,659,107,000","811,670,000","565,918,000","397,467,000","256,108,000","166,944,000","-15,647,000","-2,860,000"
PreferredStockEquity,,,,,,,,,,"116,203,000","105,543,000"
CommonStockEquity,"2,411,909,000","2,176,366,000","1,310,039,000","1,085,757,000","811,670,000","562,408,000","397,467,000","256,108,000","166,944,000","-135,294,000","-115,014,000"
CapitalLeaseObligations,"107,919,000","111,087,000","92,148,000","72,361,000","42,202,000","0",,,,,
NetTangibleAssets,"2,333,568,000","2,125,248,000","1,121,549,000","877,460,000","608,008,000","489,030,000","396,352,000","255,392,000","166,944,000","-19,091,000","-9,471,000"
WorkingCapital,"2,411,075,000","2,009,941,000","1,186,110,000","1,283,242,000","496,049,000","451,591,000","346,932,000","222,479,000","184,820,000","-3,670,000","3,359,000"
InvestedCapital,"3,039,290,000","2,800,817,000","1,931,574,000","1,676,001,000","827,343,000","582,557,000","397,467,000","256,108,000","166,944,000","-115,050,000","-102,191,000"
TangibleBookValue,"2,333,568,000","2,125,248,000","1,121,549,000","877,460,000","608,008,000","489,030,000","396,352,000","255,392,000","166,944,000","-135,294,000","-115,014,000"
TotalDebt,"735,300,000","735,538,000","713,683,000","662,605,000","57,875,000","20,149,000",,,,"20,244,000","12,823,000"
NetDebt,"288,913,000",,"91,446,000",,,,,,,"10,490,000",
ShareIssued,"57,123,437","56,133,404","52,815,395","51,560,936","49,081,457","46,052,802","43,812,601","40,889,922","39,297,539","38,065,042","38,065,042"
OrdinarySharesNumber,"57,123,437","56,133,404","52,815,395","51,560,936","48,898,062","46,052,802","43,812,601","40,889,922","39,297,539","38,065,042","38,065,042"
TreasurySharesNumber,,,,"0","183,395",,,,,,
